"","year.landed","mgmt.area","permit.fishery","gear.description","round.lbs"
"588",1988,"CSEO","B26B","Power gurdy troll",969
"589",1988,"CSEO","B61B","Longline",1885585
"590",1988,"CSEO","C61B","Longline",3162
"591",1988,"CSEO","M06B","Longline",238
"592",1988,"CSEO","S15B","Power gurdy troll",3793
"593",1988,"EYKT","","Longline",129381
"594",1988,"EYKT","","Mechanical jigs",30146
"595",1988,"EYKT","B05B","Hand troll",920
"596",1988,"EYKT","B06B","Longline",77087
"597",1988,"EYKT","B61B","Longline",922211
"598",1988,"EYKT","S01A","Longline",30265
"599",1988,"EYKT","S15B","Power gurdy troll",941
"600",1988,"NSEI","","Hand troll",231
"601",1988,"NSEI","","Longline",83489
"602",1988,"NSEI","","Mechanical jigs",79313
"603",1988,"NSEI","","Other/unspecified/missing",77
"604",1988,"NSEI","B05B","Hand troll",37526
"605",1988,"NSEI","B05B","Longline",761
"606",1988,"NSEI","B06B","Longline",785196
"607",1988,"NSEI","B06B","Power gurdy troll",3052
"608",1988,"NSEI","B26B","Mechanical jigs",15334
"609",1988,"NSEI","B61B","Longline",3174193
"610",1988,"NSEI","D09B","Mechanical jigs",612
"611",1988,"NSEI","M05B","Hand troll",254
"612",1988,"NSEI","M61B","Longline",12632
"613",1988,"NSEI","P09B","Mechanical jigs",2801
"614",1988,"NSEI","S01A","Longline",3322
"615",1988,"NSEI","S03A","Mechanical jigs",285
"616",1988,"NSEI","S05B","Hand troll",1037
"617",1988,"NSEI","S15B","Power gurdy troll",12184
"618",1988,"NSEO","","Longline",20786
"619",1988,"NSEO","","Mechanical jigs",4041
"620",1988,"NSEO","B05B","Hand troll",3466
"621",1988,"NSEO","B06B","Longline",54944
"622",1988,"NSEO","B26B","Mechanical jigs",1223
"623",1988,"NSEO","B61B","Longline",1116374
"624",1988,"NSEO","S05B","Hand troll",31
"625",1988,"NSEO","S15B","Power gurdy troll",621
"626",1988,"SSEI","","Longline",7393
"627",1988,"SSEI","","Mechanical jigs",4882
"628",1988,"SSEI","B05B","Hand troll",7456
"629",1988,"SSEI","B06B","Longline",246591
"630",1988,"SSEI","B26B","Mechanical jigs",1598
"631",1988,"SSEI","B61B","Longline",789848
"632",1988,"SSEI","M61B","Longline",97
"633",1988,"SSEI","S15B","Power gurdy troll",2565
"634",1988,"SSEO","","Longline",68239
"635",1988,"SSEO","","Mechanical jigs",51958
"636",1988,"SSEO","B05B","Hand troll",189
"637",1988,"SSEO","B06B","Longline",99947
"638",1988,"SSEO","B26B","Mechanical jigs",35
"639",1988,"SSEO","B61B","Longline",699031
"640",1988,"SSEO","S05B","Hand troll",1638
"641",1988,"SSEO","S15B","Power gurdy troll",2243
"642",1989,"CSEO","","Longline",28416
"643",1989,"CSEO","","Mechanical jigs",16742
"644",1989,"CSEO","B05B","Hand troll",2720
"645",1989,"CSEO","B05B","Longline",54
"646",1989,"CSEO","B06B","Longline",190295
"647",1989,"CSEO","B26B","Longline",29
"648",1989,"CSEO","B26B","Mechanical jigs",2388
"649",1989,"CSEO","B61B","Longline",1757774
"650",1989,"CSEO","C61B","Longline",5161
"651",1989,"CSEO","M06B","Longline",272
"652",1989,"CSEO","S05B","Hand troll",196
"653",1989,"CSEO","S15B","Power gurdy troll",3032
"654",1989,"EYKT","","Longline",183713
"655",1989,"EYKT","","Mechanical jigs",52519
"656",1989,"EYKT","","Other/unspecified/missing",11801
"657",1989,"EYKT","B05B","Hand troll",54
"658",1989,"EYKT","B06B","Longline",61694
"659",1989,"EYKT","B26B","Mechanical jigs",18
"660",1989,"EYKT","B61B","Longline",982739
"661",1989,"EYKT","S15B","Power gurdy troll",4698
"662",1989,"NSEI","","Longline",62707
"663",1989,"NSEI","","Mechanical jigs",13263
"664",1989,"NSEI","","Other/unspecified/missing",17193
"665",1989,"NSEI","B05B","Hand troll",17367
"666",1989,"NSEI","B06B","Longline",563938
"667",1989,"NSEI","B26B","Mechanical jigs",3945
"668",1989,"NSEI","B61B","Longline",1920027
"669",1989,"NSEI","C61B","Longline",8298
"670",1989,"NSEI","M06B","Longline",291
"671",1989,"NSEI","M61B","Longline",721
"672",1989,"NSEI","P09B","Pot",996
"673",1989,"NSEI","S05B","Hand troll",312
"674",1989,"NSEI","S15B","Power gurdy troll",109
"675",1989,"NSEO","","Longline",108277
"676",1989,"NSEO","","Mechanical jigs",24843
"677",1989,"NSEO","","Other/unspecified/missing",12211
"678",1989,"NSEO","B05B","Hand troll",1326
"679",1989,"NSEO","B06B","Longline",40688
"680",1989,"NSEO","B26B","Mechanical jigs",1008
"681",1989,"NSEO","B61B","Longline",962317
"682",1989,"NSEO","S03A","Drift gillnet",5160
"683",1989,"NSEO","S15B","Power gurdy troll",59
"684",1989,"SSEI","","Hand troll",402
"685",1989,"SSEI","","Longline",590
"686",1989,"SSEI","B05B","Hand troll",3149
"687",1989,"SSEI","B06B","Longline",147356
"688",1989,"SSEI","B26B","Mechanical jigs",582
"689",1989,"SSEI","B61B","Longline",554581
"690",1989,"SSEI","S05B","Hand troll",921
"691",1989,"SSEO","","Longline",54994
"692",1989,"SSEO","","Mechanical jigs",10760
"693",1989,"SSEO","","Other/unspecified/missing",18158
"694",1989,"SSEO","B05B","Hand troll",3836
"695",1989,"SSEO","B06B","Longline",63016
"696",1989,"SSEO","B26B","Mechanical jigs",1677
"697",1989,"SSEO","B61B","Longline",917582
"698",1989,"SSEO","S15B","Power gurdy troll",23
"699",1990,"CSEO","","Longline",224284
"700",1990,"CSEO","","Mechanical jigs",26626
"701",1990,"CSEO","B05B","Hand troll",4442
"702",1990,"CSEO","B05B","Longline",51
"703",1990,"CSEO","B06B","Longline",217821
"704",1990,"CSEO","B26B","Mechanical jigs",1173
"705",1990,"CSEO","B26B","Power gurdy troll",171
"706",1990,"CSEO","B61B","Longline",1783437
"707",1990,"CSEO","C61B","Longline",3278
"708",1990,"CSEO","M61B","Longline",5787
"709",1990,"EYKT","","Longline",132578
"710",1990,"EYKT","","Mechanical jigs",12178
"711",1990,"EYKT","","Other/unspecified/missing",1165
"712",1990,"EYKT","B06B","Longline",60475
"713",1990,"EYKT","B61B","Longline",1241402
"714",1990,"EYKT","C61B","Longline",2551
"715",1990,"EYKT","S15B","Power gurdy troll",279
"716",1990,"NSEI","","Longline",150075
"717",1990,"NSEI","","Mechanical jigs",33130
"718",1990,"NSEI","","Other/unspecified/missing",54
"719",1990,"NSEI","","Power gurdy troll",2357
"720",1990,"NSEI","B05B","Hand troll",13671
"721",1990,"NSEI","B06B","Longline",520254
"722",1990,"NSEI","B26B","Mechanical jigs",3440
"723",1990,"NSEI","B61B","Longline",1876321
"724",1990,"NSEI","M61B","Longline",4233
"725",1990,"NSEI","S05B","Hand troll",208
"726",1990,"NSEI","S15B","Power gurdy troll",56
"727",1990,"NSEO","","Longline",133248
"728",1990,"NSEO","","Mechanical jigs",777
"729",1990,"NSEO","B05B","Hand troll",1079
"730",1990,"NSEO","B06B","Longline",37672
"731",1990,"NSEO","B26B","Mechanical jigs",13
"732",1990,"NSEO","B61B","Longline",1034168
"733",1990,"NSEO","M61B","Longline",328
"734",1990,"NSEO","S15B","Power gurdy troll",43
"735",1990,"SSEI","","Beach seine",79
"736",1990,"SSEI","","Longline",26307
"737",1990,"SSEI","","Other/unspecified/missing",21581
"738",1990,"SSEI","","Set gillnet",688
"739",1990,"SSEI","B05B","Hand troll",902
"740",1990,"SSEI","B06B","Longline",112100
"741",1990,"SSEI","B61B","Longline",323173
"742",1990,"SSEO","","Longline",221857
"743",1990,"SSEO","","Mechanical jigs",59921
"744",1990,"SSEO","","Other/unspecified/missing",10095
"745",1990,"SSEO","B05B","Hand troll",5570
"746",1990,"SSEO","B06B","Longline",90629
"747",1990,"SSEO","B26B","Mechanical jigs",2008
"748",1990,"SSEO","B61B","Longline",1138539
"749",1991,"CSEO","","Longline",42362
"750",1991,"CSEO","","Mechanical jigs",5814
"751",1991,"CSEO","","Other/unspecified/missing",12941
"752",1991,"CSEO","B05B","Hand troll",4549
"753",1991,"CSEO","B06B","Longline",130912
"754",1991,"CSEO","B26B","Mechanical jigs",3576
"755",1991,"CSEO","B61B","Longline",1265063
"756",1991,"CSEO","M61B","Longline",2422
"757",1991,"CSEO","S05B","Hand troll",1469
"758",1991,"EYKT","","Longline",140419
"759",1991,"EYKT","","Mechanical jigs",6815
"760",1991,"EYKT","","Other/unspecified/missing",41243
"761",1991,"EYKT","B05B","Hand troll",54
"762",1991,"EYKT","B06B","Longline",51131
"763",1991,"EYKT","B61B","Longline",1220780
"764",1991,"NSEI","","Longline",47363
"765",1991,"NSEI","","Mechanical jigs",19759
"766",1991,"NSEI","","Other/unspecified/missing",15992
"767",1991,"NSEI","B05B","Hand troll",12202
"768",1991,"NSEI","B06B","Longline",544378
"769",1991,"NSEI","B26B","Mechanical jigs",1184
"770",1991,"NSEI","B61B","Longline",2238192
"771",1991,"NSEI","C61B","Longline",1079
"772",1991,"NSEI","S03A","Drift gillnet",9988
"773",1991,"NSEI","S05B","Hand troll",6147
"774",1991,"NSEI","S15B","Power gurdy troll",3867
"775",1991,"NSEO","","Longline",17099
"776",1991,"NSEO","","Mechanical jigs",6093
"777",1991,"NSEO","","Other/unspecified/missing",27279
"778",1991,"NSEO","B05B","Hand troll",26
"779",1991,"NSEO","B06B","Longline",29444
"780",1991,"NSEO","B26B","Mechanical jigs",3083
"781",1991,"NSEO","B61B","Longline",1037568
"782",1991,"NSEO","C06B","Longline",1795
"783",1991,"NSEO","C61B","Longline",3190
"784",1991,"NSEO","S05B","Hand troll",2499
"785",1991,"NSEO","S15B","Power gurdy troll",163
"786",1991,"SSEI","","Longline",3652
"787",1991,"SSEI","","Mechanical jigs",809
"788",1991,"SSEI","","Other/unspecified/missing",42207
"789",1991,"SSEI","B05B","Hand troll",2022
"790",1991,"SSEI","B06B","Longline",148798
"791",1991,"SSEI","B26B","Mechanical jigs",231
"792",1991,"SSEI","B61B","Longline",513841
"793",1991,"SSEI","C61C","Longline",48
"794",1991,"SSEI","G34A","Herring gillnet",2209
"795",1991,"SSEI","S01A","Purse seine",506
"796",1991,"SSEI","S05B","Hand troll",717
"797",1991,"SSEO","","Longline",60233
"798",1991,"SSEO","","Mechanical jigs",25104
"799",1991,"SSEO","","Other/unspecified/missing",34741
"800",1991,"SSEO","B05B","Hand troll",3249
"801",1991,"SSEO","B06B","Longline",61637
"802",1991,"SSEO","B26B","Mechanical jigs",2317
"803",1991,"SSEO","B61B","Longline",972676
"804",1991,"SSEO","C61B","Longline",250
"805",1991,"SSEO","M06B","Longline",109
"806",1991,"SSEO","P09B","Pot",351
"807",1991,"SSEO","S15B","Power gurdy troll",386
"808",1992,"CSEO","","Longline",58618
"809",1992,"CSEO","","Mechanical jigs",3049
"810",1992,"CSEO","","Other/unspecified/missing",47299
"811",1992,"CSEO","B05B","Hand troll",3340
"812",1992,"CSEO","B06B","Longline",220649
"813",1992,"CSEO","B26B","Mechanical jigs",1927
"814",1992,"CSEO","B61B","Longline",1367210
"815",1992,"CSEO","C61B","Longline",4140
"816",1992,"CSEO","M26B","Mechanical jigs",710
"817",1992,"CSEO","S15B","Power gurdy troll",780
"818",1992,"EYKT","","Longline",309644
"819",1992,"EYKT","","Other/unspecified/missing",68587
"820",1992,"EYKT","B06B","Longline",53507
"821",1992,"EYKT","B26B","Mechanical jigs",867
"822",1992,"EYKT","B61B","Longline",1191630
"823",1992,"NSEI","","Hand troll",891
"824",1992,"NSEI","","Longline",32382
"825",1992,"NSEI","","Mechanical jigs",15657
"826",1992,"NSEI","","Other/unspecified/missing",12595
"827",1992,"NSEI","B05B","Hand troll",15120
"828",1992,"NSEI","B06B","Longline",504019
"829",1992,"NSEI","B26B","Mechanical jigs",10780
"830",1992,"NSEI","B61B","Longline",2488592
"831",1992,"NSEI","C61A","Longline",100
"832",1992,"NSEI","S03A","Drift gillnet",500
"833",1992,"NSEI","S05B","Hand troll",843
"834",1992,"NSEO","","Longline",58325
"835",1992,"NSEO","","Mechanical jigs",3693
"836",1992,"NSEO","","Other/unspecified/missing",71040
"837",1992,"NSEO","B05B","Hand troll",284
"838",1992,"NSEO","B06B","Longline",31215
"839",1992,"NSEO","B26B","Mechanical jigs",156
"840",1992,"NSEO","B61B","Longline",915522
"841",1992,"NSEO","S15B","Power gurdy troll",1232
"842",1992,"SSEI","","Longline",9311
"843",1992,"SSEI","","Mechanical jigs",1952
"844",1992,"SSEI","","Other/unspecified/missing",20093
"845",1992,"SSEI","B05B","Hand troll",2057
"846",1992,"SSEI","B06B","Longline",157481
"847",1992,"SSEI","B26B","Mechanical jigs",13
"848",1992,"SSEI","B61B","Longline",584747
"849",1992,"SSEI","S05B","Hand troll",150
"850",1992,"SSEI","S15B","Power gurdy troll",749
"851",1992,"SSEO","","Longline",88334
"852",1992,"SSEO","","Mechanical jigs",5575
"853",1992,"SSEO","","Other/unspecified/missing",61857
"854",1992,"SSEO","B05B","Hand troll",3363
"855",1992,"SSEO","B06B","Longline",77390
"856",1992,"SSEO","B26B","Mechanical jigs",3941
"857",1992,"SSEO","B61B","Longline",1061105
"858",1993,"CSEO","","Longline",45735
"859",1993,"CSEO","","Mechanical jigs",34480
"860",1993,"CSEO","","Other/unspecified/missing",31782
"861",1993,"CSEO","B05B","Hand troll",4363
"862",1993,"CSEO","B06B","Longline",171732
"863",1993,"CSEO","B26B","Mechanical jigs",5052
"864",1993,"CSEO","B61B","Longline",1909314
"865",1993,"CSEO","S15B","Power gurdy troll",10957
"866",1993,"EYKT","","Longline",325482
"867",1993,"EYKT","","Other/unspecified/missing",83116
"868",1993,"EYKT","B06B","Longline",29078
"869",1993,"EYKT","B26B","Mechanical jigs",3623
"870",1993,"EYKT","B61B","Longline",988159
"871",1993,"EYKT","C61B","Longline",27575
"872",1993,"NSEI","","Longline",33442
"873",1993,"NSEI","","Mechanical jigs",25770
"874",1993,"NSEI","","Other/unspecified/missing",24252
"875",1993,"NSEI","B05B","Hand troll",13597
"876",1993,"NSEI","B06B","Longline",558963
"877",1993,"NSEI","B26B","Mechanical jigs",8362
"878",1993,"NSEI","B61B","Longline",2451441
"879",1993,"NSEI","M61B","Longline",2792
"880",1993,"NSEI","S05B","Hand troll",475
"881",1993,"NSEI","S15B","Power gurdy troll",741
"882",1993,"NSEO","","Longline",89766
"883",1993,"NSEO","","Other/unspecified/missing",25610
"884",1993,"NSEO","B05B","Hand troll",1842
"885",1993,"NSEO","B06B","Longline",27063
"886",1993,"NSEO","B26B","Mechanical jigs",1060
"887",1993,"NSEO","B61B","Longline",1000722
"888",1993,"NSEO","C61B","Longline",16658
"889",1993,"SSEI","","Longline",4218
"890",1993,"SSEI","","Mechanical jigs",5466
"891",1993,"SSEI","","Other/unspecified/missing",19036
"892",1993,"SSEI","B05B","Hand troll",2651
"893",1993,"SSEI","B06B","Longline",176298
"894",1993,"SSEI","B61B","Longline",581523
"895",1993,"SSEI","S05B","Hand troll",107
"896",1993,"SSEO","","Longline",209876
"897",1993,"SSEO","","Mechanical jigs",25752
"898",1993,"SSEO","","Other/unspecified/missing",128313
"899",1993,"SSEO","B05B","Hand troll",5100
"900",1993,"SSEO","B06B","Longline",93606
"901",1993,"SSEO","B26B","Mechanical jigs",156
"902",1993,"SSEO","B61B","Longline",1883351
"903",1993,"SSEO","M61B","Longline",11602
"904",1993,"SSEO","S15B","Power gurdy troll",24
"905",1994,"CSEO","","Hand troll",586
"906",1994,"CSEO","","Longline",37067
"907",1994,"CSEO","","Mechanical jigs",21660
"908",1994,"CSEO","","Other/unspecified/missing",91989
"909",1994,"CSEO","B05B","Hand troll",937
"910",1994,"CSEO","B06B","Longline",129487
"911",1994,"CSEO","B26B","Mechanical jigs",24
"912",1994,"CSEO","B61B","Longline",2305463
"913",1994,"CSEO","S03A","Drift gillnet",5957
"914",1994,"EYKT","","Longline",162595
"915",1994,"EYKT","","Other/unspecified/missing",179604
"916",1994,"EYKT","B06B","Longline",45875
"917",1994,"EYKT","B61B","Longline",1189526
"918",1994,"EYKT","C61B","Longline",714
"919",1994,"EYKT","S15B","Power gurdy troll",61
"920",1994,"NSEI","","Longline",9521
"921",1994,"NSEI","","Mechanical jigs",19833
"922",1994,"NSEI","","Other/unspecified/missing",37482
"923",1994,"NSEI","B05B","Hand troll",15607
"924",1994,"NSEI","B06B","Longline",382437
"925",1994,"NSEI","B26B","Mechanical jigs",2566
"926",1994,"NSEI","B61B","Longline",2287654
"927",1994,"NSEI","M06B","Longline",767
"928",1994,"NSEI","S03A","Drift gillnet",2004
"929",1994,"NSEO","","Longline",104224
"930",1994,"NSEO","","Other/unspecified/missing",59571
"931",1994,"NSEO","B05B","Hand troll",2094
"932",1994,"NSEO","B06B","Longline",33937
"933",1994,"NSEO","B61B","Longline",1210302
"934",1994,"SSEI","","Longline",11226
"935",1994,"SSEI","","Other/unspecified/missing",34793
"936",1994,"SSEI","B05B","Hand troll",4063
"937",1994,"SSEI","B06B","Longline",145743
"938",1994,"SSEI","B61B","Longline",653839
"939",1994,"SSEI","C61B","Longline",268
"940",1994,"SSEI","S03A","Drift gillnet",452
"941",1994,"SSEO","","Longline",260350
"942",1994,"SSEO","","Mechanical jigs",27700
"943",1994,"SSEO","","Other/unspecified/missing",193391
"944",1994,"SSEO","B05B","Hand troll",5769
"945",1994,"SSEO","B06B","Longline",113229
"946",1994,"SSEO","B26B","Mechanical jigs",952
"947",1994,"SSEO","B61B","Longline",1327823
"948",1995,"CSEO","","Longline",45264
"949",1995,"CSEO","","Mechanical jigs",46374
"950",1995,"CSEO","","Other/unspecified/missing",60188
"951",1995,"CSEO","B05B","Hand troll",1114
"952",1995,"CSEO","B06B","Longline",83292
"953",1995,"CSEO","B26B","Mechanical jigs",1294
"954",1995,"CSEO","B61B","Longline",1508482
"955",1995,"CSEO","C61B","Longline",3565
"956",1995,"CSEO","M26B","Mechanical jigs",1690
"957",1995,"CSEO","M61B","Longline",905
"958",1995,"CSEO","S15B","Power gurdy troll",758
"959",1995,"EYKT","","Longline",240396
"960",1995,"EYKT","","Other/unspecified/missing",10636
"961",1995,"EYKT","B05B","Hand troll",1697
"962",1995,"EYKT","B06B","Longline",35393
"963",1995,"EYKT","B61B","Longline",632607
"964",1995,"EYKT","M26B","Mechanical jigs",57
"965",1995,"EYKT","S15B","Power gurdy troll",1559
"966",1995,"NSEI","","Hand troll",253
"967",1995,"NSEI","","Longline",62201
"968",1995,"NSEI","","Mechanical jigs",8951
"969",1995,"NSEI","","Other/unspecified/missing",40807
"970",1995,"NSEI","","Power gurdy troll",68
"971",1995,"NSEI","B05B","Hand troll",7563
"972",1995,"NSEI","B06B","Longline",220626
"973",1995,"NSEI","B26B","Mechanical jigs",2610
"974",1995,"NSEI","B61B","Longline",1762457
"975",1995,"NSEI","C61A","Longline",952
"976",1995,"NSEI","M06B","Longline",92
"977",1995,"NSEI","M26B","Mechanical jigs",80
"978",1995,"NSEI","M61B","Longline",3404
"979",1995,"NSEI","S05B","Hand troll",2308
"980",1995,"NSEI","S15B","Power gurdy troll",2254
"981",1995,"NSEO","","Longline",132461
"982",1995,"NSEO","","Mechanical jigs",26819
"983",1995,"NSEO","","Other/unspecified/missing",25544
"984",1995,"NSEO","B06B","Longline",45484
"985",1995,"NSEO","B26B","Mechanical jigs",860
"986",1995,"NSEO","B61B","Longline",1277788
"987",1995,"NSEO","C61B","Longline",28
"988",1995,"NSEO","M26B","Mechanical jigs",633
"989",1995,"NSEO","S05B","Hand troll",442
"990",1995,"NSEO","S15B","Power gurdy troll",458
"991",1995,"SSEI","","Longline",6479
"992",1995,"SSEI","","Mechanical jigs",31324
"993",1995,"SSEI","","Other/unspecified/missing",14589
"994",1995,"SSEI","B05B","Hand troll",1382
"995",1995,"SSEI","B06B","Longline",75616
"996",1995,"SSEI","B26B","Mechanical jigs",291
"997",1995,"SSEI","B61B","Longline",707387
"998",1995,"SSEI","S15B","Power gurdy troll",327
"999",1995,"SSEO","","Longline",53738
"1000",1995,"SSEO","","Mechanical jigs",2481
"1001",1995,"SSEO","","Other/unspecified/missing",12258
"1002",1995,"SSEO","","Power gurdy troll",29
"1003",1995,"SSEO","B05B","Hand troll",801
"1004",1995,"SSEO","B06B","Longline",25122
"1005",1995,"SSEO","B26B","Mechanical jigs",809
"1006",1995,"SSEO","B61B","Longline",508883
"1007",1995,"SSEO","C61B","Longline",535
"1008",1995,"SSEO","S15B","Power gurdy troll",835
"1009",1996,"CSEO","","Longline",88459
"1010",1996,"CSEO","","Mechanical jigs",33890
"1011",1996,"CSEO","","Other/unspecified/missing",31710
"1012",1996,"CSEO","B05B","Hand troll",1425
"1013",1996,"CSEO","B06B","Longline",817020
"1014",1996,"CSEO","B26B","Mechanical jigs",1406
"1015",1996,"CSEO","B61B","Longline",1328621
"1016",1996,"CSEO","C06B","Longline",46
"1017",1996,"CSEO","C61B","Longline",760
"1018",1996,"CSEO","S05B","Hand troll",1177
"1019",1996,"CSEO","S15B","Power gurdy troll",594
"1020",1996,"EYKT","","Longline",264814
"1021",1996,"EYKT","","Mechanical jigs",14463
"1022",1996,"EYKT","","Other/unspecified/missing",131444
"1023",1996,"EYKT","","Power gurdy troll",64
"1024",1996,"EYKT","B05B","Hand troll",1207
"1025",1996,"EYKT","B06B","Longline",296847
"1026",1996,"EYKT","B26B","Mechanical jigs",339
"1027",1996,"EYKT","B61B","Longline",681036
"1028",1996,"EYKT","M07B","Non-pelagic/bottom trawl",30
"1029",1996,"EYKT","M26B","Mechanical jigs",981
"1030",1996,"EYKT","S05B","Hand troll",676
"1031",1996,"EYKT","S15B","Power gurdy troll",495
"1032",1996,"NSEI","","Longline",68611
"1033",1996,"NSEI","","Mechanical jigs",3252
"1034",1996,"NSEI","","Other/unspecified/missing",13293
"1035",1996,"NSEI","B05B","Hand troll",12826
"1036",1996,"NSEI","B06B","Longline",1186176
"1037",1996,"NSEI","B26B","Mechanical jigs",204
"1038",1996,"NSEI","B61B","Longline",2027976
"1039",1996,"NSEI","C61A","Longline",2353
"1040",1996,"NSEI","M06B","Longline",345
"1041",1996,"NSEI","S05B","Hand troll",872
"1042",1996,"NSEI","S15B","Power gurdy troll",2847
"1043",1996,"NSEO","","Longline",118497
"1044",1996,"NSEO","","Mechanical jigs",73081
"1045",1996,"NSEO","","Other/unspecified/missing",35863
"1046",1996,"NSEO","B06B","Longline",941516
"1047",1996,"NSEO","B26B","Mechanical jigs",4348
"1048",1996,"NSEO","B61B","Longline",1372531
"1049",1996,"NSEO","S15B","Power gurdy troll",78
"1050",1996,"SSEI","","Longline",28803
"1051",1996,"SSEI","","Mechanical jigs",83153
"1052",1996,"SSEI","","Other/unspecified/missing",22966
"1053",1996,"SSEI","B05B","Hand troll",596
"1054",1996,"SSEI","B06B","Longline",363250
"1055",1996,"SSEI","B61B","Longline",600799
"1056",1996,"SSEI","M06B","Longline",321
"1057",1996,"SSEI","S03A","Drift gillnet",238
"1058",1996,"SSEI","S15B","Power gurdy troll",8241
"1059",1996,"SSEO","","Hand troll",105
"1060",1996,"SSEO","","Longline",97742
"1061",1996,"SSEO","","Mechanical jigs",7190
"1062",1996,"SSEO","","Other/unspecified/missing",34040
"1063",1996,"SSEO","B05B","Hand troll",1582
"1064",1996,"SSEO","B06B","Longline",337540
"1065",1996,"SSEO","B26B","Mechanical jigs",2708
"1066",1996,"SSEO","B61B","Longline",548241
"1067",1996,"SSEO","M07B","Non-pelagic/bottom trawl",23
"1068",1996,"SSEO","S15B","Power gurdy troll",2308
"1069",1997,"CSEO","","Longline",33888
"1070",1997,"CSEO","","Mechanical jigs",40040
"1071",1997,"CSEO","","Other/unspecified/missing",2536
"1072",1997,"CSEO","B05B","Hand troll",783
"1073",1997,"CSEO","B06B","Longline",832869
"1074",1997,"CSEO","B25B","Dinglebar troll",4051
"1075",1997,"CSEO","B26B","Mechanical jigs",760
"1076",1997,"CSEO","B61B","Longline",914921
"1077",1997,"CSEO","C06B","Longline",22644
"1078",1997,"CSEO","S15B","Power gurdy troll",1541
"1079",1997,"EYKT","","Longline",57736
"1080",1997,"EYKT","","Mechanical jigs",44
"1081",1997,"EYKT","","Other/unspecified/missing",44637
"1082",1997,"EYKT","B06B","Longline",1265228
"1083",1997,"EYKT","B61B","Longline",1041823
"1084",1997,"NSEI","","Longline",17810
"1085",1997,"NSEI","","Mechanical jigs",1774
"1086",1997,"NSEI","B05B","Hand troll",11928
"1087",1997,"NSEI","B06B","Longline",2166367
"1088",1997,"NSEI","B26B","Mechanical jigs",2432
"1089",1997,"NSEI","B61B","Longline",2431174
"1090",1997,"NSEI","S05B","Hand troll",348
"1091",1997,"NSEI","S15B","Power gurdy troll",890
"1092",1997,"NSEO","","Longline",28993
"1093",1997,"NSEO","","Mechanical jigs",942
"1094",1997,"NSEO","","Other/unspecified/missing",501
"1095",1997,"NSEO","B06B","Longline",601456
"1096",1997,"NSEO","B25B","Dinglebar troll",1729
"1097",1997,"NSEO","B26B","Mechanical jigs",1085
"1098",1997,"NSEO","B61B","Longline",699218
"1099",1997,"NSEO","M07B","Non-pelagic/bottom trawl",2926
"1100",1997,"NSEO","S15B","Power gurdy troll",362
"1101",1997,"SSEI","","Longline",8342
"1102",1997,"SSEI","","Mechanical jigs",68868
"1103",1997,"SSEI","","Other/unspecified/missing",4199
"1104",1997,"SSEI","B05B","Hand troll",3145
"1105",1997,"SSEI","B06B","Longline",642842
"1106",1997,"SSEI","B26B","Mechanical jigs",333
"1107",1997,"SSEI","B61B","Longline",868199
"1108",1997,"SSEI","S15B","Power gurdy troll",45
"1109",1997,"SSEO","","Longline",80150
"1110",1997,"SSEO","","Mechanical jigs",81
"1111",1997,"SSEO","B05B","Hand troll",401
"1112",1997,"SSEO","B06B","Longline",277798
"1113",1997,"SSEO","B25B","Dinglebar troll",60
"1114",1997,"SSEO","B26B","Mechanical jigs",1489
"1115",1997,"SSEO","B61B","Longline",468288
"1116",1997,"SSEO","S15B","Power gurdy troll",215
"1117",1998,"CSEO","","Longline",30091
"1118",1998,"CSEO","","Mechanical jigs",5439
"1119",1998,"CSEO","","Other/unspecified/missing",94
"1120",1998,"CSEO","B06B","Longline",1053380
"1121",1998,"CSEO","B25B","Dinglebar troll",1857
"1122",1998,"CSEO","B61B","Longline",634576
"1123",1998,"CSEO","S15B","Power gurdy troll",433
"1124",1998,"EYKT","","Longline",72664
"1125",1998,"EYKT","","Other/unspecified/missing",6583
"1126",1998,"EYKT","B06B","Longline",1380524
"1127",1998,"EYKT","B25B","Dinglebar troll",599
"1128",1998,"EYKT","B61B","Longline",827341
"1129",1998,"NSEI","","Longline",44823
"1130",1998,"NSEI","","Mechanical jigs",3050
"1131",1998,"NSEI","","Other/unspecified/missing",1097
"1132",1998,"NSEI","B05B","Hand troll",8384
"1133",1998,"NSEI","B06B","Longline",2720264
"1134",1998,"NSEI","B26B","Mechanical jigs",2248
"1135",1998,"NSEI","B61B","Longline",2156184
"1136",1998,"NSEI","S05B","Hand troll",27
"1137",1998,"NSEI","S15B","Power gurdy troll",406
"1138",1998,"NSEO","","Longline",132485
"1139",1998,"NSEO","","Other/unspecified/missing",4928
"1140",1998,"NSEO","B06B","Longline",584400
"1141",1998,"NSEO","B25B","Dinglebar troll",4575
"1142",1998,"NSEO","B26B","Mechanical jigs",156
"1143",1998,"NSEO","B61B","Longline",344093
"1144",1998,"SSEI","","Longline",486
"1145",1998,"SSEI","","Mechanical jigs",11227
"1146",1998,"SSEI","B05B","Hand troll",314
"1147",1998,"SSEI","B06B","Longline",666205
"1148",1998,"SSEI","B26B","Mechanical jigs",3664
"1149",1998,"SSEI","B61B","Longline",629560
"1150",1998,"SSEI","S15B","Power gurdy troll",27
"1151",1998,"SSEO","","Longline",118
"1152",1998,"SSEO","","Mechanical jigs",22
