Year,"IPHC
Regulatory Area","IPHC 
Statistical Area",Net wt (lb),Unique vessels
2014,3A ,210,430270,48
2014,3A ,220,577044,47
2014,3A ,230,144534,33
2014,3A ,232,67121,16
2014,3A ,240,685113,81
2014,3A ,242,143242,33
2014,3A ,250,1308827,121
2014,3A ,260,785872,91
2014,3A ,261,277487,54
2014,3A ,270,606325,86
2014,3A ,271,111811,27
2014,3A ,280,533393,61
2014,3A ,281,32010,18
2014,3B ,290,1376142,146
2014,3B ,300,421409,44
2014,3B ,310,272620,37
2014,3B ,320,295145,61
2014,3B ,330,241331,32
2014,3B ,340,208135,32
2014,4A ,350,76301,20
2014,4A ,360,120465,21
2014,4A ,370,34970,13
2014,4A ,380,53389,13
2014,4A ,390/395,3311,3
2014,4A ,Bering Sea,544238,55
2014,4B ,400,118573,9
2014,4B ,410,41163,12
2014,4B ,420,54527,6
2014,4B ,430,78621,9
2014,4B ,440,71873,10
2014,4B ,450/460/480,5745,4
2014,4B ,490,89767,4
2014,4B ,Bering Sea,630610,32
2014,4CDE,Bering Sea,1243561,107
2013,2A ,008/009,5594,9
2013,2A ,010,29964,21
2013,2A ,020,106093,69
2013,2A ,030,8228,9
2013,2A ,040,58777,45
2013,2A ,050,317377,260
2013,2B ,060,176311,18
2013,2B ,061,12048,3
2013,2B ,070,100242,22
2013,2B ,080,142311,33
2013,2B ,081,5777,6
2013,2B ,090,195407,35
2013,2B ,091,287408,40
2013,2B ,092,36341,15
2013,2B ,100,467157,40
2013,2B ,102,900188,68
2013,2B ,103,13746,11
2013,2B ,110,112101,20
2013,2B ,112,1198464,61
2013,2B ,114,46147,12
2013,2B ,120,90183,19
2013,2B ,121,240805,27
2013,2B ,122,26647,10
2013,2B ,130,412957,36
2013,2B ,131,549457,25
2013,2B ,132,268864,21
2013,2B ,133,225274,27
2013,2B ,134,50160,20
2013,2B ,135,393888,26
2013,2C ,140,77626,9
2013,2C ,141,12029,4
2013,2C ,142,46914,26
2013,2C ,143,101646,52
2013,2C ,144,6447,6
2013,2C ,150,103771,24
2013,2C ,151,193671,45
2013,2C ,152,262627,71
2013,2C ,153,35527,14
2013,2C ,160,368243,110
2013,2C ,161,121434,44
2013,2C ,162,521036,83
2013,2C ,163,71755,20
2013,2C ,170,215229,96
2013,2C ,171,98703,49
2013,2C ,173,80201,22
2013,2C ,174,23310,23
2013,2C ,181,281813,57
2013,2C ,182,177915,47
2013,2C ,183,35528,21
2013,2C ,184,76391,13
2013,3A ,185,679096,96
2013,3A ,190,671403,61
2013,3A ,200,731329,59
2013,3A ,210,604604,55
2013,3A ,220,770935,44
2013,3A ,230,205777,35
2013,3A ,232,77717,16
2013,3A ,240,1111406,96
2013,3A ,242,212875,36
2013,3A ,250,2225473,137
2013,3A ,260,1347214,121
2013,3A ,261,421695,58
2013,3A ,270,818380,110
2013,3A ,271,257756,50
2013,3A ,280,634879,69
2013,3A ,281,84084,18
2013,3B ,290,1817266,159
2013,3B ,300,630699,52
2013,3B ,310,351600,35
2013,3B ,320,539672,69
2013,3B ,330,433967,31
2013,3B ,340,233639,34
2013,4A ,350,88122,21
2013,4A ,360,197256,28
2013,4A ,370,36302,9
2013,4A ,380,83846,10
2013,4A ,390/395,7073,3
2013,4A ,Bering Sea,793858,60
2013,4B ,400,96946,11
2013,4B ,410,47918,7
2013,4B ,420,75531,5
2013,4B ,430,57998,9
2013,4B ,440,96354,15
2013,4B ,450/460/480,18971,4
2013,4B ,490/500,122107,4
2013,4B ,Bering Sea,708170,40
2013,4CDE,Bering Sea,1758730,258
2012,2A ,008/009,8543,15
2012,2A ,010,23427,27
2012,2A ,020,90316,74
2012,2A ,030,15640,23
2012,2A ,040,82121,40
2012,2A ,050,335931,236
2012,2B ,060,91919,15
2012,2B ,061,7776,3
2012,2B ,070,128463,20
2012,2B ,080,106267,32
2012,2B ,081,16910,9
2012,2B ,090,279523,44
2012,2B ,091,312550,45
2012,2B ,092,60007,17
2012,2B ,100,562482,38
2012,2B ,102,923163,65
2012,2B ,103,28106,15
2012,2B ,110,59940,18
2012,2B ,112,1035223,55
2012,2B ,114,33362,15
2012,2B ,120,91962,22
2012,2B ,121,203477,28
2012,2B ,122,28321,11
2012,2B ,130,417034,37
2012,2B ,131,587283,29
2012,2B ,132,222174,22
2012,2B ,133,189644,29
2012,2B ,134,64238,23
2012,2B ,135,424233,31
2012,2C ,140,49561,7
2012,2C ,141,9894,8
2012,2C ,142,80272,29
2012,2C ,143,83067,52
2012,2C ,144,9356,8
2012,2C ,150,117952,30
2012,2C ,151,146825,47
2012,2C ,152,213600,72
2012,2C ,153,41444,19
2012,2C ,160,336648,111
2012,2C ,161,119559,46
2012,2C ,162,484906,85
2012,2C ,163,37509,16
2012,2C ,170,193684,100
2012,2C ,171,90275,48
2012,2C ,173,45875,19
2012,2C ,174,19002,20
2012,2C ,181,227006,58
2012,2C ,182,152922,53
2012,2C ,183,41275,21
2012,2C ,184,64514,14
2012,3A ,185,856406,103
2012,3A ,190,553806,49
2012,3A ,200,595088,58
2012,3A ,210,580829,54
2012,3A ,220,826112,50
2012,3A ,230,340412,40
2012,3A ,232,81310,16
2012,3A ,240,1096650,101
2012,3A ,242,137515,32
2012,3A ,250,2317445,134
2012,3A ,260,1477669,101
2012,3A ,261,520244,68
2012,3A ,270,937220,133
2012,3A ,271,313073,54
2012,3A ,280,987430,89
2012,3A ,281,138848,26
2012,3B ,290,1921041,162
2012,3B ,300,896002,71
2012,3B ,310,564774,44
2012,3B ,320,834497,78
2012,3B ,330,492804,47
2012,3B ,340,221884,32
2012,4A ,350,117480,18
2012,4A ,360,169254,23
2012,4A ,370,67405,9
2012,4A ,380,123702,14
2012,4A ,390,18600,4
2012,4A ,Bering Sea,1045022,65
2012,4B ,400,97799,8
2012,4B ,410,31680,7
2012,4B ,420,107161,8
2012,4B ,430,72944,12
2012,4B ,440,193719,14
2012,4B ,450,10602,3
2012,4B ,460/470/480,24853,4
2012,4B ,490,115610,5
2012,4B ,500,2800,3
2012,4B ,Bering Sea,1057622,39
2012,4CDE,Bering Sea,2315300,251
2011,2A ,008/009,12913,11
2011,2A ,010,48070,51
2011,2A ,020,82109,61
2011,2A ,030,12212,8
2011,2A ,040,46989,29
2011,2A ,050,321450,169
2011,2B ,060,130311,16
2011,2B ,061,28281,3
2011,2B ,070,137242,17
2011,2B ,080,158508,32
2011,2B ,081,14918,9
2011,2B ,090,182878,38
2011,2B ,091,388358,49
2011,2B ,092,117998,14
2011,2B ,100,585750,38
2011,2B ,102,1283591,64
2011,2B ,103,17431,14
2011,2B ,110,28756,12
2011,2B ,112,967313,61
2011,2B ,114,50843,21
2011,2B ,120,133135,21
2011,2B ,121,263282,24
2011,2B ,122,39433,12
2011,2B ,130,443596,32
2011,2B ,131,778787,29
2011,2B ,132,276958,22
2011,2B ,133,173380,28
2011,2B ,134,44917,15
2011,2B ,135,366071,29
2011,2C ,140,21482,8
2011,2C ,141,14498,10
2011,2C ,142,64647,30
2011,2C ,143,109649,58
2011,2C ,144,13746,7
2011,2C ,150,147736,38
2011,2C ,151,105640,44
2011,2C ,152,180559,65
2011,2C ,153,35623,23
2011,2C ,160,328946,120
2011,2C ,161,132421,39
2011,2C ,162,316180,88
2011,2C ,163,61656,20
2011,2C ,170,142447,111
2011,2C ,171,111976,43
2011,2C ,173,55800,30
2011,2C ,174,33499,30
2011,2C ,181,216060,65
2011,2C ,182,144495,42
2011,2C ,183,54110,23
2011,2C ,184,75525,13
2011,3A ,185,841896,112
2011,3A ,190,702256,67
2011,3A ,200,767424,72
2011,3A ,210,740564,57
2011,3A ,220,875737,48
2011,3A ,230,367636,42
2011,3A ,232,59335,20
2011,3A ,240,2012186,103
2011,3A ,242,143067,29
2011,3A ,250,2575729,129
2011,3A ,260,1928929,115
2011,3A ,261,590033,74
2011,3A ,270,1300170,138
2011,3A ,271,250058,49
2011,3A ,280,1069328,80
2011,3A ,281,151283,23
2011,3B ,290,2658248,166
2011,3B ,300,1229294,78
2011,3B ,310,626004,56
2011,3B ,320,1506432,98
2011,3B ,330,813434,56
2011,3B ,340,384456,40
2011,4A ,350,208963,25
2011,4A ,360,258848,30
2011,4A ,370,91811,11
2011,4A ,380,116539,18
2011,4A ,390,40390,5
2011,4A ,Bering Sea,1577269,76
2011,4B ,400,198665,11
2011,4B ,410,35697,8
2011,4B ,420,29316,8
2011,4B ,430,58102,10
2011,4B ,440,167778,14
2011,4B ,450/460/470/480,66816,3
2011,4B ,490/500,138931,6
2011,4B ,Bering Sea,1326132,42
2011,4CDE,Bering Sea,3435422,275
2010,2A ,007/009,1899,6
2010,2A ,010,24830,25
2010,2A ,020,76039,67
2010,2A ,030,16422,11
2010,2A ,040,33095,37
2010,2A ,050,255311,159
2010,2B ,060,223601,20
2010,2B ,061,34816,7
2010,2B ,070/071,95046,15
2010,2B ,080,109212,31
2010,2B ,081,11052,8
2010,2B ,090,195664,30
2010,2B ,091,355714,44
2010,2B ,092,43711,13
2010,2B ,100,749491,36
2010,2B ,102,1094283,68
2010,2B ,103,38619,15
2010,2B ,110,66341,17
2010,2B ,112,1190546,69
2010,2B ,114,57379,18
2010,2B ,120,30610,15
2010,2B ,121,304249,31
2010,2B ,122,22118,10
2010,2B ,130,362908,33
2010,2B ,131,678951,36
2010,2B ,132,208452,22
2010,2B ,133,233750,25
2010,2B ,134,31294,15
2010,2B ,135,469066,28
2010,2C ,140,104312,16
2010,2C ,141,22318,10
2010,2C ,142,87296,32
2010,2C ,143,104542,59
2010,2C ,144,30601,11
2010,2C ,150,267616,45
2010,2C ,151,225861,60
2010,2C ,152,314327,76
2010,2C ,153,91891,26
2010,2C ,160,716208,140
2010,2C ,161,247616,63
2010,2C ,162,611128,102
2010,2C ,163,80231,28
2010,2C ,170,209182,109
2010,2C ,171,172988,71
2010,2C ,173,110621,33
2010,2C ,174,36922,31
2010,2C ,181,432659,76
2010,2C ,182,313143,68
2010,2C ,183,110550,29
2010,2C ,184,100864,11
2010,3A ,185,985447,116
2010,3A ,190,1010989,77
2010,3A ,200,1154370,69
2010,3A ,210,832910,62
2010,3A ,220,1140948,46
2010,3A ,230,487173,42
2010,3A ,232,63291,25
2010,3A ,240,2921310,105
2010,3A ,242,211313,34
2010,3A ,250,3834750,149
2010,3A ,260,2432080,130
2010,3A ,261,729830,65
2010,3A ,270,2177110,138
2010,3A ,271,357393,55
2010,3A ,280,1644906,96
2010,3A ,281,199750,23
2010,3B ,290,4137314,193
2010,3B ,300,1692943,98
2010,3B ,310,835492,70
2010,3B ,320,2117520,101
2010,3B ,330,788691,60
2010,3B ,340,387748,34
2010,4A ,350,200893,23
2010,4A ,360,267387,33
2010,4A ,370,83069,11
2010,4A ,380,89786,16
2010,4A ,390/395,48843,5
2010,4A ,Bering Sea,1574314,77
2010,4B ,400,274221,15
2010,4B ,410,23228,6
2010,4B ,420,35085,7
2010,4B ,430,14065,6
2010,4B ,440,221202,12
2010,4B ,460/480/490/500,181477,12
2010,4B ,Bering Sea,1043735,39
2010,4CDE,Bering Sea,3280331,239
2009,2A ,009,7929,9
2009,2A ,010,41174,41
2009,2A ,020,84671,34
2009,2A ,030,11547,9
2009,2A ,040,67405,39
2009,2A ,050,272620,159
2009,2B ,060,242865,27
2009,2B ,061,9186,5
2009,2B ,070,37492,19
2009,2B ,080,177802,35
2009,2B ,081,29037,14
2009,2B ,090,254866,34
2009,2B ,091,285695,51
2009,2B ,092,77269,15
2009,2B ,100,656063,43
2009,2B ,102,912172,63
2009,2B ,103,50731,15
2009,2B ,110,45625,17
2009,2B ,112,906634,64
2009,2B ,114,110134,22
2009,2B ,120,100519,15
2009,2B ,121,349850,31
2009,2B ,122,25514,13
2009,2B ,130,472667,38
2009,2B ,131,605394,38
2009,2B ,132,282235,38
2009,2B ,133,257804,30
2009,2B ,134,49306,15
2009,2B ,135,598687,45
2009,2C ,140,118004,18
2009,2C ,141,31553,8
2009,2C ,142,90098,33
2009,2C ,143,95676,42
2009,2C ,144,14609,12
2009,2C ,150,354076,45
2009,2C ,151,308083,66
2009,2C ,152,333755,78
2009,2C ,153,73892,28
2009,2C ,160,793550,119
2009,2C ,161,207720,69
2009,2C ,162,730143,101
2009,2C ,163,80893,30
2009,2C ,170,233795,118
2009,2C ,171,206760,57
2009,2C ,173,164784,36
2009,2C ,174,32068,32
2009,2C ,181,477319,75
2009,2C ,182,250699,60
2009,2C ,183,100862,26
2009,2C ,184,165682,19
2009,3A ,185,1097235,115
2009,3A ,190,994862,78
2009,3A ,200,1200731,72
2009,3A ,210,970157,52
2009,3A ,220,1408477,54
2009,3A ,230,593144,46
2009,3A ,232,60483,25
2009,3A ,240,2630311,112
2009,3A ,242,268201,38
2009,3A ,250,3905377,149
2009,3A ,260,2515608,123
2009,3A ,261,911812,77
2009,3A ,270,2197366,151
2009,3A ,271,401716,59
2009,3A ,280,2061065,89
2009,3A ,281,195649,28
2009,3B ,290,4452579,194
2009,3B ,300,2386057,109
2009,3B ,310,1123067,61
2009,3B ,320,1602256,93
2009,3B ,330,762079,49
2009,3B ,340,288960,28
2009,4A ,350,195293,28
2009,4A ,360,232909,27
2009,4A ,370,53155,16
2009,4A ,380,120082,13
2009,4A ,390/395,55949,6
2009,4A ,Bering Sea,1807109,77
2009,4B ,400,183012,15
2009,4B ,410,26826,4
2009,4B ,420,32916,7
2009,4B ,430,35542,9
2009,4B ,440,221750,9
2009,4B ,450/460,15636,3
2009,4B ,480/490/500,164091,5
2009,4B ,Bering Sea,854284,30
2009,4CDE,Bering Sea,3266336,258
2008,2A ,009,9946,5
2008,2A ,010,72538,38
2008,2A ,020,78560,44
2008,2A ,030,23288,18
2008,2A ,040,91931,47
2008,2A ,050,398853,167
2008,2B ,060,431445,32
2008,2B ,061,1226,3
2008,2B ,070,41476,15
2008,2B ,080,129127,30
2008,2B ,081,34491,17
2008,2B ,090,184182,30
2008,2B ,091,366683,56
2008,2B ,092,106301,19
2008,2B ,100,704570,46
2008,2B ,102,1127975,79
2008,2B ,103,74347,21
2008,2B ,110,122585,26
2008,2B ,112,983824,74
2008,2B ,114,138282,20
2008,2B ,120,53646,13
2008,2B ,121,346338,41
2008,2B ,122,17809,15
2008,2B ,130,479598,44
2008,2B ,131,660557,40
2008,2B ,132,506550,50
2008,2B ,133,272334,37
2008,2B ,134,78191,22
2008,2B ,135,821412,52
2008,2C ,140,150712,22
2008,2C ,141,34378,11
2008,2C ,142,82077,31
2008,2C ,143,150407,55
2008,2C ,144,33071,13
2008,2C ,150,505641,58
2008,2C ,151,275984,63
2008,2C ,152,428149,82
2008,2C ,153,105873,29
2008,2C ,160,990078,155
2008,2C ,161,277891,61
2008,2C ,162,853112,116
2008,2C ,163,172084,38
2008,2C ,170,371140,140
2008,2C ,171,258626,86
2008,2C ,173,246495,42
2008,2C ,174,45825,36
2008,2C ,181,567217,92
2008,2C ,182,296871,79
2008,2C ,183,125263,29
2008,2C ,184,171237,18
2008,3A ,185,1092189,110
2008,3A ,190,1240474,80
2008,3A ,200,1289303,89
2008,3A ,210,1018107,61
2008,3A ,220,999612,43
2008,3A ,230,614642,48
2008,3A ,232,63748,26
2008,3A ,240,3912915,119
2008,3A ,242,314578,43
2008,3A ,250,4704483,142
2008,3A ,260,2585166,130
2008,3A ,261,911641,68
2008,3A ,270,2217212,165
2008,3A ,271,460349,65
2008,3A ,280,2468590,105
2008,3A ,281,271095,27
2008,3B ,290,4149416,183
2008,3B ,300,1856456,93
2008,3B ,310,1415798,70
2008,3B ,320,2088408,94
2008,3B ,330,771649,53
2008,3B ,340,339648,43
2008,4A ,350,425229,38
2008,4A ,360,290082,30
2008,4A ,370,51897,12
2008,4A ,380,238409,22
2008,4A ,390,51162,4
2008,4A ,Bering Sea,1917332,81
2008,4B ,400,99953,7
2008,4B ,410,34632,7
2008,4B ,420,56580,10
2008,4B ,430,88948,12
2008,4B ,440,374594,14
2008,4B ,480/490,169136,6
2008,4B ,Bering Sea,898858,32
2008,4CDE,Bering Sea,3851150,277
2007,2A ,009,11263,6
2007,2A ,010,70723,33
2007,2A ,020,95673,103
2007,2A ,030,34463,14
2007,2A ,040,103926,34
2007,2A ,050,457804,178
2007,2B ,060,339125,37
2007,2B ,061,10638,3
2007,2B ,070,129695,25
2007,2B ,080,227156,46
2007,2B ,081,40439,11
2007,2B ,090,164825,29
2007,2B ,091,275427,47
2007,2B ,092,60153,17
2007,2B ,100,1082860,54
2007,2B ,102,1940686,88
2007,2B ,103,52596,13
2007,2B ,110,175387,29
2007,2B ,112,1584005,79
2007,2B ,114,117967,23
2007,2B ,120,27443,8
2007,2B ,121,366381,33
2007,2B ,122,41439,9
2007,2B ,130,443610,38
2007,2B ,131,1024725,42
2007,2B ,132,411121,40
2007,2B ,133,388936,41
2007,2B ,134,52779,20
2007,2B ,135,731940,44
2007,2C ,140,160722,21
2007,2C ,141,39041,15
2007,2C ,142,103889,31
2007,2C ,143,138870,62
2007,2C ,144,65120,18
2007,2C ,150,888192,66
2007,2C ,151,590252,88
2007,2C ,152,534163,91
2007,2C ,153,89533,37
2007,2C ,160,1402156,149
2007,2C ,161,333172,69
2007,2C ,162,907344,108
2007,2C ,163,185622,37
2007,2C ,170,493286,153
2007,2C ,171,363355,109
2007,2C ,173,279587,56
2007,2C ,174,77729,50
2007,2C ,181,812119,118
2007,2C ,182,474408,88
2007,2C ,183,140931,34
2007,2C ,184,259609,26
2007,3A ,185,1426360,126
2007,3A ,190,1178284,84
2007,3A ,200,1484821,89
2007,3A ,210,934638,50
2007,3A ,220,1054582,54
2007,3A ,230,1159105,60
2007,3A ,232,82182,26
2007,3A ,240,4295266,130
2007,3A ,242,344847,39
2007,3A ,250,3953553,142
2007,3A ,260,3426946,140
2007,3A ,261,972427,81
2007,3A ,270,2828316,174
2007,3A ,271,488096,68
2007,3A ,280,2312391,99
2007,3A ,281,173092,25
2007,3B ,290,3320077,171
2007,3B ,300,1771774,89
2007,3B ,310,1150554,62
2007,3B ,320,1759319,90
2007,3B ,330,710979,53
2007,3B ,340,362061,38
2007,4A ,350,398587,31
2007,4A ,360,265357,29
2007,4A ,370,32997,12
2007,4A ,380,212709,20
2007,4A ,390/395,15345,6
2007,4A ,Bering Sea,1859095,77
2007,4B ,400,235438,12
2007,4B ,410/420,65070,5
2007,4B ,430,12034,5
2007,4B ,440,258599,7
2007,4B ,460/480/490,132505,6
2007,4B ,Bering Sea,667878,31
2007,4CDE,Bering Sea,3826442,284
2006,2A ,009,3772,3
2006,2A ,010,52800,26
2006,2A ,020,103739,84
2006,2A ,030,45796,23
2006,2A ,040,123309,42
2006,2A ,050,490886,171
2006,2B ,060/061,587447,31
2006,2B ,070,167956,23
2006,2B ,080,490866,45
2006,2B ,081,28013,8
2006,2B ,090,145081,37
2006,2B ,091,356649,53
2006,2B ,092,48760,14
2006,2B ,100,1430698,60
2006,2B ,102,2879466,90
2006,2B ,103,16853,7
2006,2B ,110,88191,23
2006,2B ,112,1439446,84
2006,2B ,114,54125,12
2006,2B ,120,71334,14
2006,2B ,121,277751,34
2006,2B ,122,49382,11
2006,2B ,130,560307,43
2006,2B ,131,1403100,45
2006,2B ,132,653819,46
2006,2B ,133,347196,38
2006,2B ,134,64336,18
2006,2B ,135,775888,48
2006,2C ,140,175066,25
2006,2C ,141,89317,12
2006,2C ,142,116285,41
2006,2C ,143,179292,64
2006,2C ,144,54044,19
2006,2C ,150,965488,76
2006,2C ,151,679977,98
2006,2C ,152,698398,92
2006,2C ,153,113120,35
2006,2C ,160,1757132,167
2006,2C ,161,522452,86
2006,2C ,162,1091103,124
2006,2C ,163,245115,52
2006,2C ,170,608048,153
2006,2C ,171,421137,107
2006,2C ,173,342025,56
2006,2C ,174,88563,48
2006,2C ,181,1011877,107
2006,2C ,182,593356,96
2006,2C ,183,131301,38
2006,2C ,184,504851,36
2006,3A ,185,1314365,128
2006,3A ,190,965960,82
2006,3A ,200,1695300,84
2006,3A ,210,1088619,63
2006,3A ,220,871429,49
2006,3A ,230,1275634,55
2006,3A ,232,114478,27
2006,3A ,240,4184384,128
2006,3A ,242,341714,45
2006,3A ,250,3596345,136
2006,3A ,260,2862002,148
2006,3A ,261,984492,92
2006,3A ,270,3179866,185
2006,3A ,271,401840,60
2006,3A ,280,2254364,96
2006,3A ,281,116313,17
2006,3B ,290,3704869,181
2006,3B ,300,1719078,95
2006,3B ,310,1445775,74
2006,3B ,320,2184084,102
2006,3B ,330,989599,50
2006,3B ,340,521953,37
2006,4A ,350,446902,35
2006,4A ,360,429378,43
2006,4A ,370,93141,15
2006,4A ,380,328788,25
2006,4A ,390/395,65514,6
2006,4A ,Bering Sea,1912447,78
2006,4B ,400,507372,18
2006,4B ,410,77504,7
2006,4B ,420,58326,9
2006,4B ,430,39620,7
2006,4B ,440,166896,5
2006,4B ,480/490,182941,6
2006,4B ,Bering Sea,510874,37
2006,4CDE,Bering Sea,3198874,229
2005,2A ,009,1781,5
2005,2A ,010,26576,10
2005,2A ,020,131526,140
2005,2A ,030,30170,45
2005,2A ,040,155524,53
2005,2A ,050,441405,150
2005,2B ,060/061,559210,23
2005,2B ,070,279987,22
2005,2B ,080,463211,37
2005,2B ,081,8676,5
2005,2B ,090,303936,36
2005,2B ,091,388598,44
2005,2B ,092,81962,16
2005,2B ,100,1302391,42
2005,2B ,102,1775853,72
2005,2B ,103,20435,13
2005,2B ,110,402182,37
2005,2B ,112,1919380,90
2005,2B ,114,49484,9
2005,2B ,120,153532,15
2005,2B ,121,311744,37
2005,2B ,122,41045,12
2005,2B ,130,829809,48
2005,2B ,131,1460780,48
2005,2B ,132,521192,45
2005,2B ,133,532921,50
2005,2B ,134,68236,20
2005,2B ,135,768786,48
2005,2C ,140,156983,24
2005,2C ,141,74915,17
2005,2C ,142,94828,32
2005,2C ,143,133748,58
2005,2C ,144,30968,15
2005,2C ,150,780626,55
2005,2C ,151,561483,77
2005,2C ,152,462994,86
2005,2C ,153,75585,26
2005,2C ,160,1784396,175
2005,2C ,161,664023,87
2005,2C ,162,1380448,141
2005,2C ,163,346175,51
2005,2C ,170,726581,157
2005,2C ,171,404765,91
2005,2C ,173,303860,47
2005,2C ,174,103488,43
2005,2C ,181,1123139,120
2005,2C ,182,660316,108
2005,2C ,183,137384,40
2005,2C ,184,487246,43
2005,3A ,185,1598635,141
2005,3A ,190,1136196,71
2005,3A ,200,1449477,78
2005,3A ,210,1043315,62
2005,3A ,220,1155813,47
2005,3A ,230,974096,58
2005,3A ,232,69553,27
2005,3A ,240,4134339,124
2005,3A ,242,311581,50
2005,3A ,250,3670260,139
2005,3A ,260,3181276,149
2005,3A ,261,1181478,104
2005,3A ,270,2881590,180
2005,3A ,271,395414,50
2005,3A ,280,1952604,97
2005,3A ,281,101665,17
2005,3B ,290,4617517,193
2005,3B ,300,2503857,91
2005,3B ,310,1723937,78
2005,3B ,320,2171840,104
2005,3B ,330,1135186,46
2005,3B ,340,713067,41
2005,4A ,350,376663,32
2005,4A ,360,668520,53
2005,4A ,370,77206,17
2005,4A ,380,395446,23
2005,4A ,390,44802,3
2005,4A ,395,9749,4
2005,4A ,Bering Sea,1756038,84
2005,4B ,400,567257,18
2005,4B ,410,64199,7
2005,4B ,420,16156,5
2005,4B ,430,50342,8
2005,4B ,440/450/460,148676,11
2005,4B ,480,66039,3
2005,4B ,490/500,145864,8
2005,4B ,Bering Sea,863957,38
2005,4CDE,Bering Sea,3458919,228
2004,2A ,008/009,4860,4
2004,2A ,010,65309,19
2004,2A ,020,129195,160
2004,2A ,030,25021,28
2004,2A ,040,157175,49
2004,2A ,050,488854,133
2004,2B ,060/061,256120,19
2004,2B ,070,359507,20
2004,2B ,080,439591,33
2004,2B ,081,22372,5
2004,2B ,090,266897,31
2004,2B ,091,301118,39
2004,2B ,092,22505,15
2004,2B ,100,1072433,44
2004,2B ,102,1957993,70
2004,2B ,103,17594,9
2004,2B ,110,335790,24
2004,2B ,112,1772567,79
2004,2B ,114,41662,14
2004,2B ,120,222666,18
2004,2B ,121,312800,32
2004,2B ,122,28492,9
2004,2B ,130,1058875,57
2004,2B ,131,1558602,47
2004,2B ,132,620494,45
2004,2B ,133,486448,54
2004,2B ,134,69319,24
2004,2B ,135,847973,39
2004,2C ,140,386852,27
2004,2C ,141,25361,7
2004,2C ,142,134107,32
2004,2C ,143,164447,65
2004,2C ,144,74449,12
2004,2C ,150,776849,62
2004,2C ,151,444060,90
2004,2C ,152,437533,73
2004,2C ,153,95705,28
2004,2C ,160,1765335,159
2004,2C ,161,494371,66
2004,2C ,162,1501378,151
2004,2C ,163,354376,46
2004,2C ,170,631741,152
2004,2C ,171,385976,91
2004,2C ,173,172147,39
2004,2C ,174,70595,32
2004,2C ,181,901471,108
2004,2C ,182,719459,97
2004,2C ,183,95474,30
2004,2C ,184,491626,34
2004,3A ,185,1684013,150
2004,3A ,190,1425587,77
2004,3A ,200,1004919,75
2004,3A ,210,1114399,64
2004,3A ,220,1014700,48
2004,3A ,230,982255,58
2004,3A ,232,106696,28
2004,3A ,240,4419040,137
2004,3A ,242,408333,53
2004,3A ,250,3590923,137
2004,3A ,260,2776396,156
2004,3A ,261,1168247,108
2004,3A ,270,2922003,166
2004,3A ,271,382010,50
2004,3A ,280,1635864,94
2004,3A ,281,75660,17
2004,3B ,290,5286410,197
2004,3B ,300,3385383,101
2004,3B ,310,1681837,67
2004,3B ,320,2685525,101
2004,3B ,330,1598674,58
2004,3B ,340,552659,42
2004,4A ,350,363179,32
2004,4A ,360,569198,44
2004,4A ,370,33003,8
2004,4A ,380,485718,27
2004,4A ,390,47195,6
2004,4A ,395,15836,3
2004,4A ,Bering Sea,1971132,92
2004,4B ,400,716916,17
2004,4B ,410,67628,9
2004,4B ,420,52627,11
2004,4B ,430,41914,7
2004,4B ,440,135447,13
2004,4B ,450/460,2860,3
2004,4B ,480,18002,4
2004,4B ,490,291472,11
2004,4B ,500,5201,4
2004,4B ,Bering Sea,1339178,44
2004,4CDE,Bering Sea,2888894,222
2003,2A ,009,7991,5
2003,2A ,010,30894,19
2003,2A ,020,146761,104
2003,2A ,030,18134,21
2003,2A ,040,65849,39
2003,2A ,050,538776,120
2003,2B ,060/061,327091,21
2003,2B ,070/071,258065,24
2003,2B ,080/081,460528,37
2003,2B ,090,240756,41
2003,2B ,091,378423,39
2003,2B ,092,33811,16
2003,2B ,100,1044739,50
2003,2B ,102,1923168,82
2003,2B ,103,16459,8
2003,2B ,110,122785,16
2003,2B ,112,1714902,86
2003,2B ,114,64746,17
2003,2B ,120,267316,17
2003,2B ,121,204690,24
2003,2B ,122,28960,11
2003,2B ,130,1097024,57
2003,2B ,131,1681396,42
2003,2B ,132,633657,53
2003,2B ,133,354698,39
2003,2B ,134,51553,20
2003,2B ,135,815792,43
2003,2C ,140,278504,24
2003,2C ,141,43548,16
2003,2C ,142,110693,34
2003,2C ,143,177733,56
2003,2C ,144,49428,14
2003,2C ,150,485204,42
2003,2C ,151,522966,83
2003,2C ,152,439443,77
2003,2C ,153,66983,25
2003,2C ,160,1328431,162
2003,2C ,161,411563,69
2003,2C ,162,1239302,156
2003,2C ,163,171546,35
2003,2C ,170,754170,180
2003,2C ,171,271457,88
2003,2C ,173,131615,35
2003,2C ,174,68283,29
2003,2C ,181,755286,130
2003,2C ,182,617600,77
2003,2C ,183,57049,26
2003,2C ,184,310171,31
2003,3A ,185,1633624,157
2003,3A ,190,1161004,74
2003,3A ,200,932206,64
2003,3A ,210,809603,54
2003,3A ,220,1079277,43
2003,3A ,230,655988,43
2003,3A ,232,80543,26
2003,3A ,240,4223388,145
2003,3A ,242,340761,49
2003,3A ,250,3224645,133
2003,3A ,260,2485715,147
2003,3A ,261,939097,99
2003,3A ,270,2794742,171
2003,3A ,271,334299,41
