Row number,Year,Stlkey,Vessel code,Station,Setno,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
89,2021,20210225,BDP,4014,18,3A,185,Fairweather,Standard Grid,6-Jun-21,Y,,58.3333,-137.442,102,58.3335,-137.518,103,58.3335,-137.48,102,58.333,-137.483,1,3,20.00,22.00,8,8,99,7.95,535,58.3343,-137.44479,190,5.9582,179,7.772,32.984,,3.9059,,
90,2021,20210226,BDP,4021,19,3A,185,Fairweather,Standard Grid,6-Jun-21,Y,,58.4613,-137.4767,83,58.4905,-137.5287,77,58.476,-137.5027,78,58.5,-137.467,1,4,14.00,31.00,8,8,98,7.87,646,,,,,,,,,,,
91,2021,20210227,BDP,4024,20,3A,190,Fairweather,Standard Grid,7-Jun-21,Y,,58.5012,-138.473,63,58.501,-138.401,64,58.5012,-138.437,63,58.5,-138.433,10,56,148.00,426.00,8,8,98,7.87,434,58.5035,-138.47031,117,5.7696,108,7.898,32.494,,5.5298,,
92,2021,20210228,BDP,4023,21,3A,190,Fairweather,Standard Grid,7-Jun-21,Y,,58.4995,-138.1455,72,58.5,-138.0703,77,58.4998,-138.1078,74,58.5,-138.117,0,2,0.00,14.00,8,8,99,7.95,529,58.4983,-138.14169,134,5.7763,123,7.879,32.416,,5.3988,,
93,2021,20210229,BDP,4029,22,3A,190,Fairweather,Standard Grid,7-Jun-21,Y,,58.667,-138.1492,49,58.6667,-138.075,52,58.6668,-138.1122,51,58.667,-138.1,6,0,255.00,0.00,8,8,98,7.87,645,58.6633,-138.07851,99,5.7867,89,7.856,32.175,,5.1023,,
94,2021,20210230,BDP,4025,23,3A,190,Fairweather,Standard Grid,8-Jun-21,Y,,58.5003,-138.7825,51,58.5,-138.7108,49,58.5002,-138.7467,52,58.5,-138.75,37,98,677.00,719.00,8,8,99,7.95,426,58.5003,-138.7825,88,5.7912,78,7.912,32.431,,5.66,,
95,2021,20210231,BDP,4031,24,3A,190,Fairweather,Standard Grid,8-Jun-21,Y,,58.6668,-138.7762,55,58.6665,-138.702,56,58.6667,-138.7392,55,58.667,-138.733,8,23,236.00,139.00,8,8,100,8.03,528,58.665,-138.7793,104,5.7984,93,7.921,32.387,,5.7363,,
96,2021,20210232,BDP,4030,25,3A,190,Fairweather,Standard Grid,8-Jun-21,Y,,58.6668,-138.4568,71,58.6665,-138.384,74,58.6667,-138.4205,73,58.667,-138.417,0,0,0.00,0.00,8,8,99,7.95,631,58.6657,-138.46201,130,5.8052,119,7.914,32.469,,5.8286,,
97,2021,20210233,BDP,4027,26,3A,190,Fairweather,Standard Grid,9-Jun-21,N,DS,58.4995,-139.3513,81,58.5002,-139.4282,99,58.4998,-139.3897,93,58.5,-139.383,74,63,1986.00,452.00,8,8,99,7.95,449,58.5018,-139.3532,157,5.9008,147,7.885,32.71,,5.384,,
98,2021,20210234,BDP,4033,27,3A,190,Fairweather,Standard Grid,9-Jun-21,Y,,58.6672,-139.423,138,58.6667,-139.3513,138,58.6668,-139.3872,138,58.667,-139.383,37,8,858.00,65.00,8,8,99,7.95,577,58.6685,-139.4222,254,5.0633,242,7.581,33.924,,1.5696,,
99,2021,20210235,BDP,4032,28,3A,190,Fairweather,Standard Grid,9-Jun-21,Y,,58.6672,-139.0922,93,58.6672,-139.0163,68,58.6672,-139.0543,78,58.667,-139.067,17,57,287.00,391.00,8,8,99,7.95,678,58.6683,-139.0903,172,6.1369,161,7.725,33.33,,3.3507,,
100,2021,20210236,BDP,4035,29,3A,200,Fairweather,Standard Grid,10-Jun-21,Y,,58.6672,-139.9755,105,58.6667,-140.0503,106,58.667,-140.0128,105,58.667,-140.017,69,48,2079.00,329.00,8,8,100,8.03,477,,,,,,,,,,,
101,2021,20210237,BDP,4034,30,3A,190,Fairweather,Standard Grid,10-Jun-21,N,DS,58.6668,-139.6687,104,58.6667,-139.7448,102,58.6668,-139.7068,103,58.667,-139.7,6,20,95.00,149.00,8,8,100,8.03,553,58.6633,-139.74429,190,6.0541,179,7.68,33.588,,2.8134,,
102,2021,20210238,BDP,4028,31,3A,190,Fairweather,Standard Grid,10-Jun-21,N,DS,58.5,-139.6682,143,58.5,-139.7418,126,58.5,-139.705,135,58.5,-139.7,8,2,191.00,19.00,8,8,99,7.95,675,58.498,-139.7473,227,4.8501,214,7.565,33.946,,1.4287,,
103,2021,20210239,BDP,4043,32,3A,190,Fairweather,Standard Grid,11-Jun-21,Y,,58.9995,-138.452,35,59.0003,-138.3783,35,59,-138.4152,35,59,-138.4,6,9,175.00,67.00,8,8,99,7.95,444,58.9987,-138.3765,62,7.4124,52,8.146,31.868,,6.6908,,
104,2021,20210240,BDP,4037,33,3A,190,Fairweather,Standard Grid,11-Jun-21,Y,,58.8542,-138.4005,39,58.8138,-138.4,42,58.834,-138.4003,40,58.833,-138.4,39,4,1020.00,26.00,8,8,99,7.95,550,58.8135,-138.39819,79,5.9727,69,7.911,32.073,,5.6404,,
105,2021,20210241,BDP,4036,34,3A,190,Fairweather,Standard Grid,11-Jun-21,Y,,58.8502,-138.0828,21,58.8107,-138.0832,36,58.8305,-138.083,29,58.833,-138.083,28,4,1150.00,27.00,8,8,99,7.95,644,58.808,-138.08549,69,6.7079,60,7.999,32.136,,5.9399,,
106,2021,20210242,BDP,4044,35,3A,190,Fairweather,Standard Grid,12-Jun-21,Y,,59,-138.7563,91,59,-138.6833,86,59,-138.7198,87,59,-138.717,2,1,36.00,5.00,8,8,99,7.95,461,58.9997,-138.7612,166,5.6679,155,7.884,32.599,,5.6268,,
107,2021,20210243,BDP,4038,36,3A,190,Fairweather,Standard Grid,12-Jun-21,Y,,58.8337,-138.7592,68,58.8335,-138.6862,64,58.8337,-138.7227,66,58.833,-138.733,9,81,184.00,554.00,8,8,100,8.03,560,58.8363,-138.6895,119,5.8457,109,7.911,32.327,,5.9314,,
108,2021,20210244,BDP,4039,37,3A,190,Fairweather,Standard Grid,12-Jun-21,Y,,58.8332,-139.0858,97,58.8335,-139.0115,114,58.8333,-139.0487,106,58.833,-139.05,18,8,329.00,61.00,8,8,99,7.95,630,58.8363,-139.0112,210,5.7279,200,7.603,33.83,,1.9746,,
109,2021,20210245,PRE,4318,12,3A,280,Albatross,Standard Grid,8-Jun-21,Y,,57.1853,-152.2977,45,57.1467,-152.3012,42,57.166,-152.2995,43,57.167,-152.3,28,37,401.00,269.00,8,8,98,7.87,470,57.1495,-151.98331,71,5.8461,57,8.108,32.056,,7.1142,,
110,2021,20210246,PRE,4319,13,3A,280,Albatross,Standard Grid,8-Jun-21,Y,,57.184,-152.5975,49,57.1445,-152.6007,60,57.1643,-152.5992,53,57.167,-152.6,29,28,458.00,186.00,8,8,98,7.87,587,57.1838,-152.293,80,5.4303,69,8.006,32.291,,6.1928,,
111,2021,20210247,PRE,4312,14,3A,280,Albatross,Standard Grid,8-Jun-21,Y,,57.015,-152.5818,81,56.9755,-152.5832,88,56.9952,-152.5825,85,57,-152.583,47,41,712.00,374.00,8,8,98,7.87,701,57.1485,-152.597,117,5.4177,101,7.916,32.564,,5.3827,,
112,2021,20210248,PRE,4313,15,3A,280,Albatross,Standard Grid,9-Jun-21,Y,,56.9983,-152.8595,70,57.0005,-152.932,63,56.9993,-152.8957,63,57,-152.9,30,55,521.00,439.00,8,8,99,7.95,501,,,,,,,,,,,
113,2021,20210249,PRE,4306,16,3A,280,Albatross,Standard Grid,9-Jun-21,Y,,56.8495,-152.8795,35,56.8095,-152.8828,34,56.8295,-152.8812,34,56.833,-152.883,28,51,519.00,363.00,8,8,99,7.95,601,56.995,-152.8613,126,5.369,95,7.936,32.438,,5.7312,,
114,2021,20210250,PRE,4305,17,3A,280,Albatross,Standard Grid,9-Jun-21,Y,,56.8513,-152.5873,78,56.8127,-152.5857,69,56.832,-152.5865,72,56.833,-152.583,21,19,313.00,161.00,8,8,99,7.95,680,56.8513,-152.8808,68,5.3908,54,7.93,32.545,,5.4782,,
115,2021,20210251,PRE,4585,18,3A,280,Albatross,Standard Grid,10-Jun-21,Y,,57.0157,-153.4808,64,56.9772,-153.4867,71,56.9963,-153.4838,68,57,-153.483,51,46,1258.00,382.00,8,8,97,7.79,494,,,,,,,,,,,
116,2021,20210252,PRE,4586,19,3A,280,Albatross,Standard Grid,10-Jun-21,Y,,57.0113,-153.1612,21,56.9835,-153.2123,17,56.9975,-153.1867,20,57,-153.183,142,43,3855.00,368.00,8,8,98,7.87,610,56.9802,-153.48579,134,4.7374,118,6.848,32.019,,6.2989,,
117,2021,20210253,PRE,4307,20,3A,280,Albatross,Standard Grid,10-Jun-21,Y,,56.8495,-153.1852,42,56.8115,-153.185,69,56.8305,-153.1852,47,56.833,-153.183,42,62,764.00,472.00,8,8,100,8.03,690,57.0102,-153.1653,40,8.0123,29,6.823,32.033,,7.7683,,
118,2021,20210254,PRE,4308,21,3A,280,Albatross,Standard Grid,11-Jun-21,Y,,56.8485,-153.4877,42,56.8092,-153.3523,46,56.8288,-153.42,51,56.833,-153.483,43,26,861.00,192.00,8,8,100,8.03,450,56.8467,-153.18381,75,5.2144,65,6.819,32.248,,6.2436,,
119,2021,20210255,PRE,4300,22,3A,280,Albatross,Standard Grid,11-Jun-21,Y,,56.6815,-153.4672,77,56.6417,-153.4655,77,56.6617,-153.4663,79,56.667,-153.467,78,63,1337.00,547.00,8,8,99,7.95,560,56.8463,-153.46719,73,5.426,53,6.823,31.927,,6.887,,
120,2021,20210256,PRE,4301,23,3A,280,Albatross,Standard Grid,11-Jun-21,Y,,56.6683,-153.734,45,56.6675,-153.8042,55,56.668,-153.7692,49,56.667,-153.767,60,42,1467.00,319.00,8,8,97,7.79,663,56.6843,-153.4682,148,4.5859,137,6.813,32.327,,6.2621,,
121,2021,20210257,PRE,4294,24,3A,280,Albatross,Standard Grid,12-Jun-21,Y,,56.5005,-153.782,30,56.501,-153.7212,51,56.5008,-153.7517,36,56.5,-153.75,103,31,2824.00,261.00,8,7,97,6.82,534,56.6633,-153.7375,84,5.4692,66,6.836,32.017,,6.9416,,
122,2021,20210258,PRE,4293,25,3A,280,Albatross,Standard Grid,12-Jun-21,Y,,56.5185,-153.4515,51,56.479,-153.4488,45,56.4987,-153.4502,48,56.5,-153.45,59,88,953.00,716.00,8,8,98,7.87,642,56.5,-153.7635,57,6.2039,41,6.83,31.927,,6.9567,,
123,2021,20210259,PRE,4288,26,3A,280,Albatross,Standard Grid,12-Jun-21,Y,,56.3488,-153.432,32,56.3087,-153.433,38,56.3288,-153.4325,33,56.333,-153.433,48,123,1073.00,805.00,8,8,100,8.03,724,56.511,-153.33479,95,4.7384,77,6.833,32.241,,6.3576,,
124,2021,20210260,PRE,4292,27,3A,280,Albatross,Standard Grid,13-Jun-21,Y,,56.4995,-153.1837,41,56.4987,-153.1113,41,56.4992,-153.1475,41,56.5,-153.15,20,26,305.00,200.00,8,8,100,8.03,418,56.3183,-153.425,60,6.683,46,6.827,32.082,,6.7878,,
125,2021,20210261,PRE,4299,28,3A,280,Albatross,Standard Grid,13-Jun-21,Y,,56.6672,-153.2018,81,56.6683,-153.133,84,56.6678,-153.1675,82,56.667,-153.167,36,18,583.00,169.00,8,8,100,8.03,505,56.497,-153.198,75,4.6555,60,6.825,32.272,,6.3332,,
126,2021,20210262,PRE,4298,29,3A,280,Albatross,Standard Grid,13-Jun-21,Y,,56.6825,-152.8665,39,56.6427,-152.8673,40,56.6627,-152.867,38,56.667,-152.867,78,63,1353.00,500.00,8,8,96,7.71,607,56.6667,-153.1377,154,4.4889,130,6.817,32.407,,5.8921,,
127,2021,20210275,STW,3082,26,2C,161,Ommaney,Standard Grid,15-Jun-21,Y,,56.5198,-134.3332,44,56.4817,-134.333,79,56.5007,-134.333,59,56.5,-134.333,92,120,1483.00,958.00,8,8,99,7.95,449,56.5242,-134.62421,59,7.2066,52,7.956,31.967,,5.4104,,
128,2021,20210276,STW,3222,27,2C,161,Ommaney,Standard Grid,15-Jun-21,Y,,56.4807,-134.6332,95,56.5165,-134.6322,161,56.4985,-134.6327,165,56.5,-134.632,39,35,1088.00,282.00,8,8,100,8.03,543,56.5172,-134.62421,305,9.4248,4,7.631,31.238,,7.6042,,
129,2021,20210277,STW,3219,28,2C,161,Ommaney,Standard Grid,16-Jun-21,Y,,56.3337,-134.6682,43,56.3337,-134.5932,349,56.3337,-134.6307,158,56.333,-134.633,21,12,625.00,109.00,8,8,100,8.03,463,56.3325,-134.6722,76,7.8397,66,8.069,31.71,,6.3178,,
130,2021,20210278,STW,3077,29,2C,161,Ommaney,Standard Grid,16-Jun-21,Y,,56.355,-134.3327,83,56.3127,-134.3333,132,56.3338,-134.333,86,56.333,-134.333,39,28,1108.00,199.00,8,8,100,8.03,564,56.3568,-134.3302,157,5.5872,145,7.709,33.077,,3.1227,,
131,2021,20210279,STW,3072,30,2C,151,Ommaney,Standard Grid,16-Jun-21,Y,,56.1852,-134.333,94,56.1477,-134.3333,70,56.1663,-134.3332,76,56.167,-134.333,134,79,2727.00,643.00,8,8,99,7.95,698,56.1888,-134.3345,179,6.2406,166,7.791,32.911,,3.6374,,
132,2021,20210280,STW,3067,31,2C,151,Ommaney,Standard Grid,17-Jun-21,Y,,55.9788,-134.333,61,56.0188,-134.333,61,55.9988,-134.333,46,56,-134.333,53,30,1690.00,204.00,9,9,105,9.49,460,,,,,,,,,,,
133,2021,20210281,STW,3073,32,2C,161,Ommaney,Standard Grid,17-Jun-21,Y,,56.1853,-134.6337,104,56.145,-134.6333,188,56.1652,-134.6335,143,56.167,-134.633,131,42,3320.00,350.00,8,8,101,8.11,577,56.149,-134.6377,287,5.4849,191,7.69,33.19,,2.8209,,
134,2021,20210282,STW,3078,33,2C,160,Ommaney,Standard Grid,18-Jun-21,Y,,56.3338,-134.9155,40,56.3328,-134.9788,76,56.3333,-134.9472,64,56.333,-134.933,25,28,810.00,184.00,8,8,99,7.95,465,56.3347,-134.979,137,6.2205,113,7.838,32.577,,4.1782,,
135,2021,20210283,STW,3074,34,2C,160,Ommaney,Standard Grid,18-Jun-21,Y,,56.1672,-134.9617,107,56.1658,-134.9003,101,56.1665,-134.931,103,56.167,-134.933,197,84,4270.00,712.00,8,8,100,8.03,663,,,,,,,,,,,
136,2021,20210284,STW,3075,35,2C,160,Ommaney,Standard Grid,18-Jun-21,N,DS,56.1667,-135.1952,152,56.1665,-135.2668,157,56.1667,-135.231,156,56.167,-135.233,12,2,260.00,13.00,8,8,100,8.03,782,56.17,-135.27071,278,5.581,187,7.658,33.47,,2.469,,
137,2021,20210285,STW,3079,36,2C,160,Ommaney,Standard Grid,19-Jun-21,Y,,56.3333,-135.1915,78,56.3332,-135.252,90,56.3332,-135.2218,86,56.333,-135.233,58,30,1304.00,254.00,8,8,99,7.95,520,56.3308,-135.1875,141,5.9663,127,7.8,32.758,,3.8353,,
138,2021,20210286,STW,3080,37,2C,160,Ommaney,Standard Grid,19-Jun-21,N,DS,56.3132,-135.5327,115,56.3507,-135.533,110,56.3318,-135.5328,112,56.333,-135.533,0,0,0.00,0.00,8,8,99,7.95,612,56.3505,-135.532,201,5.8214,151,7.736,33.134,,3.3827,,
139,2021,20210287,STW,3218,38,2C,160,Ommaney,Standard Grid,19-Jun-21,N,DS,56.1518,-135.533,362,56.1873,-135.5333,262,56.1695,-135.5332,246,56.167,-135.533,3,0,55.00,0.00,8,8,100,8.03,680,,,,,,,,,,,
140,2021,20210288,STW,3062,39,2C,150,Ommaney,Standard Grid,20-Jun-21,Y,,55.8132,-134.6153,96,55.8525,-134.6165,71,55.8328,-134.6158,81,55.833,-134.617,14,14,450.00,108.00,8,8,100,8.03,432,55.8527,-134.62131,146,6.6845,112,7.832,32.621,,4.2127,,
141,2021,20210289,STW,3057,40,2C,150,Ommaney,Standard Grid,20-Jun-21,Y,,55.643,-134.6157,116,55.6793,-134.6177,113,55.6612,-134.6167,114,55.667,-134.617,48,14,1100.00,117.00,8,8,97,7.79,549,55.6807,-134.61549,208,6.2657,144,7.75,33.267,,3.4785,,
142,2021,20210303,KSU,4285,36,3A,260,Portlock,Standard Grid,15-Jun-21,Y,,58.8185,-152.0745,48,58.8475,-152.1277,62,58.833,-152.101,56,58.833,-152.1,80,78,1925.00,560.00,8,8,100,8.03,538,58.847,-152.12421,110,6.7461,98,8.276,32.181,,6.3585,,
143,2021,20210304,KSU,4284,37,3A,260,Portlock,Standard Grid,15-Jun-21,Y,,58.6872,-152.0993,71,58.6467,-152.1007,73,58.667,-152.1,70,58.667,-152.1,47,27,836.00,204.00,8,8,101,8.11,640,58.6882,-152.10451,132,5.9913,120,8.176,32.422,,5.7623,,
144,2021,20210305,KSU,4554,38,3A,270,Portlock,Standard Grid,15-Jun-21,Y,,58.6665,-152.455,30,58.6665,-152.3748,69,58.6665,-152.415,47,58.666,-152.413,71,116,1228.00,840.00,8,8,100,8.03,726,58.6642,-152.37379,128,6.1328,116,8.209,32.322,,5.9209,,
145,2021,20210306,KSU,4281,39,3A,260,Portlock,Standard Grid,16-Jun-21,Y,,58.5,-151.7278,91,58.5,-151.8023,110,58.5,-151.765,96,58.5,-151.767,40,20,691.00,177.00,8,8,99,7.95,511,58.4982,-151.82449,163,5.4847,152,8.021,32.812,,4.696,,
146,2021,20210307,KSU,4553,40,3A,270,Portlock,Standard Grid,16-Jun-21,Y,,58.5207,-152.1002,27,58.4808,-152.1,37,58.5008,-152.1,28,58.5,-152.1,51,73,1076.00,575.00,8,8,100,8.03,653,58.4802,-152.0972,76,7.2563,67,8.341,32.019,,6.8591,,
147,2021,20210308,KSU,4552,41,3A,270,Portlock,Standard Grid,16-Jun-21,Y,,58.3213,-152.0973,63,58.3458,-152.038,58,58.3335,-152.0677,64,58.333,-152.067,39,7,988.00,57.00,8,8,100,8.03,776,58.3452,-152.04179,115,6.6544,105,8.299,32.067,,6.9017,,
148,2021,20210309,KSU,4278,42,3A,270,Portlock,Standard Grid,17-Jun-21,Y,,58.3133,-151.767,25,58.3547,-151.7672,35,58.334,-151.767,29,58.333,-151.75,77,57,1527.00,443.00,8,8,100,8.03,539,58.356,-151.772,60,7.1953,49,8.324,32.1,,6.8537,,
149,2021,20210310,KSU,4277,43,3A,260,Portlock,Standard Grid,17-Jun-21,Y,,58.3132,-151.4345,44,58.3527,-151.4332,70,58.333,-151.4338,46,58.333,-151.433,119,120,1870.00,955.00,8,8,99,7.95,726,58.3197,-151.4417,73,5.6759,65,8.114,32.578,,5.4534,,
150,2021,20210311,KSU,4280,44,3A,260,Portlock,Standard Grid,17-Jun-21,Y,,58.4802,-151.45,91,58.5183,-151.4497,95,58.4992,-151.4498,93,58.5,-151.45,73,32,1057.00,282.00,8,8,100,8.03,845,,,,,,,,,,,
151,2021,20210312,KSU,4279,45,3A,260,Portlock,Standard Grid,18-Jun-21,Y,,58.4798,-151.1178,44,58.5215,-151.1175,81,58.5007,-151.1177,58,58.5,-151.117,13,38,207.00,250.00,8,8,100,8.03,522,58.4827,-151.13,82,6.0286,63,8.171,32.468,,5.9099,,
152,2021,20210313,KSU,4221,46,3A,260,Gore Pt.,Standard Grid,18-Jun-21,Y,,58.6462,-151.1337,107,58.685,-151.135,102,58.6657,-151.1343,105,58.667,-151.133,20,11,358.00,93.00,8,8,100,8.03,679,58.6113,-151.1368,192,5.5042,178,7.972,32.909,,4.31,,
153,2021,20210314,KSU,4220,47,3A,260,Gore Pt.,Standard Grid,18-Jun-21,Y,,58.6467,-150.8167,112,58.6868,-150.8168,108,58.6668,-150.8168,109,58.667,-150.817,48,16,719.00,136.00,8,8,100,8.03,798,58.6468,-150.82249,207,5.5741,191,7.925,33.051,,3.7521,,
154,2021,20210315,KSU,4219,48,3A,260,Gore Pt.,Standard Grid,19-Jun-21,Y,,58.687,-150.4837,111,58.6473,-150.4835,112,58.6672,-150.4837,111,58.667,-150.483,31,8,460.00,70.00,8,8,99,7.95,506,58.6498,-150.4933,201,5.5886,191,7.906,33.089,,3.567,,
155,2021,20210316,KSU,4218,49,3A,260,Gore Pt.,Standard Grid,19-Jun-21,Y,,58.647,-150.1675,65,58.687,-150.1667,72,58.667,-150.167,68,58.667,-150.167,83,47,1353.00,333.00,8,8,100,8.03,620,58.6452,-150.1665,119,5.4873,105,8.071,32.629,,5.2509,,
156,2021,20210317,KSU,4224,50,3A,260,Gore Pt.,Standard Grid,19-Jun-21,Y,,58.8133,-150.1668,90,58.852,-150.1668,90,58.8327,-150.1668,89,58.833,-150.167,69,31,1134.00,223.00,8,8,100,8.03,726,58.8125,-150.17171,165,5.612,153,7.954,33.099,,3.9511,,
157,2021,20210318,KSU,4223,51,3A,250,Gore Pt.,Standard Grid,20-Jun-21,Y,,58.8333,-149.812,133,58.8332,-149.8885,126,58.8332,-149.8502,130,58.833,-149.85,9,4,119.00,37.00,8,8,100,8.03,562,,,,,,,,,,,
158,2021,20210319,KSU,4229,52,3A,250,Gore Pt.,Standard Grid,20-Jun-21,Y,,58.9997,-149.8115,126,59,-149.894,120,58.9998,-149.8527,123,59,-149.85,16,2,256.00,18.00,8,8,100,8.03,661,,,,,,,,,,,
159,2021,20210320,KSU,4230,53,3A,250,Gore Pt.,Standard Grid,20-Jun-21,Y,,59.0003,-150.145,107,59,-150.2273,101,59.0002,-150.1862,104,59,-150.183,21,10,320.00,90.00,8,8,99,7.95,807,58.9997,-150.23019,185,5.5459,125,8.072,32.621,,5.504,,
160,2021,20210321,PRE,4311,30,3A,280,Albatross,Standard Grid,16-Jun-21,Y,,56.98,-152.2825,41,57.0192,-152.285,42,56.9995,-152.2838,41,57,-152.283,61,101,965.00,730.00,8,8,98,7.87,443,56.6792,-152.8633,69,5.3832,59,6.833,32.311,,6.1045,,
161,2021,20210322,PRE,4304,31,3A,280,Albatross,Standard Grid,16-Jun-21,Y,,56.8338,-152.307,52,56.8333,-152.2425,55,56.8335,-152.2747,54,56.833,-152.267,160,116,2336.00,940.00,8,8,100,8.03,546,56.9767,-152.28481,77,5.5164,62,6.825,32.551,,5.5898,,
162,2021,20210323,PRE,4303,32,3A,280,Albatross,Standard Grid,16-Jun-21,Y,,56.8322,-151.9295,41,56.8318,-152.0003,46,56.832,-151.965,42,56.833,-151.967,131,114,2468.00,887.00,8,8,99,7.95,669,56.8367,-152.30521,93,5.1781,81,6.819,32.77,,4.6082,,
163,2021,20210324,PRE,4291,33,3A,280,Albatross,Standard Grid,17-Jun-21,Y,,56.4993,-152.8157,29,56.4988,-152.8808,30,56.4992,-152.8483,28,56.5,-152.85,111,115,2108.00,1011.00,8,8,100,8.03,505,56.835,-151.92171,77,5.5235,66,6.825,32.609,,5.6317,,
164,2021,20210325,PRE,4286,34,3A,280,Albatross,Standard Grid,17-Jun-21,Y,,56.3327,-152.8753,39,56.3337,-152.8093,75,56.3332,-152.8423,57,56.333,-152.833,146,115,2384.00,853.00,8,8,100,8.03,624,56.4967,-152.80949,53,4.9963,41,6.83,32.289,,6.2488,,
165,2021,20210326,PRE,4287,35,3A,280,Albatross,Standard Grid,17-Jun-21,Y,,56.3322,-153.0997,60,56.3343,-153.1625,36,56.3333,-153.131,49,56.333,-153.133,54,63,785.00,503.00,8,8,97,7.79,707,56.335,-152.88181,73,5.3283,63,6.827,32.426,,5.7201,,
166,2021,20210327,PRE,4297,36,3A,280,Albatross,Standard Grid,18-Jun-21,Y,,56.6672,-152.529,87,56.6678,-152.5947,68,56.6675,-152.5618,76,56.667,-152.567,35,29,522.00,262.00,8,8,97,7.79,515,,,,,,,,,,,
167,2021,20210328,PRE,4290,37,3A,280,Albatross,Standard Grid,18-Jun-21,Y,,56.4832,-152.551,151,56.5208,-152.5478,132,56.502,-152.5495,148,56.5,-152.55,29,4,490.00,35.00,8,8,97,7.79,609,56.67,-152.5237,161,5.3128,102,6.82,32.717,,4.8662,,
168,2021,20210329,PRE,4289,38,3A,280,Albatross,Standard Grid,18-Jun-21,Y,,56.4965,-152.2027,63,56.5018,-152.2733,163,56.4992,-152.238,99,56.5,-152.25,73,84,1019.00,631.00,8,8,100,8.03,675,56.5328,-152.54781,245,5.2938,232,6.809,33.375,,2.9623,,
169,2021,20210330,PRE,4583,39,3A,280,Albatross,Standard Grid,19-Jun-21,N,DS,56.5222,-151.9498,223,56.4825,-151.9485,425,56.5023,-151.9492,308,56.5,-151.948,1,0,18.00,0.00,8,8,100,8.03,477,56.4917,-152.20329,113,5.7481,105,6.922,33.05,,4.2203,,
170,2021,20210331,PRE,4295,40,3A,280,Albatross,Standard Grid,19-Jun-21,Y,,56.6655,-151.9133,42,56.6658,-151.9838,27,56.6657,-151.9485,34,56.667,-151.95,139,134,2495.00,1087.00,8,8,98,7.87,578,,,,,,,,,,,
171,2021,20210332,PRE,4296,41,3A,280,Albatross,Standard Grid,19-Jun-21,Y,,56.6655,-152.206,21,56.7567,-152.2752,35,56.711,-152.2407,26,56.667,-152.25,42,68,815.00,500.00,8,8,99,7.95,664,56.6618,-151.9285,79,5.4969,67,6.961,32.67,,5.4474,,
172,2021,20210333,PRE,4302,42,3A,280,Albatross,Standard Grid,20-Jun-21,N,DS,56.8227,-151.6602,201,56.8317,-151.7238,103,56.8272,-151.692,140,56.833,-151.667,6,5,85.00,41.00,8,8,97,7.79,496,56.6617,-152.1833,31,7.541,22,6.972,32.282,,6.5318,,
173,2021,20210334,PRE,4309,43,3A,270,Albatross,Standard Grid,20-Jun-21,Y,,57.0002,-151.626,47,56.9993,-151.6987,38,56.9998,-151.6623,42,57,-151.667,142,89,2466.00,724.00,8,8,98,7.87,594,,,,,,,,,,,
174,2021,20210335,PRE,4310,44,3A,280,Albatross,Standard Grid,20-Jun-21,Y,,56.9992,-151.9483,46,57.0013,-152.0218,44,57.0002,-151.985,45,57,-151.983,44,41,876.00,275.00,8,8,100,8.03,715,57.0133,-151.6167,88,5.4658,78,6.987,32.58,,5.5897,,
175,2021,20210336,PRE,4315,45,3A,270,Albatross,Standard Grid,21-Jun-21,Y,,57.1838,-151.3627,70,57.1438,-151.3605,70,57.1638,-151.3615,70,57.167,-151.367,67,71,992.00,624.00,8,8,99,7.95,425,57.002,-152.0248,80,5.7333,69,6.978,32.433,,5.9349,,
176,2021,20210337,PRE,4314,46,3A,270,Albatross,Standard Grid,21-Jun-21,N,DS,57.165,-151.0783,195,57.1273,-151.0832,241,57.1462,-151.0808,223,57.167,-151.067,5,2,68.00,17.00,8,8,100,8.03,427,57.185,-151.3633,124,5.4301,116,6.99,32.737,,5.1919,,
177,2021,20210338,PRE,4589,47,3A,270,Albatross,Standard Grid,22-Jun-21,Y,,57.6562,-152.3538,23,57.685,-152.3062,46,57.6707,-152.33,30,57.666,-152.328,35,30,696.00,234.00,8,8,97,7.79,448,,,,,,,,,,,
178,2021,20210339,PRE,4330,48,3A,270,Albatross,Standard Grid,22-Jun-21,Y,,57.6667,-152.0457,64,57.6665,-151.9757,111,57.6665,-152.0107,94,57.667,-152.017,87,60,1450.00,478.00,8,8,98,7.87,545,57.6667,-152.3537,38,6.9906,29,7.024,31.894,,7.3014,,
