"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"930","FC[4,44]",49.215,2.195,45.13,49.211,53.572,FALSE,1,1,3000
"931","FC[1,45]",44.237,1.971,40.53,44.242,48.18,FALSE,1,1.002,1103
"932","FC[2,45]",19.536,0.871,17.898,19.538,21.277,FALSE,1,1.002,1103
"933","FC[3,45]",53.514,2.385,49.029,53.519,58.284,FALSE,1,1.002,1103
"934","FC[4,45]",49.228,2.194,45.102,49.232,53.616,FALSE,1,1.002,1103
"935","FC[1,46]",44.256,1.945,40.583,44.205,48.097,FALSE,1,1,3000
"936","FC[2,46]",19.544,0.859,17.922,19.521,21.24,FALSE,1,1,3000
"937","FC[3,46]",53.536,2.353,49.094,53.475,58.183,FALSE,1,1,3000
"938","FC[4,46]",49.248,2.165,45.162,49.191,53.523,FALSE,1,1,3000
"939","FC[1,47]",44.247,1.964,40.514,44.238,48.142,FALSE,1,1.001,1390
"940","FC[2,47]",19.54,0.867,17.892,19.536,21.26,FALSE,1,1.001,1390
"941","FC[3,47]",53.526,2.376,49.011,53.515,58.238,FALSE,1,1.001,1390
"942","FC[4,47]",49.239,2.186,45.085,49.228,53.573,FALSE,1,1.001,1390
"943","FC[1,48]",44.216,1.991,40.482,44.174,48.136,FALSE,1,1,3000
"944","FC[2,48]",19.526,0.879,17.877,19.508,21.258,FALSE,1,1,3000
"945","FC[3,48]",53.489,2.409,48.971,53.438,58.231,FALSE,1,1,3000
"946","FC[4,48]",49.204,2.216,45.049,49.157,53.566,FALSE,1,1,3000
"947","FC[1,49]",44.219,1.979,40.498,44.212,48.182,FALSE,1,1,2787
"948","FC[2,49]",19.528,0.874,17.884,19.525,21.278,FALSE,1,1,2787
"949","FC[3,49]",53.493,2.394,48.991,53.484,58.287,FALSE,1,1,2787
"950","FC[4,49]",49.208,2.202,45.066,49.2,53.618,FALSE,1,1,2787
"951","FC[1,50]",44.187,1.977,40.553,44.127,48.231,FALSE,1,1.001,1791
"952","FC[2,50]",19.514,0.873,17.909,19.487,21.299,FALSE,1,1.001,1791
"953","FC[3,50]",53.454,2.392,49.057,53.381,58.346,FALSE,1,1.001,1791
"954","FC[4,50]",49.172,2.201,45.128,49.105,53.672,FALSE,1,1.001,1791
"955","FC[1,51]",44.265,1.982,40.551,44.215,48.233,FALSE,1,1.001,1875
"956","FC[2,51]",19.548,0.875,17.908,19.526,21.301,FALSE,1,1.001,1875
"957","FC[3,51]",53.548,2.397,49.055,53.487,58.348,FALSE,1,1.001,1875
"958","FC[4,51]",49.258,2.205,45.126,49.202,53.675,FALSE,1,1.001,1875
"959","FC[1,52]",44.291,2.001,40.551,44.316,48.214,FALSE,1,1,3000
"960","FC[2,52]",19.56,0.884,17.908,19.571,21.292,FALSE,1,1,3000
"961","FC[3,52]",53.579,2.42,49.055,53.61,58.324,FALSE,1,1,3000
"962","FC[4,52]",49.288,2.226,45.126,49.316,53.653,FALSE,1,1,3000
"963","FC[1,53]",44.292,2.003,40.488,44.301,48.283,FALSE,1,1,3000
"964","FC[2,53]",19.56,0.885,17.88,19.564,21.322,FALSE,1,1,3000
"965","FC[3,53]",53.581,2.424,48.979,53.591,58.408,FALSE,1,1,3000
"966","FC[4,53]",49.289,2.229,45.056,49.298,53.73,FALSE,1,1,3000
"967","FC[1,54]",44.332,1.961,40.571,44.312,48.12,FALSE,1,1.001,1332
"968","FC[2,54]",19.578,0.866,17.917,19.569,21.25,FALSE,1,1.001,1332
"969","FC[3,54]",53.629,2.373,49.079,53.605,58.211,FALSE,1,1.001,1332
"970","FC[4,54]",49.334,2.183,45.148,49.311,53.548,FALSE,1,1.001,1332
"971","FC[1,55]",44.283,1.984,40.555,44.236,48.155,FALSE,1,1,2420
"972","FC[2,55]",19.556,0.876,17.909,19.535,21.266,FALSE,1,1,2420
"973","FC[3,55]",53.569,2.4,49.059,53.512,58.254,FALSE,1,1,2420
"974","FC[4,55]",49.278,2.208,45.13,49.226,53.588,FALSE,1,1,2420
"975","FC[1,56]",44.281,2.022,40.542,44.263,48.273,FALSE,1,1,3000
"976","FC[2,56]",19.555,0.893,17.904,19.547,21.318,FALSE,1,1,3000
"977","FC[3,56]",53.567,2.446,49.044,53.546,58.397,FALSE,1,1,3000
"978","FC[4,56]",49.276,2.25,45.116,49.257,53.719,FALSE,1,1,3000
"979","FC[1,57]",44.298,2.016,40.461,44.269,48.242,FALSE,1,1.001,2227
"980","FC[2,57]",19.562,0.89,17.868,19.55,21.304,FALSE,1,1.001,2227
"981","FC[3,57]",53.587,2.438,48.946,53.553,58.359,FALSE,1,1.001,2227
"982","FC[4,57]",49.295,2.243,45.026,49.263,53.684,FALSE,1,1.001,2227
"983","FC[1,58]",44.25,1.986,40.546,44.19,48.079,FALSE,1,1,3000
"984","FC[2,58]",19.541,0.877,17.906,19.515,21.233,FALSE,1,1,3000
"985","FC[3,58]",53.53,2.402,49.049,53.458,58.162,FALSE,1,1,3000
"986","FC[4,58]",49.242,2.21,45.12,49.176,53.503,FALSE,1,1,3000
"987","FC[1,59]",44.279,1.935,40.622,44.264,47.956,FALSE,1,1.001,1910
"988","FC[2,59]",19.554,0.854,17.939,19.548,21.178,FALSE,1,1.001,1910
"989","FC[3,59]",53.565,2.34,49.141,53.547,58.013,FALSE,1,1.001,1910
"990","FC[4,59]",49.275,2.153,45.205,49.258,53.366,FALSE,1,1.001,1910
"991","FC[1,60]",44.225,1.994,40.601,44.142,48.164,FALSE,1,1,3000
"992","FC[2,60]",19.531,0.88,17.93,19.494,21.27,FALSE,1,1,3000
"993","FC[3,60]",53.5,2.412,49.115,53.4,58.265,FALSE,1,1,3000
"994","FC[4,60]",49.215,2.218,45.181,49.122,53.598,FALSE,1,1,3000
"995","FC[1,61]",44.277,1.946,40.6,44.257,48.158,FALSE,1,1.001,2312
"996","FC[2,61]",19.553,0.859,17.929,19.545,21.267,FALSE,1,1.001,2312
"997","FC[3,61]",53.562,2.354,49.114,53.538,58.258,FALSE,1,1.001,2312
"998","FC[4,61]",49.272,2.166,45.18,49.25,53.591,FALSE,1,1.001,2312
"999","FC[1,62]",44.282,1.967,40.549,44.305,48.182,FALSE,1,1.001,1473
"1000","FC[2,62]",19.555,0.868,17.907,19.566,21.278,FALSE,1,1.001,1473
"1001","FC[3,62]",53.568,2.379,49.052,53.596,58.286,FALSE,1,1.001,1473
"1002","FC[4,62]",49.277,2.188,45.123,49.303,53.618,FALSE,1,1.001,1473
"1003","FC[1,63]",44.226,1.984,40.54,44.214,48.197,FALSE,1,1,3000
"1004","FC[2,63]",19.531,0.876,17.903,19.525,21.284,FALSE,1,1,3000
"1005","FC[3,63]",53.501,2.4,49.042,53.486,58.304,FALSE,1,1,3000
"1006","FC[4,63]",49.216,2.208,45.114,49.201,53.634,FALSE,1,1,3000
"1007","FC[1,64]",44.324,2.014,40.594,44.27,48.304,FALSE,1,1,3000
"1008","FC[2,64]",19.574,0.889,17.927,19.55,21.332,FALSE,1,1,3000
"1009","FC[3,64]",53.619,2.436,49.107,53.553,58.434,FALSE,1,1,3000
"1010","FC[4,64]",49.324,2.241,45.174,49.264,53.753,FALSE,1,1,3000
"1011","FC[1,65]",44.352,2.016,40.601,44.288,48.272,FALSE,1,1,3000
"1012","FC[2,65]",19.586,0.89,17.93,19.558,21.318,FALSE,1,1,3000
"1013","FC[3,65]",53.653,2.439,49.116,53.576,58.395,FALSE,1,1,3000
"1014","FC[4,65]",49.355,2.244,45.182,49.285,53.718,FALSE,1,1,3000
"1015","FC[1,66]",44.322,1.97,40.596,44.243,48.243,FALSE,1,1,2458
"1016","FC[2,66]",19.573,0.87,17.928,19.538,21.305,FALSE,1,1,2458
"1017","FC[3,66]",53.616,2.384,49.11,53.522,58.36,FALSE,1,1,2458
"1018","FC[4,66]",49.322,2.193,45.176,49.235,53.685,FALSE,1,1,2458
"1019","FC[1,67]",44.226,1.99,40.463,44.188,48.208,FALSE,1,1,3000
"1020","FC[2,67]",19.531,0.879,17.869,19.514,21.289,FALSE,1,1,3000
"1021","FC[3,67]",53.501,2.408,48.948,53.454,58.318,FALSE,1,1,3000
"1022","FC[4,67]",49.215,2.215,45.028,49.173,53.646,FALSE,1,1,3000
"1023","FC[1,68]",44.258,1.968,40.505,44.214,48.178,FALSE,1,1,3000
"1024","FC[2,68]",19.545,0.869,17.887,19.525,21.276,FALSE,1,1,3000
"1025","FC[3,68]",53.539,2.381,48.999,53.486,58.281,FALSE,1,1,3000
"1026","FC[4,68]",49.251,2.19,45.074,49.201,53.613,FALSE,1,1,3000
"1027","FC[1,69]",44.27,2,40.438,44.242,48.217,FALSE,1,1,3000
"1028","FC[2,69]",19.55,0.883,17.858,19.538,21.293,FALSE,1,1,3000
"1029","FC[3,69]",53.554,2.42,48.918,53.52,58.329,FALSE,1,1,3000
"1030","FC[4,69]",49.264,2.226,45,49.233,53.657,FALSE,1,1,3000
"1031","FC[1,70]",44.261,2.002,40.498,44.236,48.161,FALSE,1,1,3000
"1032","FC[2,70]",19.546,0.884,17.885,19.535,21.268,FALSE,1,1,3000
"1033","FC[3,70]",53.543,2.422,48.991,53.513,58.261,FALSE,1,1,3000
"1034","FC[4,70]",49.254,2.228,45.067,49.227,53.594,FALSE,1,1,3000
"1035","FC[1,71]",44.306,1.987,40.577,44.204,48.279,FALSE,1,1,3000
"1036","FC[2,71]",19.566,0.877,17.919,19.521,21.321,FALSE,1,1,3000
"1037","FC[3,71]",53.598,2.403,49.087,53.474,58.404,FALSE,1,1,3000
"1038","FC[4,71]",49.305,2.211,45.155,49.191,53.726,FALSE,1,1,3000
"1039","FC[1,72]",44.261,1.999,40.603,44.247,48.273,FALSE,1,1,3000
"1040","FC[2,72]",19.546,0.883,17.931,19.54,21.318,FALSE,1,1,3000
"1041","FC[3,72]",53.543,2.418,49.118,53.527,58.396,FALSE,1,1,3000
"1042","FC[4,72]",49.254,2.224,45.184,49.239,53.718,FALSE,1,1,3000
"1043","FC[1,73]",44.222,2.004,40.447,44.225,48.195,FALSE,1,1.001,3000
"1044","FC[2,73]",19.529,0.885,17.862,19.53,21.284,FALSE,1,1.001,3000
"1045","FC[3,73]",53.496,2.424,48.929,53.5,58.302,FALSE,1,1.001,3000
"1046","FC[4,73]",49.211,2.23,45.01,49.214,53.632,FALSE,1,1.001,3000
"1047","FC[1,74]",44.293,1.992,40.51,44.322,48.177,FALSE,1,1,3000
"1048","FC[2,74]",19.56,0.88,17.89,19.573,21.276,FALSE,1,1,3000
"1049","FC[3,74]",53.581,2.41,49.006,53.617,58.28,FALSE,1,1,3000
"1050","FC[4,74]",49.289,2.217,45.081,49.322,53.612,FALSE,1,1,3000
"1051","FC[1,75]",44.304,1.984,40.531,44.313,48.17,FALSE,1,1,3000
"1052","FC[2,75]",19.565,0.876,17.899,19.569,21.272,FALSE,1,1,3000
"1053","FC[3,75]",53.595,2.4,49.03,53.606,58.271,FALSE,1,1,3000
"1054","FC[4,75]",49.302,2.208,45.103,49.312,53.604,FALSE,1,1,3000
"1055","FC[1,76]",44.289,1.95,40.661,44.249,48.15,FALSE,1,1,3000
"1056","FC[2,76]",19.559,0.861,17.957,19.541,21.264,FALSE,1,1,3000
"1057","FC[3,76]",53.577,2.359,49.189,53.529,58.248,FALSE,1,1,3000
"1058","FC[4,76]",49.285,2.17,45.248,49.241,53.582,FALSE,1,1,3000
"1059","FC[1,77]",44.244,1.975,40.571,44.219,48.154,FALSE,1,1,3000
"1060","FC[2,77]",19.539,0.872,17.917,19.528,21.266,FALSE,1,1,3000
"1061","FC[3,77]",53.523,2.39,49.079,53.492,58.253,FALSE,1,1,3000
"1062","FC[4,77]",49.236,2.198,45.148,49.207,53.587,FALSE,1,1,3000
"1063","FC[1,78]",44.29,1.962,40.575,44.288,48.195,FALSE,1,1,3000
"1064","FC[2,78]",19.559,0.866,17.918,19.558,21.283,FALSE,1,1,3000
"1065","FC[3,78]",53.578,2.373,49.084,53.575,58.301,FALSE,1,1,3000
"1066","FC[4,78]",49.287,2.183,45.152,49.284,53.631,FALSE,1,1,3000
"1067","FC[1,79]",44.341,1.976,40.615,44.322,48.219,FALSE,1,1,3000
"1068","FC[2,79]",19.581,0.873,17.936,19.573,21.294,FALSE,1,1,3000
"1069","FC[3,79]",53.639,2.391,49.133,53.616,58.331,FALSE,1,1,3000
"1070","FC[4,79]",49.343,2.199,45.197,49.322,53.658,FALSE,1,1,3000
"1071","FC[1,80]",44.301,2.044,40.464,44.265,48.282,FALSE,1,1.001,1788
"1072","FC[2,80]",19.564,0.903,17.87,19.548,21.322,FALSE,1,1.001,1788
"1073","FC[3,80]",53.591,2.472,48.95,53.547,58.407,FALSE,1,1.001,1788
"1074","FC[4,80]",49.299,2.274,45.029,49.258,53.728,FALSE,1,1.001,1788
"1075","FC[1,81]",44.324,1.994,40.533,44.289,48.152,FALSE,1,1.001,2676
"1076","FC[2,81]",19.574,0.881,17.9,19.559,21.265,FALSE,1,1.001,2676
"1077","FC[3,81]",53.619,2.412,49.034,53.577,58.25,FALSE,1,1.001,2676
"1078","FC[4,81]",49.324,2.219,45.106,49.286,53.584,FALSE,1,1.001,2676
"1079","FC[1,82]",44.209,1.974,40.574,44.118,48.057,FALSE,1,1,2257
"1080","FC[2,82]",19.523,0.872,17.918,19.483,21.222,FALSE,1,1,2257
"1081","FC[3,82]",53.48,2.388,49.083,53.37,58.135,FALSE,1,1,2257
"1082","FC[4,82]",49.196,2.197,45.151,49.095,53.478,FALSE,1,1,2257
"1083","FC[1,83]",44.281,2.013,40.629,44.253,48.263,FALSE,1,1,3000
"1084","FC[2,83]",19.555,0.889,17.942,19.543,21.314,FALSE,1,1,3000
"1085","FC[3,83]",53.568,2.436,49.149,53.533,58.385,FALSE,1,1,3000
"1086","FC[4,83]",49.277,2.241,45.212,49.245,53.708,FALSE,1,1,3000
"1087","FC[1,84]",44.286,1.987,40.495,44.269,48.152,FALSE,1,1,3000
"1088","FC[2,84]",19.557,0.877,17.883,19.55,21.264,FALSE,1,1,3000
"1089","FC[3,84]",53.573,2.403,48.987,53.553,58.25,FALSE,1,1,3000
"1090","FC[4,84]",49.282,2.211,45.063,49.264,53.584,FALSE,1,1,3000
"1091","FC[1,85]",44.283,2.012,40.519,44.244,48.335,FALSE,1,1.001,1230
"1092","FC[2,85]",19.556,0.889,17.894,19.539,21.345,FALSE,1,1.001,1230
"1093","FC[3,85]",53.57,2.434,49.016,53.522,58.471,FALSE,1,1.001,1230
"1094","FC[4,85]",49.279,2.239,45.089,49.235,53.787,FALSE,1,1.001,1230
"1095","FC[1,86]",44.269,1.979,40.594,44.229,48.248,FALSE,1,1,3000
"1096","FC[2,86]",19.55,0.874,17.927,19.532,21.307,FALSE,1,1,3000
"1097","FC[3,86]",53.553,2.393,49.107,53.505,58.367,FALSE,1,1,3000
"1098","FC[4,86]",49.264,2.202,45.174,49.219,53.691,FALSE,1,1,3000
"1099","FC[1,87]",44.298,2.004,40.607,44.264,48.265,FALSE,1,1,3000
"1100","FC[2,87]",19.563,0.885,17.933,19.548,21.315,FALSE,1,1,3000
"1101","FC[3,87]",53.587,2.424,49.123,53.547,58.387,FALSE,1,1,3000
"1102","FC[4,87]",49.295,2.23,45.188,49.258,53.71,FALSE,1,1,3000
"1103","FC[1,88]",44.323,1.993,40.581,44.259,48.244,FALSE,1,1,3000
"1104","FC[2,88]",19.574,0.88,17.921,19.546,21.305,FALSE,1,1,3000
"1105","FC[3,88]",53.618,2.412,49.092,53.541,58.361,FALSE,1,1,3000
"1106","FC[4,88]",49.323,2.218,45.159,49.252,53.686,FALSE,1,1,3000
"1107","FC[1,89]",44.278,1.946,40.636,44.218,48.128,FALSE,1,1.001,1795
"1108","FC[2,89]",19.554,0.859,17.945,19.527,21.254,FALSE,1,1.001,1795
"1109","FC[3,89]",53.563,2.354,49.158,53.491,58.221,FALSE,1,1.001,1795
"1110","FC[4,89]",49.273,2.166,45.22,49.206,53.558,FALSE,1,1.001,1795
"1111","FC[1,90]",44.236,2.008,40.534,44.239,48.249,FALSE,1,1.001,2238
"1112","FC[2,90]",19.535,0.887,17.9,19.537,21.308,FALSE,1,1.001,2238
"1113","FC[3,90]",53.512,2.429,49.035,53.517,58.368,FALSE,1,1.001,2238
"1114","FC[4,90]",49.226,2.235,45.107,49.23,53.693,FALSE,1,1.001,2238
"1115","FC[1,91]",44.259,1.995,40.512,44.266,48.205,FALSE,1,1,3000
"1116","FC[2,91]",19.546,0.881,17.891,19.549,21.288,FALSE,1,1,3000
"1117","FC[3,91]",53.541,2.413,49.008,53.55,58.314,FALSE,1,1,3000
"1118","FC[4,91]",49.252,2.22,45.082,49.26,53.643,FALSE,1,1,3000
"1119","FC[1,92]",44.297,1.965,40.5,44.291,48.178,FALSE,1,1.001,1749
"1120","FC[2,92]",19.562,0.868,17.885,19.56,21.276,FALSE,1,1.001,1749
"1121","FC[3,92]",53.586,2.377,48.994,53.58,58.281,FALSE,1,1.001,1749
"1122","FC[4,92]",49.294,2.186,45.069,49.288,53.613,FALSE,1,1.001,1749
"1123","FC[1,93]",44.296,2.011,40.435,44.325,48.159,FALSE,1,1,3000
"1124","FC[2,93]",19.562,0.888,17.857,19.575,21.268,FALSE,1,1,3000
"1125","FC[3,93]",53.585,2.432,48.915,53.62,58.258,FALSE,1,1,3000
"1126","FC[4,93]",49.293,2.238,44.996,49.325,53.592,FALSE,1,1,3000
"1127","KnC[1,1]",5.794,0.566,4.786,5.765,6.979,FALSE,1,1.001,3000
"1128","KnC[2,1]",5.474,0.547,4.501,5.436,6.649,FALSE,1,1,3000
"1129","KnC[3,1]",69.745,6.854,57.265,69.326,84.405,FALSE,1,1,3000
"1130","KnC[4,1]",6.754,0.668,5.522,6.72,8.204,FALSE,1,1,3000
"1131","KnC[1,2]",4.123,0.406,3.387,4.106,5.013,FALSE,1,1,3000
"1132","KnC[2,2]",2.339,0.237,1.921,2.327,2.838,FALSE,1,1.004,455
"1133","KnC[3,2]",84.891,8.562,69.418,84.534,102.999,FALSE,1,1,3000
"1134","KnC[4,2]",9.548,0.954,7.782,9.501,11.464,FALSE,1,1.002,1358
"1135","KnC[1,3]",4.397,0.44,3.595,4.374,5.298,FALSE,1,1.001,1982
"1136","KnC[2,3]",2.983,0.295,2.456,2.969,3.617,FALSE,1,1,3000
"1137","KnC[3,3]",91.423,9.28,74.465,91.132,109.679,FALSE,1,1.001,3000
"1138","KnC[4,3]",6.764,0.679,5.568,6.724,8.196,FALSE,1,1,3000
"1139","KnC[1,4]",6.871,0.692,5.625,6.837,8.316,FALSE,1,1.001,2152
"1140","KnC[2,4]",4.055,0.402,3.339,4.033,4.898,FALSE,1,1,3000
"1141","KnC[3,4]",131.353,13.179,106.903,130.824,159.602,FALSE,1,1.002,1082
"1142","KnC[4,4]",6.351,0.625,5.175,6.342,7.597,FALSE,1,1.002,1088
"1143","KnC[1,5]",2.271,0.226,1.873,2.255,2.748,FALSE,1,1.001,2187
"1144","KnC[2,5]",14.284,1.433,11.694,14.197,17.219,FALSE,1,1,3000
"1145","KnC[3,5]",336.485,33.851,273.798,333.941,409.258,FALSE,1,1.001,1271
"1146","KnC[4,5]",14.276,1.48,11.614,14.18,17.544,FALSE,1,1,3000
"1147","KnC[1,6]",71.048,6.949,58.601,70.489,85.387,FALSE,1,1,3000
"1148","KnC[2,6]",36.268,3.647,29.744,36.105,43.684,FALSE,1,1,3000
"1149","KnC[3,6]",310.932,31.101,254.985,309.414,379.285,FALSE,1,1.002,1665
"1150","KnC[4,6]",37.445,3.806,30.615,37.208,45.298,FALSE,1,1.001,2757
"1151","KnC[1,7]",23.271,2.353,18.947,23.134,28.169,FALSE,1,1,3000
"1152","KnC[2,7]",28.074,2.845,22.845,27.965,34.069,FALSE,1,1.002,741
"1153","KnC[3,7]",281.551,28.669,229.487,279.301,341.056,FALSE,1,1,3000
"1154","KnC[4,7]",89.136,8.709,73.82,88.658,107.434,FALSE,1,1.001,1857
"1155","KnC[1,8]",107.168,10.509,87.754,106.595,129.771,FALSE,1,1,3000
"1156","KnC[2,8]",107.035,10.699,88.239,106.119,130.441,FALSE,1,1,3000
"1157","KnC[3,8]",211.297,21.045,173.849,209.924,254.754,FALSE,1,1.001,3000
"1158","KnC[4,8]",304.586,31.005,247.986,303.041,369.083,FALSE,1,1,3000
"1159","KnC[1,9]",104.774,10.502,85.489,104.083,127.652,FALSE,1,1,3000
"1160","KnC[2,9]",64.854,6.542,53.176,64.488,78.258,FALSE,1,1,3000
"1161","KnC[3,9]",204.728,20.411,167.082,204.181,247.147,FALSE,1,1,3000
"1162","KnC[4,9]",246.666,24.742,202.094,245.359,297.736,FALSE,1,1,3000
"1163","KnC[1,10]",57.131,5.651,47.06,56.898,68.909,FALSE,1,1,3000
"1164","KnC[2,10]",38,3.799,31.165,37.792,46.117,FALSE,1,1,3000
"1165","KnC[3,10]",169.271,16.728,138.989,168.706,204.565,FALSE,1,1.001,3000
"1166","KnC[4,10]",155.642,15.213,128.254,154.956,187.598,FALSE,1,1,3000
"1167","KnC[1,11]",30.507,3.115,24.877,30.349,36.774,FALSE,1,1,3000
"1168","KnC[2,11]",35.114,3.391,28.931,34.964,42.397,FALSE,1,1,3000
"1169","KnC[3,11]",101.636,10.277,82.852,101.305,123.792,FALSE,1,1.001,3000
"1170","KnC[4,11]",142.401,14.348,117.017,141.469,172.583,FALSE,1,1,3000
"1171","KnC[1,12]",202.008,20.293,166.126,200.923,245.096,FALSE,1,1,3000
"1172","KnC[2,12]",37.492,3.781,30.588,37.327,45.339,FALSE,1,1,3000
"1173","KnC[3,12]",124.64,12.474,101.83,123.913,151.269,FALSE,1,1,3000
"1174","KnC[4,12]",114.5,11.278,93.787,113.959,138.326,FALSE,1,1.002,950
"1175","KnC[1,13]",75.769,7.654,61.596,75.509,91.606,FALSE,1,1.002,941
"1176","KnC[2,13]",62.84,6.317,51.324,62.606,75.57,FALSE,1,1.001,2744
"1177","KnC[3,13]",170.546,17.11,139.674,169.665,206.6,FALSE,1,1,3000
"1178","KnC[4,13]",170.078,17.114,139.109,169.453,206.212,FALSE,1,1,3000
"1179","KnC[1,14]",121.664,12.284,99.176,120.844,148.001,FALSE,1,1,2844
"1180","KnC[2,14]",81.755,8.239,67.4,81.226,99.343,FALSE,1,1,3000
"1181","KnC[3,14]",215.828,21.671,176.912,214.642,262.231,FALSE,1,1,3000
"1182","KnC[4,14]",110.381,10.96,90.847,109.542,132.978,FALSE,1,1.002,1062
"1183","KnC[1,15]",127.809,12.692,105.075,127.309,154.118,FALSE,1,1,3000
"1184","KnC[2,15]",73.126,7.505,59.798,72.725,88.972,FALSE,1,1.001,3000
"1185","KnC[3,15]",262.81,26.256,215.067,261.377,317.272,FALSE,1,1.001,3000
"1186","KnC[4,15]",127.017,12.574,104.315,126.082,153.741,FALSE,1,1.001,3000
"1187","KnC[1,16]",79.077,7.932,64.698,78.624,95.802,FALSE,1,1,3000
"1188","KnC[2,16]",20.013,2.019,16.288,19.892,24.205,FALSE,1,1,3000
"1189","KnC[3,16]",145.156,14.64,118.689,144.11,175.941,FALSE,1,1,3000
"1190","KnC[4,16]",38.808,3.877,31.834,38.764,47.004,FALSE,1,1,3000
"1191","KnC[1,17]",126.031,12.451,103.454,125.566,152.02,FALSE,1,1,3000
"1192","KnC[2,17]",15.903,1.583,12.997,15.807,19.207,FALSE,1,1.004,548
"1193","KnC[3,17]",211.907,21.059,172.971,211.109,255.519,FALSE,1,1.001,2190
"1194","KnC[4,17]",82.08,8.227,66.73,81.85,99.295,FALSE,1,1,3000
"1195","KnC[1,18]",101.263,10.251,82.518,101.004,122.184,FALSE,1,1.001,1707
"1196","KnC[2,18]",15.249,1.507,12.512,15.196,18.406,FALSE,1,1,3000
"1197","KnC[3,18]",203.638,20.938,166.294,202.451,247.687,FALSE,1,1.002,1549
"1198","KnC[4,18]",66.49,6.646,54.382,66.227,80.628,FALSE,1,1.001,2049
"1199","KnC[1,19]",103.631,10.358,84.474,103.34,124.671,FALSE,1,1,3000
"1200","KnC[2,19]",16.976,1.707,13.943,16.92,20.688,FALSE,1,1,3000
"1201","KnC[3,19]",179.401,17.671,146.53,178.854,215.872,FALSE,1,1,3000
"1202","KnC[4,19]",71.855,6.979,59.408,71.455,86.636,FALSE,1,1.001,3000
"1203","KnC[1,20]",112.914,11.533,92.445,112.307,137.721,FALSE,1,1,3000
"1204","KnC[2,20]",21.787,2.179,17.978,21.607,26.513,FALSE,1,1.001,1730
"1205","KnC[3,20]",163.847,16.411,133.656,162.783,198.648,FALSE,1,1,3000
"1206","KnC[4,20]",82.22,8.174,67.153,81.62,99.05,FALSE,1,1,3000
"1207","KnC[1,21]",87.197,8.576,71.329,86.986,105.157,FALSE,1,1,3000
"1208","KnC[2,21]",24.417,2.449,20.003,24.271,29.718,FALSE,1,1,3000
"1209","KnC[3,21]",127.06,12.612,104.166,126.374,153.897,FALSE,1,1.001,1640
"1210","KnC[4,21]",89.469,8.911,72.823,89.098,107.842,FALSE,1,1.001,3000
"1211","KnC[1,22]",87.17,8.581,71.399,86.851,105.519,FALSE,1,1,3000
"1212","KnC[2,22]",31.886,3.152,26.135,31.716,38.382,FALSE,1,1,3000
"1213","KnC[3,22]",140.144,14.102,115.008,139.206,170.655,FALSE,1,1,3000
"1214","KnC[4,22]",92.76,9.133,76.199,92.248,111.661,FALSE,1,1,3000
"1215","KnC[1,23]",37.436,3.618,30.684,37.273,44.944,FALSE,1,1.001,1885
"1216","KnC[2,23]",28.333,2.8,23.154,28.176,34.243,FALSE,1,1,3000
"1217","KnC[3,23]",150.744,14.976,123.474,150.128,182.369,FALSE,1,1,3000
"1218","KnC[4,23]",96.357,9.509,79.385,95.963,116.006,FALSE,1,1,3000
"1219","KnC[1,24]",54.631,5.459,44.807,54.416,65.963,FALSE,1,1.002,838
"1220","KnC[2,24]",31.288,3.169,25.49,31.215,37.8,FALSE,1,1.002,887
"1221","KnC[3,24]",140.596,13.973,115.666,139.951,170.117,FALSE,1,1,3000
"1222","KnC[4,24]",78.252,7.945,63.798,77.929,94.707,FALSE,1,1,3000
"1223","KnC[1,25]",135.999,13.749,110.936,135.412,164.31,FALSE,1,1,3000
"1224","KnC[2,25]",26.882,2.705,21.996,26.691,32.536,FALSE,1,1,3000
"1225","KnC[3,25]",132.458,13.516,108.341,131.579,160.983,FALSE,1,1.001,3000
"1226","KnC[4,25]",74.378,7.373,60.693,74.015,89.545,FALSE,1,1.001,1264
"1227","KnC[1,26]",98.384,9.701,80.587,98.005,118.126,FALSE,1,1,3000
"1228","KnC[2,26]",32.895,3.329,26.874,32.681,39.906,FALSE,1,1,3000
"1229","KnC[3,26]",92.689,9.247,75.883,92.093,112.462,FALSE,1,1,3000
"1230","KnC[4,26]",68.671,6.875,56.407,68.441,83.215,FALSE,1,1,3000
"1231","KnC[1,27]",43.455,4.371,35.551,43.313,52.851,FALSE,1,1.002,1389
"1232","KnC[2,27]",43.111,4.258,35.473,42.859,52.145,FALSE,1,1,3000
"1233","KnC[3,27]",112.944,11.282,92.82,112.288,136.459,FALSE,1,1.005,414
"1234","KnC[4,27]",80.674,8.003,65.896,80.474,97.273,FALSE,1,1,3000
"1235","KnC[1,28]",56.625,5.625,46.376,56.35,68.144,FALSE,1,1,3000
"1236","KnC[2,28]",35.773,3.581,29.226,35.554,43.253,FALSE,1,1.001,1420
"1237","KnC[3,28]",111.466,11.08,91.231,110.864,134.321,FALSE,1,1,3000
"1238","KnC[4,28]",64.737,6.561,52.747,64.351,78.794,FALSE,1,1,3000
"1239","KnC[1,29]",70.749,7.161,57.482,70.45,85.854,FALSE,1,1,3000
"1240","KnC[2,29]",28.869,2.855,23.603,28.823,34.77,FALSE,1,1,2519
