"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"302","B[4,23]",7123.924,900.724,5506.563,7078.127,9030.722,FALSE,1,1.001,3000
"303","B[1,24]",5779.337,738.054,4389.005,5754.324,7338.914,FALSE,1,1.002,2536
"304","B[2,24]",1512.283,320.469,958.89,1488.2,2211.574,FALSE,1,1,3000
"305","B[3,24]",7175.88,741.385,5820.648,7165.385,8734.709,FALSE,1,1,3000
"306","B[4,24]",6998.849,880.978,5415.293,6961.112,8878.638,FALSE,1,1.002,3000
"307","B[1,25]",5668.152,724.533,4279.213,5648.541,7192.737,FALSE,1,1.002,1589
"308","B[2,25]",1478.661,309.726,960.315,1450.887,2164.377,FALSE,1,1,3000
"309","B[3,25]",6976.428,712.323,5656.095,6952.387,8477.737,FALSE,1,1,3000
"310","B[4,25]",6834.56,851.131,5305.532,6785.721,8602.096,FALSE,1,1.002,3000
"311","B[1,26]",5438.863,697.136,4118.469,5423.719,6877.027,FALSE,1,1.002,2163
"312","B[2,26]",1438.232,296.432,935.825,1414.566,2088.475,FALSE,1,1,3000
"313","B[3,26]",6686.683,658.345,5468.536,6674.933,8025.896,FALSE,1,1,3000
"314","B[4,26]",6621.502,806.727,5172.011,6577.096,8334.31,FALSE,1,1.002,1757
"315","B[1,27]",5164.026,655.547,3949.495,5133.121,6505.678,FALSE,1,1.002,1641
"316","B[2,27]",1368.822,277.647,892.485,1344.556,1993.285,FALSE,1,1,3000
"317","B[3,27]",6375.757,608.557,5235.706,6365.865,7675.272,FALSE,1,1,3000
"318","B[4,27]",6320.782,762.49,4939.408,6297.455,7975.097,FALSE,1,1.001,2650
"319","B[1,28]",4941.384,616.069,3764.918,4932.438,6162.334,FALSE,1,1.002,1197
"320","B[2,28]",1266.9,262.859,813.827,1246.849,1855.707,FALSE,1,1,3000
"321","B[3,28]",6029.652,567.428,4963.991,6021.768,7188.105,FALSE,1,1,3000
"322","B[4,28]",6005.561,724.362,4697.812,5978.209,7524.824,FALSE,1,1.001,2779
"323","B[1,29]",4783.455,596.889,3668.856,4760.729,5968.386,FALSE,1,1.003,958
"324","B[2,29]",1213.474,249.936,784.129,1190.824,1769.122,FALSE,1,1.001,2161
"325","B[3,29]",5743.035,542.958,4728.25,5722.062,6870.026,FALSE,1,1.001,3000
"326","B[4,29]",5805.384,701.717,4526.974,5775.16,7284.68,FALSE,1,1.001,2765
"327","B[1,30]",4687.296,587.264,3605.362,4665.713,5897.752,FALSE,1,1.002,1192
"328","B[2,30]",1195.919,242.742,770.001,1175.545,1736.549,FALSE,1,1.001,2296
"329","B[3,30]",5636.707,523.703,4653.22,5627.277,6703.751,FALSE,1,1,3000
"330","B[4,30]",5714.427,683.058,4456.303,5684.377,7171.142,FALSE,1,1,3000
"331","B[1,31]",4502.655,569.943,3453.122,4480.838,5665.014,FALSE,1,1.002,1224
"332","B[2,31]",1181.737,236.927,772.755,1156.721,1702.456,FALSE,1,1.001,2126
"333","B[3,31]",5516.454,503.595,4563.466,5516.007,6535.981,FALSE,1,1,3000
"334","B[4,31]",5577.855,660.289,4367.81,5554.51,6960.648,FALSE,1,1.001,3000
"335","B[1,32]",4370.294,545.61,3370.968,4341.422,5501.94,FALSE,1,1.001,1483
"336","B[2,32]",1158.168,231.328,768.725,1134.477,1680.954,FALSE,1,1.001,2302
"337","B[3,32]",5348.107,470.684,4466.295,5336.465,6277.959,FALSE,1,1,3000
"338","B[4,32]",5398.614,626.037,4215.845,5381.597,6713.953,FALSE,1,1.001,3000
"339","B[1,33]",4296.936,532.186,3334.414,4268.759,5412.401,FALSE,1,1.002,1302
"340","B[2,33]",1152.668,223.51,777.448,1133.312,1642.511,FALSE,1,1.001,1875
"341","B[3,33]",5269.435,428.197,4462.514,5248.559,6136.07,FALSE,1,1,3000
"342","B[4,33]",5307.98,606.08,4190.735,5292.068,6608.904,FALSE,1,1.002,3000
"343","B[1,34]",4269.163,525.898,3310.838,4258.056,5365.412,FALSE,1,1.002,1318
"344","B[2,34]",1165.43,223.207,787.199,1146.17,1665.553,FALSE,1,1.001,1793
"345","B[3,34]",5258.296,435.048,4453.642,5244.524,6136.348,FALSE,1,1,3000
"346","B[4,34]",5291.211,591.941,4224.518,5273.934,6568.594,FALSE,1,1,3000
"347","B[1,35]",4313.388,528.834,3344.856,4287.64,5449.873,FALSE,1,1.002,1538
"348","B[2,35]",1192.302,226.449,809.391,1169.075,1700.753,FALSE,1,1.001,1677
"349","B[3,35]",5329.386,432.458,4505.285,5314.043,6209.77,FALSE,1,1,3000
"350","B[4,35]",5344.84,597.778,4296.01,5324.748,6608.869,FALSE,1,1,3000
"351","B[1,36]",4324.176,525.992,3378.981,4298.722,5435.487,FALSE,1,1.001,1974
"352","B[2,36]",1209.544,224.56,829.691,1188.479,1711.997,FALSE,1,1.001,2129
"353","B[3,36]",5375.619,435.076,4567.295,5359.467,6275.218,FALSE,1,1,3000
"354","B[4,36]",5393.972,600.707,4327.501,5359.5,6635.682,FALSE,1,1.001,2005
"355","B[1,37]",4350.98,528.739,3404.915,4325.341,5474.756,FALSE,1,1.002,1613
"356","B[2,37]",1228.503,221.003,859.407,1207.125,1720.097,FALSE,1,1.002,1405
"357","B[3,37]",5440.668,425.494,4626.548,5440.173,6289.359,FALSE,1,1.001,3000
"358","B[4,37]",5464.504,596.343,4399.463,5444.48,6733.887,FALSE,1,1.001,3000
"359","B[1,38]",4372.39,528.413,3410.539,4345.939,5478.064,FALSE,1,1.001,3000
"360","B[2,38]",1248.136,229.97,860.928,1224.857,1764.768,FALSE,1,1.001,1925
"361","B[3,38]",5498.616,429.776,4697.584,5474.313,6380.394,FALSE,1,1,3000
"362","B[4,38]",5526.578,593.945,4458.071,5502.164,6801.923,FALSE,1,1.002,2704
"363","B[1,39]",4409.975,556.376,3406.825,4379.535,5581.996,FALSE,1,1.001,1849
"364","B[2,39]",1285.591,240.798,881.587,1264.42,1835.463,FALSE,1,1.002,1295
"365","B[3,39]",5620.485,439.988,4785.779,5608.803,6535.782,FALSE,1,1,3000
"366","B[4,39]",5664.012,589.325,4596.044,5645.152,6897.12,FALSE,1,1.001,2709
"367","B[1,40]",4477.8,586.705,3425.442,4438.458,5741.696,FALSE,1,1.001,1695
"368","B[2,40]",1323.988,254.219,898.25,1301.928,1895.993,FALSE,1,1.002,1161
"369","B[3,40]",5720.351,489.484,4811.364,5697.495,6710.447,FALSE,1,1.001,3000
"370","B[4,40]",5808.03,603.372,4706.883,5775.667,7052.23,FALSE,1,1.001,3000
"371","B[1,41]",4602.658,636.752,3462.298,4564.047,5935.291,FALSE,1,1.001,2079
"372","B[2,41]",1364.329,268.435,915.803,1340.177,1964.711,FALSE,1,1.002,1076
"373","B[3,41]",5879.367,536.219,4903.647,5846.66,6994.496,FALSE,1,1.001,3000
"374","B[4,41]",5918.544,619.88,4835.169,5887.719,7245.783,FALSE,1,1.001,3000
"375","B[1,42]",4648.778,670.413,3460.239,4601.107,6080.877,FALSE,1,1.001,2372
"376","B[2,42]",1381.634,279.303,905.487,1355.057,2002.468,FALSE,1,1.002,1053
"377","B[3,42]",5941.815,577.207,4876.501,5909.693,7169.646,FALSE,1,1.001,3000
"378","B[4,42]",5980.842,678.28,4781.616,5939.434,7441.24,FALSE,1,1,3000
"379","B[1,43]",4618.032,705.962,3391.252,4565.151,6136.259,FALSE,1,1.001,2613
"380","B[2,43]",1385.602,288.082,896.654,1357.717,2042.907,FALSE,1,1.002,886
"381","B[3,43]",5969.109,626.451,4834.302,5940.702,7282.45,FALSE,1,1.002,1188
"382","B[4,43]",6001.206,727.936,4747.407,5949.026,7582.059,FALSE,1,1.001,3000
"383","B[1,44]",4589.426,749.23,3289.611,4520.233,6217.655,FALSE,1,1,3000
"384","B[2,44]",1397.378,301.2,891.207,1360.613,2094.853,FALSE,1,1.002,1581
"385","B[3,44]",5996.408,705.308,4740.383,5954.901,7443.523,FALSE,1,1.001,1714
"386","B[4,44]",6025.846,791.389,4654.662,5971.252,7695.217,FALSE,1,1.001,2231
"387","B[1,45]",4597.439,789.979,3273.79,4522.178,6357.765,FALSE,1,1,3000
"388","B[2,45]",1405.416,312.073,886.045,1362.424,2104.622,FALSE,1,1.001,1538
"389","B[3,45]",6013.128,766.479,4675.763,5960.553,7626.459,FALSE,1,1.001,1301
"390","B[4,45]",6021.329,841.134,4564.934,5948.126,7885.125,FALSE,1,1.001,1600
"391","B[1,46]",4609.771,837.576,3216.327,4518.896,6457.763,FALSE,1,1,3000
"392","B[2,46]",1415.307,327.925,858.446,1375.225,2142.455,FALSE,1,1.001,1629
"393","B[3,46]",6036.096,843.545,4578.658,5965.777,7887.847,FALSE,1,1.001,1725
"394","B[4,46]",6023.378,905.758,4488.675,5947.986,8049.246,FALSE,1,1.001,2128
"395","B[1,47]",4616.655,877.343,3131.583,4538.524,6480.835,FALSE,1,1,3000
"396","B[2,47]",1423.513,342.412,849.725,1376.035,2202.006,FALSE,1,1.001,1639
"397","B[3,47]",6052.893,910.235,4476.312,5987.141,8024.006,FALSE,1,1.001,1477
"398","B[4,47]",6018.57,955.66,4364.229,5936.144,8109.691,FALSE,1,1.001,1763
"399","B[1,48]",4627.47,921.103,3077.185,4540.919,6690.093,FALSE,1,1,3000
"400","B[2,48]",1432.543,355.213,842.558,1389.166,2224.411,FALSE,1,1.001,1829
"401","B[3,48]",6073.947,972.344,4416.366,6005.123,8157.206,FALSE,1,1.001,1821
"402","B[4,48]",6018.169,1002.219,4256.697,5946.981,8212.33,FALSE,1,1.001,2120
"403","B[1,49]",4640.873,967.138,3039.832,4542.521,6877.533,FALSE,1,1,3000
"404","B[2,49]",1442.304,369.052,823.977,1398.002,2287.803,FALSE,1,1.001,1832
"405","B[3,49]",6098.845,1038.635,4322.129,6005.122,8358.631,FALSE,1,1.002,1034
"406","B[4,49]",6020.776,1047.304,4177.049,5922.938,8279.569,FALSE,1,1.001,1317
"407","B[1,50]",4649.354,1006.829,2995.916,4538.035,6857.713,FALSE,1,1,3000
"408","B[2,50]",1450.81,382.013,815.258,1409.506,2285.616,FALSE,1,1.001,1431
"409","B[3,50]",6117.245,1096.879,4262.342,6030.387,8437.322,FALSE,1,1.001,1119
"410","B[4,50]",6018.939,1094.17,4118.528,5914.842,8446.461,FALSE,1,1.001,1503
"411","B[1,51]",4658.184,1045.489,2896.061,4536.244,6964.856,FALSE,1,1,3000
"412","B[2,51]",1460.006,398.706,789.944,1413.693,2332.326,FALSE,1,1.001,1501
"413","B[3,51]",6136.434,1156.462,4198.965,6051.935,8606.178,FALSE,1,1.001,1589
"414","B[4,51]",6017.386,1140.479,4077.649,5890.377,8581.368,FALSE,1,1.001,2182
"415","B[1,52]",4659.191,1082.013,2873.093,4527.888,7012.909,FALSE,1,1,3000
"416","B[2,52]",1466.311,412.824,776.899,1417.209,2396.518,FALSE,1,1.001,1579
"417","B[3,52]",6145.13,1210.429,4127.568,6052.146,8723.129,FALSE,1,1.001,1544
"418","B[4,52]",6007.163,1186.191,3970.47,5874.057,8603.131,FALSE,1,1.001,1944
"419","B[1,53]",4658.477,1121.478,2815.556,4527.288,7155.738,FALSE,1,1,3000
"420","B[2,53]",1472.07,427.509,751.83,1418.525,2440.692,FALSE,1,1.001,1506
"421","B[3,53]",6152.385,1271.835,4075.33,6040.886,8895.839,FALSE,1,1,2329
"422","B[4,53]",5995.913,1239.124,3934.811,5857.992,8746.177,FALSE,1,1,3000
"423","B[1,54]",4663.302,1158.975,2749.722,4525.311,7201.381,FALSE,1,1,3000
"424","B[2,54]",1480.091,444.104,734.553,1422.907,2474.414,FALSE,1,1.001,1174
"425","B[3,54]",6165.848,1326.259,3965.503,6017.22,9010.036,FALSE,1,1,2946
"426","B[4,54]",5991.426,1288.248,3872.69,5851.548,8783.341,FALSE,1,1,3000
"427","B[1,55]",4679.047,1197.301,2723.596,4531.806,7325.314,FALSE,1,1,3000
"428","B[2,55]",1491.089,459.109,723.699,1433.231,2521.756,FALSE,1,1.001,1259
"429","B[3,55]",6192.493,1372.672,3936.269,6063.353,9171.803,FALSE,1,1,2519
"430","B[4,55]",5999.706,1327.119,3811.181,5853.695,9017.343,FALSE,1,1,3000
"431","B[1,56]",4677.59,1237.829,2642.165,4542.596,7390.294,FALSE,1,1,3000
"432","B[2,56]",1496.076,472.664,695.26,1439.513,2549.31,FALSE,1,1.001,1057
"433","B[3,56]",6196.438,1423.951,3835.69,6071.527,9269.056,FALSE,1,1.001,2154
"434","B[4,56]",5984.511,1362.481,3735.216,5854.247,8954.008,FALSE,1,1,3000
"435","B[1,57]",4684.578,1281.272,2635.324,4526.175,7565.646,FALSE,1,1,3000
"436","B[2,57]",1505.041,493.843,685.649,1444.655,2637.363,FALSE,1,1.001,1145
"437","B[3,57]",6213.514,1488.475,3777.362,6066.564,9521.551,FALSE,1,1,2165
"438","B[4,57]",5983.111,1415.328,3651.752,5826.362,9094.873,FALSE,1,1,2967
"439","B[1,58]",4678.203,1314.289,2577.174,4519.697,7594.132,FALSE,1,1,3000
"440","B[2,58]",1509.354,509.742,655.763,1442.798,2663.319,FALSE,1,1.001,1411
"441","B[3,58]",6213.08,1538.253,3692.977,6064.19,9596.739,FALSE,1,1.001,1793
"442","B[4,58]",5964.919,1453.261,3533.657,5794.005,9210.061,FALSE,1,1,2118
"443","B[1,59]",4674.8,1344.701,2537.827,4514.251,7676.776,FALSE,1,1,3000
"444","B[2,59]",1513.848,521.809,646.384,1455.537,2687.509,FALSE,1,1.001,1798
"445","B[3,59]",6215.956,1581.72,3615.834,6071.852,9645.013,FALSE,1,1.001,1947
"446","B[4,59]",5949.89,1486.268,3502.616,5796.561,9344.523,FALSE,1,1,2316
"447","B[1,60]",4678.191,1378.476,2497.413,4517.093,7708.625,FALSE,1,1,3000
"448","B[2,60]",1521.014,535.812,624.923,1460.046,2731.281,FALSE,1,1.001,1916
"449","B[3,60]",6228.128,1627.895,3588.268,6082.686,9777.279,FALSE,1,1.001,1809
"450","B[4,60]",5944.41,1522.041,3444.968,5803.566,9276.372,FALSE,1,1.001,2090
"451","B[1,61]",4675.93,1413.233,2439.354,4520.63,7760.606,FALSE,1,1,3000
"452","B[2,61]",1526.366,552.837,600.901,1462.398,2760.571,FALSE,1,1.001,2574
"453","B[3,61]",6230.561,1669.038,3463.377,6073.906,9811.715,FALSE,1,1,2633
"454","B[4,61]",5929.222,1551.947,3380.464,5812.403,9341.712,FALSE,1,1,2962
"455","B[1,62]",4677.917,1448.306,2329.602,4518.046,7880.884,FALSE,1,1,3000
"456","B[2,62]",1533.262,568.935,582.808,1466.701,2830.647,FALSE,1,1.001,2346
"457","B[3,62]",6241.765,1726.809,3414.78,6053.063,9998.842,FALSE,1,1,2378
"458","B[4,62]",5922.036,1595.976,3316.839,5793.18,9473.502,FALSE,1,1,2599
"459","B[1,63]",4688.565,1485.299,2301.238,4522.465,8022.994,FALSE,1,1,3000
"460","B[2,63]",1542.775,584.378,569.557,1481.562,2931.046,FALSE,1,1.001,1881
"461","B[3,63]",6263.621,1778.928,3342.215,6097.683,10066.045,FALSE,1,1,2067
"462","B[4,63]",5924.039,1628.709,3246.364,5786.139,9589.264,FALSE,1,1.001,2229
"463","B[1,64]",4690.357,1520.254,2289.563,4521.764,8099.213,FALSE,1,1,3000
"464","B[2,64]",1548.858,599.06,555.983,1484.978,2949.117,FALSE,1,1.001,2503
"465","B[3,64]",6271.426,1821.548,3304.844,6098.275,10177.26,FALSE,1,1.001,1892
"466","B[4,64]",5915.296,1664.573,3185.973,5768.554,9639.454,FALSE,1,1.001,1947
"467","B[1,65]",4688.916,1550.076,2282.503,4508.275,8230.519,FALSE,1,1,3000
"468","B[2,65]",1554.901,616.462,536.963,1485.403,3008.941,FALSE,1,1.001,2776
"469","B[3,65]",6278.832,1870.015,3224.729,6116.448,10350.809,FALSE,1,1.001,1517
"470","B[4,65]",5905.215,1696.738,3113.631,5757.489,9750.881,FALSE,1,1.001,1599
"471","B[1,66]",4685.579,1571.969,2222.698,4528.069,8237.477,FALSE,1,1,3000
"472","B[2,66]",1560.498,630.567,515.266,1493.342,3049.762,FALSE,1,1.001,2293
"473","B[3,66]",6284.847,1911.321,3176.791,6081.546,10384.084,FALSE,1,1.001,1424
"474","B[4,66]",5893.917,1724.316,3063.53,5721.757,9772.128,FALSE,1,1.001,1463
"475","B[1,67]",4687.987,1606.51,2182.957,4508.738,8374.437,FALSE,1,1,3000
"476","B[2,67]",1567.742,648.426,499.984,1495.165,3050.485,FALSE,1,1.001,2217
"477","B[3,67]",6295.317,1950.747,3123.851,6084.241,10587.525,FALSE,1,1.001,1309
"478","B[4,67]",5887.655,1758.702,2979.761,5717.244,9830.867,FALSE,1,1.001,1353
"479","B[1,68]",4686.822,1639.907,2132.915,4507.313,8567.495,FALSE,1,1,3000
"480","B[2,68]",1573.671,666.288,475.392,1503.391,3094.159,FALSE,1,1.001,2596
"481","B[3,68]",6300.962,1993.578,3077.651,6110.113,10551.733,FALSE,1,1.001,1556
"482","B[4,68]",5875.73,1784.405,2913.038,5722.485,9948.267,FALSE,1,1.001,1606
"483","B[1,69]",4686.529,1675.474,2079.665,4496.284,8579.319,FALSE,1,1,3000
"484","B[2,69]",1579.665,685.239,465.125,1506.844,3166.606,FALSE,1,1.001,2648
"485","B[3,69]",6308.566,2042.517,3003.679,6102.046,10778.538,FALSE,1,1.001,1538
"486","B[4,69]",5866.549,1826.996,2870.675,5683.888,10011.67,FALSE,1,1.001,1580
"487","B[1,70]",4682.956,1703.616,2031.97,4488.6,8651.301,FALSE,1,1,3000
"488","B[2,70]",1584.938,701.263,446.951,1516.309,3197.492,FALSE,1,1.001,2610
"489","B[3,70]",6310.019,2078.091,2914.381,6095.442,10830.368,FALSE,1,1.001,2021
"490","B[4,70]",5853.814,1855.982,2820.154,5691.003,10134.078,FALSE,1,1.001,2185
"491","B[1,71]",4678.481,1729.192,1992.735,4486.679,8661.437,FALSE,1,1,3000
"492","B[2,71]",1589.661,714.896,431.405,1511.886,3245.295,FALSE,1,1.001,2956
"493","B[3,71]",6312.503,2116.032,2832.956,6118.259,10802.489,FALSE,1,1.001,2190
"494","B[4,71]",5841.029,1885.907,2754.834,5677.437,10142.163,FALSE,1,1,2509
"495","B[1,72]",4672.262,1760.917,1927.804,4466.479,8676.067,FALSE,1,1,3000
"496","B[2,72]",1593.282,729.876,403.7,1528.933,3301.139,FALSE,1,1.001,2306
"497","B[3,72]",6310.196,2156.441,2748.668,6096.005,10866.101,FALSE,1,1.001,2197
"498","B[4,72]",5824.047,1916.124,2687.742,5652.797,10122.493,FALSE,1,1.001,2199
"499","B[1,73]",4675.099,1797.937,1864.586,4475.02,8816.932,FALSE,1,1,3000
"500","B[2,73]",1599.834,746.41,390.825,1528.832,3304.021,FALSE,1,1.001,2025
"501","B[3,73]",6322.18,2209.61,2749.36,6134.585,11055.608,FALSE,1,1.001,1980
"502","B[4,73]",5819.707,1955.629,2622.76,5660.839,10214.02,FALSE,1,1.001,2036
"503","B[1,74]",4674.201,1825.412,1806.399,4477.735,8784.213,FALSE,1,1,3000
"504","B[2,74]",1604.915,759.907,379.469,1523.605,3348.528,FALSE,1,1.001,2903
"505","B[3,74]",6327.745,2247.019,2636.347,6131.133,11088.75,FALSE,1,1.001,2032
"506","B[4,74]",5809.864,1986.626,2509.235,5617.403,10270.89,FALSE,1,1.001,2224
"507","B[1,75]",4665.769,1848.809,1770.382,4491.24,8755.001,FALSE,1,1,3000
"508","B[2,75]",1608.315,775.815,354.405,1528.81,3418.255,FALSE,1,1.001,2988
"509","B[3,75]",6322.769,2271.494,2625.475,6148.902,11172.328,FALSE,1,1,2332
"510","B[4,75]",5790.904,2005.798,2488.001,5588.874,10371.857,FALSE,1,1.001,2826
"511","B[1,76]",4661.911,1880.775,1733.045,4462.929,8904.432,FALSE,1,1,3000
"512","B[2,76]",1612.3,789.349,337.853,1526.034,3445.279,FALSE,1,1.001,2471
"513","B[3,76]",6324.868,2320.618,2585.096,6171.171,11302.117,FALSE,1,1,3000
"514","B[4,76]",5775.722,2036.033,2424.52,5578.665,10501.996,FALSE,1,1.001,3000
"515","B[1,77]",4662.45,1910.722,1709.091,4474.623,8858.207,FALSE,1,1,3000
"516","B[2,77]",1618.622,804.43,328.361,1532.131,3487.061,FALSE,1,1.001,2498
"517","B[3,77]",6333.341,2360.036,2512.851,6144.511,11442.738,FALSE,1,1,3000
"518","B[4,77]",5769.025,2068.686,2366.532,5567.121,10463.979,FALSE,1,1,3000
"519","B[1,78]",4657.221,1936.612,1632.704,4462.789,8928.484,FALSE,1,1,3000
"520","B[2,78]",1623.811,821.539,311.12,1542.142,3576.008,FALSE,1,1.001,2847
"521","B[3,78]",6334.636,2396.728,2446.601,6113.929,11606.903,FALSE,1,1,2478
"522","B[4,78]",5755.874,2101.379,2335.285,5554.885,10593.737,FALSE,1,1.001,2820
"523","B[1,79]",4660.821,1966.283,1574.207,4466.017,8914.484,FALSE,1,1,3000
"524","B[2,79]",1631.448,838.447,288.498,1545.419,3595.27,FALSE,1,1.001,2231
"525","B[3,79]",6348.169,2445.805,2403.843,6180.709,11611.797,FALSE,1,1,3000
"526","B[4,79]",5752.358,2137.968,2285.149,5537.106,10633.061,FALSE,1,1.001,3000
"527","B[1,80]",4658.841,1989.947,1540.398,4478.196,9086.447,FALSE,1,1,3000
"528","B[2,80]",1636.159,849.946,268.802,1548.724,3600.866,FALSE,1,1.001,2297
"529","B[3,80]",6353.469,2479.985,2314.761,6177.488,11621.272,FALSE,1,1,2967
"530","B[4,80]",5742.988,2163.073,2242.604,5510.429,10767.548,FALSE,1,1.001,2949
"531","B[1,81]",4664.804,2023.791,1501.353,4499.198,9155.125,FALSE,1,1,3000
"532","B[2,81]",1643.955,867.076,248.055,1556.474,3719.639,FALSE,1,1.001,2112
"533","B[3,81]",6370.432,2531.895,2282.641,6221.053,11630.325,FALSE,1,1,3000
"534","B[4,81]",5742.698,2197.41,2178.014,5494.014,10801.502,FALSE,1,1.001,3000
"535","B[1,82]",4658.458,2055.809,1458.301,4479.024,9153.634,FALSE,1,1,3000
"536","B[2,82]",1647.497,883.231,232.778,1559.303,3757.298,FALSE,1,1.001,2446
"537","B[3,82]",6366.851,2572.899,2248.505,6186.826,11935.746,FALSE,1,1,3000
"538","B[4,82]",5725.933,2231.861,2127.001,5458.601,10962.273,FALSE,1,1.001,3000
"539","B[1,83]",4655.05,2080.498,1409.409,4490.221,9337.979,FALSE,1,1,3000
"540","B[2,83]",1652.168,896.718,215.307,1566.792,3828.681,FALSE,1,1.001,2429
"541","B[3,83]",6371.346,2609.461,2195.562,6208.384,12000.085,FALSE,1,1,3000
"542","B[4,83]",5714.475,2250.919,2088.922,5450.475,10880.624,FALSE,1,1.001,3000
"543","B[1,84]",4641.631,2100.882,1356.509,4492.945,9303.898,FALSE,1,1,3000
"544","B[2,84]",1652.925,908.269,194.008,1564.412,3909.162,FALSE,1,1.001,2540
"545","B[3,84]",6360.383,2636.493,2162.307,6221.097,12001.675,FALSE,1,1.001,3000
"546","B[4,84]",5691.767,2271.264,2067.18,5447.959,10818.302,FALSE,1,1.001,3000
"547","B[1,85]",4634.193,2136.864,1302.789,4472.191,9414.441,FALSE,1,1,3000
"548","B[2,85]",1654.751,920.338,176.934,1556.087,3935.824,FALSE,1,1.001,2272
"549","B[3,85]",6353.502,2671.919,2079.146,6189.614,12358.269,FALSE,1,1.001,2971
"550","B[4,85]",5674.192,2302.142,2003.915,5453.836,10958.609,FALSE,1,1.001,3000
"551","B[1,86]",4626.753,2158.821,1267.816,4468.497,9545.368,FALSE,1,1,3000
"552","B[2,86]",1657.103,929.293,158.25,1562.213,3955.692,FALSE,1,1.001,2409
"553","B[3,86]",6349.179,2699.155,2024.046,6217.625,12452.828,FALSE,1,1.001,3000
"554","B[4,86]",5657.68,2326.319,1908.834,5397.818,10937.977,FALSE,1,1.001,3000
"555","B[1,87]",4622.596,2182.957,1199.898,4454.038,9513.169,FALSE,1,1,3000
"556","B[2,87]",1660.97,942.177,139.219,1566.572,3936.068,FALSE,1,1.001,2348
"557","B[3,87]",6350.517,2736.019,1938.081,6251.736,12519.334,FALSE,1,1.001,2616
"558","B[4,87]",5645.831,2351.543,1858.513,5400.619,11001.541,FALSE,1,1.001,2896
"559","B[1,88]",4619.006,2205.821,1175.46,4474.105,9436.305,FALSE,1,1,3000
"560","B[2,88]",1665.534,955.206,121.693,1565.998,3917.715,FALSE,1,1.001,2121
"561","B[3,88]",6352.001,2765.129,1887.03,6233.414,12415.117,FALSE,1,1.001,2677
"562","B[4,88]",5634.274,2374.503,1796.418,5406.516,10925.938,FALSE,1,1.001,2904
"563","B[1,89]",4611.546,2225.198,1114.621,4480.67,9511.78,FALSE,1,1,3000
"564","B[2,89]",1669.27,968.958,100.346,1567.38,3959.527,FALSE,1,1.001,1688
"565","B[3,89]",6347.502,2786.11,1861.903,6214.855,12441.981,FALSE,1,1.001,2698
"566","B[4,89]",5618.824,2399.225,1763.199,5380.077,10929.99,FALSE,1,1.001,2491
"567","B[1,90]",4598.184,2240.682,1075.143,4454.043,9578.022,FALSE,1,1,3000
"568","B[2,90]",1670.665,980.586,83.354,1571.744,4076.109,FALSE,1,1.001,2079
"569","B[3,90]",6334.449,2809.261,1798.25,6216.961,12480.181,FALSE,1,1.001,2452
"570","B[4,90]",5595.335,2416.696,1760.401,5358.198,10871.505,FALSE,1,1.001,2547
"571","B[1,91]",4597.007,2270.53,1027.536,4465.869,9685.29,FALSE,1,1,3000
"572","B[2,91]",1676.447,995.364,62.915,1578.15,4068.712,FALSE,1,1.001,2558
"573","B[3,91]",6342.084,2849.791,1697.972,6205.924,12508.104,FALSE,1,1.001,2286
"574","B[4,91]",5587.311,2445.497,1693.119,5380.42,10985.462,FALSE,1,1.001,2739
"575","B[1,92]",4593.735,2298.637,990.733,4447.22,9686.458,FALSE,1,1,3000
"576","B[2,92]",1681.941,1011.467,44.119,1580.675,4142.658,FALSE,1,1.001,3000
"577","B[3,92]",6344.372,2879.279,1671.117,6245.475,12634.971,FALSE,1,1.001,2622
"578","B[4,92]",5577.21,2468.854,1641.617,5326.037,11083.289,FALSE,1,1.001,3000
"579","B[1,93]",4589.509,2327.364,943.39,4432.896,9680.224,FALSE,1,1,3000
"580","B[2,93]",1686.934,1025.981,23.982,1581.892,4171.415,FALSE,1,1.002,3000
"581","B[3,93]",6345.763,2916.569,1590.229,6242.257,12780.794,FALSE,1,1.001,2865
"582","B[4,93]",5566.373,2493.723,1605.322,5322.243,11076.552,FALSE,1,1.001,3000
"583","D[1,1]",9.673,8.978,1,7.267,33.914,FALSE,1,1.002,3000
"584","D[2,1]",5.077,4.339,1,3.904,16.816,FALSE,1,1.001,2007
"585","D[3,1]",2.44,2.865,1,1,10.68,FALSE,1,1.001,3000
"586","D[4,1]",2.226,1.55,1,1.72,6.393,FALSE,1,1,3000
"587","D[1,2]",12.005,9.24,1.468,9.699,35.102,FALSE,1,1.003,1479
"588","D[2,2]",6.118,4.617,1.193,4.871,18.734,FALSE,1,1.002,3000
"589","D[3,2]",2.96,3.366,1,1,12.785,FALSE,1,1,3000
"590","D[4,2]",1.968,1.462,1,1.363,5.913,FALSE,1,1.001,3000
"591","D[1,3]",9.22,6.576,1.633,7.607,26.247,FALSE,1,1,3000
"592","D[2,3]",5.696,4.644,1,4.419,18.125,FALSE,1,1.002,3000
"593","D[3,3]",5.859,4.842,1,4.61,18.503,FALSE,1,1,3000
"594","D[4,3]",2.757,1.837,1,2.245,7.623,FALSE,1,1.001,3000
"595","D[1,4]",11.023,7.464,2.403,9.224,29.923,FALSE,1,1.002,1585
"596","D[2,4]",3.841,3.177,1,2.927,12.623,FALSE,1,1.001,1872
