"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"182711","Bmsy[4]",4154.276,2098.311,1978.982,3525.298,9579.817,FALSE,1,1.013,877,12
"182811","Fmsy[1]",0.004,0.005,0,0.002,0.018,FALSE,1,1.002,1492,12
"182911","Fmsy[2]",0.004,0.004,0,0.002,0.016,FALSE,1,1,3000,12
"183011","Fmsy[3]",0.005,0.005,0,0.004,0.017,FALSE,1,1.002,2474,12
"183111","Fmsy[4]",0.004,0.004,0,0.002,0.016,FALSE,1,1.001,2435,12
"183211","Hmsy[1]",0.004,0.005,0,0.002,0.018,FALSE,1,1.002,1492,12
"183311","Hmsy[2]",0.004,0.004,0,0.002,0.016,FALSE,1,1,3000,12
"183411","Hmsy[3]",0.005,0.005,0,0.004,0.017,FALSE,1,1.002,2474,12
"183511","Hmsy[4]",0.004,0.004,0,0.002,0.016,FALSE,1,1.001,2435,12
"183611","Stock.Status[1]",0.413,0.182,0.134,0.397,0.804,FALSE,1,1.002,966,12
"183711","Stock.Status[2]",0.453,0.23,0.105,0.428,0.948,FALSE,1,1.003,784,12
"183811","Stock.Status[3]",0.299,0.107,0.12,0.292,0.525,FALSE,1,1.004,526,12
"183911","Stock.Status[4]",0.553,0.216,0.189,0.542,0.994,FALSE,1,1.002,3000,12
"184011","Proj1_biomass",5373.214,558.604,4302.185,5352.794,6517.89,FALSE,1,1.001,2226,12
"184111","Bmsyseo",16063.765,3410.051,10722.441,15667.802,24026.532,FALSE,1,1.004,673,12
"184211","Fmsyseo",0.004,0.003,0,0.003,0.013,FALSE,1,1.001,2590,12
"184311","Fmsyseo2",0.004,0.003,0,0.003,0.013,FALSE,1,1.001,2590,12
"184411","Stock.Status.SEO",0.359,0.081,0.222,0.351,0.534,FALSE,1,1.001,1850,12
"185711","deviance",4488.337,27.776,4435.638,4488.265,4545.435,FALSE,1,1.002,1732,12
"160","r[1]",0.028,0.033,0,0.019,0.132,FALSE,1,1.001,3000,13
"250","r[2]",0.06,0.044,0.007,0.046,0.176,FALSE,1,1.003,793,13
"312","r[3]",0.02,0.018,0,0.016,0.065,FALSE,1,1.003,3000,13
"412","r[4]",0.01,0.013,0,0.005,0.047,FALSE,1,1.001,3000,13
"512","K[1]",9091.781,4355.451,4703.363,7795.542,20981.923,FALSE,1,1.005,1784,13
"612","K[2]",6067.04,5061.647,1634.346,4292.899,20894.235,FALSE,1,1.005,711,13
"712","K[3]",13565.044,5464.817,7260.966,12053.054,27799.825,FALSE,1,1.002,858,13
"812","K[4]",11022.654,4824.099,5749.103,9537.727,24414.68,FALSE,1,1.008,794,13
"912","phi[1]",0.717,0.253,0.24,0.729,1.127,FALSE,1,1.001,1404,13
"1012","phi[2]",0.309,0.25,0.039,0.23,0.995,FALSE,1,1,3000,13
"1116","phi[3]",0.74,0.242,0.285,0.754,1.126,FALSE,1,1.002,764,13
"1214","phi[4]",0.78,0.242,0.305,0.802,1.135,FALSE,1,1.002,1025,13
"1312","bigphi",0.727,0.209,0.296,0.737,1.096,FALSE,1,1,3000,13
"1412","R.hyp",0.046,0.042,0.003,0.032,0.169,FALSE,1,1,3000,13
"1512","Kseo",39746.519,8679.511,25912.614,38745.292,59972.37,FALSE,1,1,3000,13
"1612","sigma",0.057,0.018,0.015,0.06,0.081,FALSE,1,1,3000,13
"1712","eta",105.496,220.971,0.574,28.909,780.838,FALSE,1,1,3000,13
"1812","rB1",2.835,6.187,0.019,0.814,19.96,FALSE,1,1.002,3000,13
"1912","rB2",102.66,215.542,0.52,27.965,763.85,FALSE,1,1,3000,13
"2012","pi[1]",0.229,0.086,0.114,0.214,0.457,FALSE,1,1.002,1288,13
"2114","pi[2]",0.15,0.107,0.039,0.115,0.431,FALSE,1,1.005,566,13
"2212","pi[3]",0.342,0.104,0.178,0.326,0.584,FALSE,1,1.004,524,13
"2312","pi[4]",0.278,0.097,0.139,0.258,0.51,FALSE,1,1.005,706,13
"2412","phiTau",1.769,3.139,0.5,1.19,6.163,FALSE,1,1.062,1618,13
"162712","qsCPUE[1]",2.376,0.347,1.802,2.345,3.143,FALSE,1,1.001,3000,13
"162812","qsCPUE[2]",12.487,2.768,7.963,12.184,18.537,FALSE,1,1,3000,13
"162912","qsCPUE[3]",4.853,0.493,3.972,4.837,5.879,FALSE,1,1,3000,13
"163012","qsCPUE[4]",3.361,0.426,2.619,3.33,4.241,FALSE,1,1,3000,13
"163112","Tau1",0.489,0.143,0.268,0.466,0.832,FALSE,1,1,3000,13
"163212","Tau2",0,0,0,0,0,FALSE,1,NA,1,13
"163312","Tau3",0.183,0.065,0.044,0.187,0.304,FALSE,1,1.001,1676,13
"182012","MSY[1]",66.603,58.608,0.782,55.368,223.31,FALSE,1,1,3000,13
"182112","MSY[2]",81.278,39.548,16.729,76.15,179.613,FALSE,1,1,3000,13
"182212","MSY[3]",77.481,54.367,1.26,72.396,193.235,FALSE,1,1,3000,13
"182312","MSY[4]",28.936,32.508,0.555,17.024,113.046,FALSE,1,1.001,3000,13
"182412","Bmsy[1]",3636.712,1742.181,1881.345,3118.217,8392.769,FALSE,1,1.005,1784,13
"182512","Bmsy[2]",2426.816,2024.659,653.738,1717.16,8357.694,FALSE,1,1.005,711,13
"182612","Bmsy[3]",5426.018,2185.927,2904.386,4821.222,11119.93,FALSE,1,1.002,858,13
"182712","Bmsy[4]",4409.062,1929.64,2299.641,3815.091,9765.872,FALSE,1,1.008,794,13
"182812","Fmsy[1]",0.024,0.028,0,0.016,0.111,FALSE,1,1.001,3000,13
"182912","Fmsy[2]",0.05,0.037,0.006,0.038,0.148,FALSE,1,1.003,793,13
"183012","Fmsy[3]",0.017,0.015,0,0.014,0.055,FALSE,1,1.003,3000,13
"183112","Fmsy[4]",0.008,0.011,0,0.004,0.039,FALSE,1,1.001,3000,13
"183212","Hmsy[1]",0.024,0.028,0,0.016,0.111,FALSE,1,1.001,3000,13
"183312","Hmsy[2]",0.05,0.037,0.006,0.038,0.148,FALSE,1,1.003,793,13
"183412","Hmsy[3]",0.017,0.015,0,0.014,0.055,FALSE,1,1.003,3000,13
"183512","Hmsy[4]",0.008,0.011,0,0.004,0.039,FALSE,1,1.001,3000,13
"183612","Stock.Status[1]",0.932,0.368,0.312,0.911,1.768,FALSE,1,1.001,1515,13
"183712","Stock.Status[2]",1.021,0.579,0.192,0.922,2.124,FALSE,1,1.002,997,13
"183812","Stock.Status[3]",0.744,0.264,0.301,0.73,1.296,FALSE,1,1.003,624,13
"183912","Stock.Status[4]",0.918,0.328,0.348,0.91,1.574,FALSE,1,1.001,1791,13
"184012","Proj1_biomass",11524.488,1235.687,9236.922,11468.23,14060.259,FALSE,1,1,3000,13
"184112","Bmsyseo",15898.608,3471.804,10365.045,15498.117,23988.948,FALSE,1,1,3000,13
"184212","Fmsyseo",0.017,0.011,0.003,0.015,0.043,FALSE,1,1,3000,13
"184312","Fmsyseo2",0.017,0.011,0.003,0.015,0.043,FALSE,1,1,3000,13
"184412","Stock.Status.SEO",0.762,0.18,0.456,0.745,1.164,FALSE,1,1,3000,13
"185712","deviance",4637.545,27.533,4585.757,4636.803,4692.083,FALSE,1,1.001,1900,13
"170","r[1]",0.009,0.011,0,0.005,0.039,FALSE,1,1.004,3000,14
"251","r[2]",0.011,0.017,0,0.006,0.053,FALSE,1,1,3000,14
"313","r[3]",0.011,0.012,0,0.008,0.043,FALSE,1,1.001,3000,14
"413","r[4]",0.006,0.008,0,0.003,0.03,FALSE,1,1.005,1704,14
"513","K[1]",10883.116,4103.572,6089.996,9830.855,21114.78,FALSE,1,1.001,3000,14
"613","K[2]",6953.065,3937.997,3017.215,5728.278,18144.028,FALSE,1,1.002,3000,14
"713","K[3]",15287.197,4806.074,9227.437,14134.95,28122.142,FALSE,1,1,3000,14
"813","K[4]",12040.496,4467.701,6993.047,10777.194,23853.192,FALSE,1,1.001,1836,14
"913","phi[1]",0.769,0.232,0.325,0.788,1.128,FALSE,1,1,3000,14
"1013","phi[2]",0.658,0.273,0.173,0.656,1.12,FALSE,1,1,3000,14
"1117","phi[3]",0.816,0.21,0.379,0.837,1.136,FALSE,1,1,3000,14
"1215","phi[4]",0.825,0.22,0.355,0.858,1.135,FALSE,1,1,2698,14
"1313","bigphi",0.748,0.207,0.317,0.757,1.11,FALSE,1,1.001,1185,14
"1413","R.hyp",0.02,0.029,0,0.01,0.116,FALSE,1,1.012,1055,14
"1513","Kseo",45163.874,9066.352,30750.466,44037.601,65818.834,FALSE,1,1.002,2620,14
"1613","sigma",0.059,0.015,0.027,0.061,0.081,FALSE,1,1.001,1502,14
"1713","eta",205.313,321.04,0.788,80.993,1279.941,FALSE,1,1,3000,14
"1813","rB1",2.09,4.437,0.016,0.616,14.199,FALSE,1,1.008,3000,14
"1913","rB2",203.223,318.054,0.7,79.917,1274.838,FALSE,1,1,3000,14
"2013","pi[1]",0.241,0.072,0.137,0.228,0.417,FALSE,1,1,3000,14
"2115","pi[2]",0.152,0.07,0.07,0.133,0.344,FALSE,1,1.001,3000,14
"2213","pi[3]",0.339,0.078,0.212,0.332,0.519,FALSE,1,1,3000,14
"2313","pi[4]",0.267,0.074,0.156,0.255,0.454,FALSE,1,1,2591,14
"2413","phiTau",1.64,2.362,0.499,1.1,5.952,FALSE,1,1.038,3000,14
"162713","qsCPUE[1]",2.288,0.299,1.76,2.268,2.922,FALSE,1,1.001,2708,14
"162813","qsCPUE[2]",7.535,1.526,5.019,7.355,11.004,FALSE,1,1.001,3000,14
"162913","qsCPUE[3]",5.38,0.515,4.467,5.353,6.464,FALSE,1,1.002,1638,14
"163013","qsCPUE[4]",4.071,0.478,3.238,4.037,5.091,FALSE,1,1.002,1042,14
"163113","Tau1",0.313,0.116,0.132,0.295,0.589,FALSE,1,1.001,3000,14
"163213","Tau2",0,0,0,0,0,FALSE,1,NA,1,14
"163313","Tau3",0.144,0.058,0.025,0.146,0.254,FALSE,1,1,3000,14
"182013","MSY[1]",27.502,30.59,0.499,16.514,108.075,FALSE,1,1,3000,14
"182113","MSY[2]",20.546,23.489,0.31,12.672,81.862,FALSE,1,1.002,3000,14
"182213","MSY[3]",50.698,46.127,0.938,38.557,164.015,FALSE,1,1,2049,14
"182313","MSY[4]",22.299,27.247,0.525,11.755,97.969,FALSE,1,1.004,2548,14
"182413","Bmsy[1]",4353.246,1641.429,2435.998,3932.342,8445.912,FALSE,1,1.001,3000,14
"182513","Bmsy[2]",2781.226,1575.199,1206.886,2291.311,7257.611,FALSE,1,1.002,3000,14
"182613","Bmsy[3]",6114.879,1922.429,3690.975,5653.98,11248.857,FALSE,1,1,3000,14
"182713","Bmsy[4]",4816.198,1787.08,2797.219,4310.878,9541.277,FALSE,1,1.001,1836,14
"182813","Fmsy[1]",0.007,0.01,0,0.004,0.033,FALSE,1,1.004,3000,14
"182913","Fmsy[2]",0.009,0.014,0,0.005,0.045,FALSE,1,1,3000,14
"183013","Fmsy[3]",0.009,0.01,0,0.006,0.036,FALSE,1,1.001,3000,14
"183113","Fmsy[4]",0.005,0.007,0,0.003,0.026,FALSE,1,1.005,1704,14
"183213","Hmsy[1]",0.007,0.01,0,0.004,0.033,FALSE,1,1.004,3000,14
"183313","Hmsy[2]",0.009,0.014,0,0.005,0.045,FALSE,1,1,3000,14
"183413","Hmsy[3]",0.009,0.01,0,0.006,0.036,FALSE,1,1.001,3000,14
"183513","Hmsy[4]",0.005,0.007,0,0.003,0.026,FALSE,1,1.005,1704,14
"183613","Stock.Status[1]",0.851,0.273,0.372,0.843,1.41,FALSE,1,1.001,2412,14
"183713","Stock.Status[2]",0.843,0.364,0.255,0.818,1.619,FALSE,1,1,3000,14
"183813","Stock.Status[3]",0.812,0.23,0.398,0.799,1.297,FALSE,1,1,3000,14
"183913","Stock.Status[4]",0.974,0.293,0.427,0.975,1.532,FALSE,1,1.001,1634,14
"184013","Proj1_biomass",14069.712,1449.059,11545.697,14026.126,17073.977,FALSE,1,1,2418,14
"184113","Bmsyseo",18065.55,3626.541,12300.187,17615.04,26327.534,FALSE,1,1.002,2620,14
"184213","Fmsyseo",0.007,0.006,0.001,0.005,0.025,FALSE,1,1.002,1985,14
"184313","Fmsyseo2",0.007,0.006,0.001,0.005,0.025,FALSE,1,1.002,1985,14
"184413","Stock.Status.SEO",0.811,0.174,0.52,0.798,1.197,FALSE,1,1.002,1679,14
"185713","deviance",4679.009,27.402,4627.147,4678.689,4732.782,FALSE,1,1.001,2384,14
"180","r[1]",0.007,0.007,0,0.004,0.027,FALSE,1,1.005,880,15
"252","r[2]",0.023,0.02,0,0.018,0.074,FALSE,1,1.108,47,15
"314","r[3]",0.013,0.009,0,0.012,0.035,FALSE,1,1,3000,15
"414","r[4]",0.008,0.009,0,0.005,0.03,FALSE,1,1.005,460,15
"514","K[1]",9363.93,4714.172,4596.794,7891.317,21774.012,FALSE,1,1.005,526,15
"614","K[2]",5601.462,4947.914,1449.018,3561.538,19216.062,FALSE,1,1.142,21,15
"714","K[3]",12572.412,5064.865,6738.998,11124.395,25303.088,FALSE,1,1.001,2750,15
"814","K[4]",10754.692,5326.713,5309.239,9141.819,25607.229,FALSE,1,1.045,78,15
"914","phi[1]",0.708,0.262,0.233,0.718,1.127,FALSE,1,1.002,698,15
"1014","phi[2]",0.524,0.33,0.069,0.497,1.11,FALSE,1,1.285,11,15
"1118","phi[3]",0.698,0.245,0.27,0.702,1.117,FALSE,1,1,3000,15
"1216","phi[4]",0.699,0.258,0.224,0.707,1.122,FALSE,1,1.024,91,15
"1314","bigphi",0.73,0.214,0.271,0.744,1.1,FALSE,1,1.002,1053,15
"1414","R.hyp",0.025,0.03,0.001,0.015,0.124,FALSE,1,1.018,320,15
"1514","Kseo",38292.497,8322.286,25343.583,37112.258,57211.459,FALSE,1,1.002,1029,15
"1614","sigma",0.049,0.02,0.01,0.05,0.08,FALSE,1,1.001,1604,15
"1714","eta",183.963,292.659,0.848,73.612,1140.343,FALSE,1,1.01,281,15
"1814","rB1",2.519,4.639,0.019,0.896,16.484,FALSE,1,1.019,305,15
"1914","rB2",181.443,288.875,0.771,72.403,1121.643,FALSE,1,1.01,282,15
"2014","pi[1]",0.245,0.101,0.113,0.22,0.494,FALSE,1,1.01,231,15
"2116","pi[2]",0.143,0.107,0.037,0.1,0.432,FALSE,1,1.168,17,15
"2214","pi[3]",0.331,0.11,0.16,0.313,0.574,FALSE,1,1.004,602,15
"2314","pi[4]",0.281,0.111,0.128,0.258,0.551,FALSE,1,1.058,47,15
"2414","phiTau",1.626,1.648,0.516,1.18,5.648,FALSE,1,1.007,3000,15
"162714","qsCPUE[1]",1.848,0.243,1.412,1.832,2.365,FALSE,1,1,3000,15
"162814","qsCPUE[2]",12.736,2.636,8.543,12.404,18.654,FALSE,1,1,3000,15
"162914","qsCPUE[3]",4.925,0.45,4.106,4.899,5.88,FALSE,1,1.001,3000,15
"163014","qsCPUE[4]",3.36,0.381,2.686,3.336,4.184,FALSE,1,1,3000,15
"163114","Tau1",0.318,0.121,0.126,0.303,0.593,FALSE,1,1,3000,15
"163214","Tau2",0,0,0,0,0,FALSE,1,NA,1,15
"163314","Tau3",0.075,0.046,0.013,0.067,0.181,FALSE,1,1.001,3000,15
"182014","MSY[1]",17.364,18.009,0.395,11.138,62.258,FALSE,1,1.002,3000,15
"182114","MSY[2]",30.895,24.683,0.801,26.044,93.861,FALSE,1,1.054,60,15
"182214","MSY[3]",50.836,32.626,1.427,49.105,121.645,FALSE,1,1,3000,15
"182314","MSY[4]",24.191,23.806,0.454,17.102,84.413,FALSE,1,1.001,2246,15
"182414","Bmsy[1]",3745.572,1885.669,1838.717,3156.527,8709.605,FALSE,1,1.005,526,15
"182514","Bmsy[2]",2240.585,1979.166,579.607,1424.615,7686.425,FALSE,1,1.142,21,15
"182614","Bmsy[3]",5028.965,2025.946,2695.599,4449.758,10121.235,FALSE,1,1.001,2750,15
"182714","Bmsy[4]",4301.877,2130.685,2123.696,3656.727,10242.891,FALSE,1,1.045,78,15
"182814","Fmsy[1]",0.006,0.006,0,0.003,0.023,FALSE,1,1.005,880,15
"182914","Fmsy[2]",0.019,0.017,0,0.015,0.062,FALSE,1,1.108,47,15
"183014","Fmsy[3]",0.011,0.008,0,0.01,0.029,FALSE,1,1,3000,15
"183114","Fmsy[4]",0.007,0.007,0,0.004,0.025,FALSE,1,1.005,460,15
"183214","Hmsy[1]",0.006,0.006,0,0.003,0.023,FALSE,1,1.005,880,15
"183314","Hmsy[2]",0.019,0.017,0,0.015,0.062,FALSE,1,1.108,47,15
"183414","Hmsy[3]",0.011,0.008,0,0.01,0.029,FALSE,1,1,3000,15
"183514","Hmsy[4]",0.007,0.007,0,0.004,0.025,FALSE,1,1.005,460,15
"183614","Stock.Status[1]",0.557,0.223,0.186,0.546,1.001,FALSE,1,1.004,469,15
"183714","Stock.Status[2]",0.533,0.353,0.086,0.48,1.358,FALSE,1,1.217,14,15
"183814","Stock.Status[3]",0.441,0.157,0.182,0.43,0.765,FALSE,1,1.001,3000,15
"183914","Stock.Status[4]",0.71,0.269,0.239,0.705,1.25,FALSE,1,1.027,80,15
"184014","Proj1_biomass",6811.802,717.865,5511.509,6768.843,8330.833,FALSE,1,1.001,1843,15
"184114","Bmsyseo",15316.999,3328.914,10137.433,14844.903,22884.584,FALSE,1,1.002,1029,15
"184214","Fmsyseo",0.008,0.006,0.001,0.007,0.022,FALSE,1,1.002,798,15
"184314","Fmsyseo2",0.008,0.006,0.001,0.007,0.022,FALSE,1,1.002,798,15
"184414","Stock.Status.SEO",0.477,0.111,0.293,0.467,0.715,FALSE,1,1.001,1478,15
"185714","deviance",4484.888,26.414,4434.159,4484.563,4536.97,FALSE,1,1.001,3000,15
"190","r[1]",0.006,0.007,0,0.003,0.027,FALSE,1,1.002,3000,16
"253","r[2]",0.003,0.004,0,0.001,0.014,FALSE,1,1,3000,16
"315","r[3]",0.004,0.005,0,0.002,0.016,FALSE,1,1.005,837,16
"415","r[4]",0.003,0.004,0,0.002,0.016,FALSE,1,1,3000,16
"515","K[1]",9394.236,5021.04,4159.349,7821.17,22538.708,FALSE,1,1.005,488,16
"615","K[2]",5916.474,4372.854,2063.387,4401.444,17739.668,FALSE,1,1.013,696,16
"715","K[3]",14248.186,5907.001,7601.639,12706.556,29560.214,FALSE,1,1.018,194,16
"815","K[4]",9856.818,5243.532,4584.278,8154.066,24338.215,FALSE,1,1.003,2690,16
"915","phi[1]",0.633,0.267,0.193,0.622,1.112,FALSE,1,1.004,514,16
"1015","phi[2]",0.587,0.293,0.131,0.564,1.113,FALSE,1,1.002,695,16
"1119","phi[3]",0.706,0.242,0.271,0.704,1.117,FALSE,1,1.007,335,16
"1217","phi[4]",0.678,0.267,0.205,0.677,1.127,FALSE,1,1.003,640,16
"1315","bigphi",0.722,0.208,0.298,0.73,1.096,FALSE,1,1,3000,16
"1415","R.hyp",0.014,0.026,0,0.005,0.109,FALSE,1,1,3000,16
"1515","Kseo",39415.714,8610.459,26083.516,38401.384,58990.519,FALSE,1,1.003,1431,16
"1615","sigma",0.038,0.021,0.008,0.035,0.079,FALSE,1,1,3000,16
"1715","eta",210.085,315.002,0.596,87.02,1207.745,FALSE,1,1.001,3000,16
"1815","rB1",1.04,2.131,0.011,0.352,7.18,FALSE,1,1.012,1906,16
"1915","rB2",209.045,313.625,0.538,86.48,1200.141,FALSE,1,1.001,3000,16
"2015","pi[1]",0.239,0.106,0.1,0.212,0.494,FALSE,1,1.008,282,16
"2117","pi[2]",0.149,0.092,0.05,0.119,0.396,FALSE,1,1.005,744,16
"2215","pi[3]",0.363,0.117,0.182,0.344,0.628,FALSE,1,1.015,187,16
"2315","pi[4]",0.25,0.108,0.107,0.224,0.522,FALSE,1,1.002,816,16
"2415","phiTau",1.685,2.146,0.517,1.173,5.789,FALSE,1,1.003,3000,16
"162715","qsCPUE[1]",2.426,0.329,1.839,2.398,3.144,FALSE,1,1,3000,16
"162815","qsCPUE[2]",9.642,1.906,6.435,9.422,13.785,FALSE,1,1,3000,16
"162915","qsCPUE[3]",4.444,0.438,3.663,4.423,5.345,FALSE,1,1.001,1911,16
"163015","qsCPUE[4]",3.922,0.463,3.065,3.907,4.892,FALSE,1,1.001,3000,16
"163115","Tau1",0.379,0.122,0.2,0.359,0.667,FALSE,1,1,3000,16
"163215","Tau2",0,0,0,0,0,FALSE,1,NA,1,16
"163315","Tau3",0.229,0.055,0.119,0.23,0.337,FALSE,1,1,3000,16
"182015","MSY[1]",15.31,18.029,0.338,8.432,65.745,FALSE,1,1.006,805,16
"182115","MSY[2]",4.709,6.682,0.155,2.269,22.562,FALSE,1,1.013,3000,16
"182215","MSY[3]",18.442,22.324,0.489,9.69,82.273,FALSE,1,1.001,3000,16
"182315","MSY[4]",10.115,13.031,0.321,5.234,45.825,FALSE,1,1,3000,16
"182415","Bmsy[1]",3757.694,2008.416,1663.74,3128.468,9015.483,FALSE,1,1.005,488,16
"182515","Bmsy[2]",2366.59,1749.142,825.355,1760.578,7095.867,FALSE,1,1.013,696,16
"182615","Bmsy[3]",5699.275,2362.8,3040.656,5082.622,11824.086,FALSE,1,1.018,194,16
"182715","Bmsy[4]",3942.727,2097.413,1833.711,3261.627,9735.286,FALSE,1,1.003,2690,16
"182815","Fmsy[1]",0.005,0.006,0,0.003,0.022,FALSE,1,1.002,3000,16
"182915","Fmsy[2]",0.002,0.003,0,0.001,0.011,FALSE,1,1,3000,16
"183015","Fmsy[3]",0.003,0.004,0,0.002,0.014,FALSE,1,1.005,837,16
"183115","Fmsy[4]",0.003,0.004,0,0.001,0.013,FALSE,1,1,3000,16
"183215","Hmsy[1]",0.005,0.006,0,0.003,0.022,FALSE,1,1.002,3000,16
"183315","Hmsy[2]",0.002,0.003,0,0.001,0.011,FALSE,1,1,3000,16
"183415","Hmsy[3]",0.003,0.004,0,0.002,0.014,FALSE,1,1.005,837,16
"183515","Hmsy[4]",0.003,0.004,0,0.001,0.013,FALSE,1,1,3000,16
"183615","Stock.Status[1]",0.3,0.14,0.09,0.284,0.61,FALSE,1,1.003,679,16
"183715","Stock.Status[2]",0.365,0.198,0.081,0.338,0.796,FALSE,1,1.002,871,16
"183815","Stock.Status[3]",0.246,0.086,0.1,0.24,0.428,FALSE,1,1.005,395,16
"183915","Stock.Status[4]",0.493,0.202,0.161,0.482,0.895,FALSE,1,1.003,665,16
"184015","Proj1_biomass",4149.533,438.507,3255.972,4139.187,5033.725,FALSE,1,1,3000,16
"184115","Bmsyseo",15766.286,3444.184,10433.406,15360.554,23596.207,FALSE,1,1.003,1431,16
"184215","Fmsyseo",0.003,0.003,0,0.002,0.011,FALSE,1,1.001,2593,16
"184315","Fmsyseo2",0.003,0.003,0,0.002,0.011,FALSE,1,1.001,2593,16
"184415","Stock.Status.SEO",0.289,0.067,0.174,0.281,0.432,FALSE,1,1,3000,16
"185715","deviance",4491.72,26.628,4441.948,4491.177,4545.02,FALSE,1,1,3000,16
"1100","r[1]",0.007,0.007,0,0.004,0.026,FALSE,1,1.001,3000,17
"254","r[2]",0.022,0.02,0,0.018,0.079,FALSE,1,1.002,1358,17
"316","r[3]",0.008,0.007,0,0.006,0.025,FALSE,1,1.002,1113,17
"416","r[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1,3000,17
"516","K[1]",10804.906,4595.179,5630.728,9573.321,23007.906,FALSE,1,1.02,499,17
"616","K[2]",6206.723,4641.848,1755.62,4753.554,19319.567,FALSE,1,1.004,686,17
"716","K[3]",13820.248,5042.247,7932.333,12505.051,27021.275,FALSE,1,1.001,1689,17
"816","K[4]",11604.319,4816.736,6097.815,10366.711,24279.455,FALSE,1,1.015,387,17
"916","phi[1]",0.745,0.245,0.275,0.758,1.133,FALSE,1,1.003,2001,17
"1016","phi[2]",0.503,0.295,0.084,0.453,1.092,FALSE,1,1.001,1680,17
"1120","phi[3]",0.786,0.225,0.333,0.806,1.134,FALSE,1,1.001,2044,17
"1218","phi[4]",0.785,0.236,0.312,0.813,1.135,FALSE,1,1.004,613,17
"1316","bigphi",0.737,0.209,0.297,0.746,1.106,FALSE,1,1.001,1132,17
"1416","R.hyp",0.023,0.031,0.001,0.012,0.128,FALSE,1,1,3000,17
"1516","Kseo",42436.196,8692.133,28171.771,41630.537,61732.806,FALSE,1,1.003,1369,17
"1616","sigma",0.062,0.013,0.034,0.064,0.081,FALSE,1,1,3000,17
"1716","eta",145.697,257.913,0.536,50.829,977.989,FALSE,1,1.002,2435,17
"1816","rB1",1.523,3.185,0.011,0.52,9.923,FALSE,1,1.005,3000,17
"1916","rB2",144.174,255.462,0.484,50.454,969.064,FALSE,1,1.002,2435,17
"2016","pi[1]",0.255,0.087,0.132,0.238,0.463,FALSE,1,1.011,728,17
"2118","pi[2]",0.144,0.092,0.042,0.117,0.39,FALSE,1,1.005,469,17
"2216","pi[3]",0.327,0.094,0.183,0.312,0.556,FALSE,1,1.003,648,17
"2316","pi[4]",0.274,0.089,0.138,0.258,0.489,FALSE,1,1.006,601,17
"2416","phiTau",1.679,2.246,0.507,1.161,6.012,FALSE,1,1,3000,17
"162716","qsCPUE[1]",1.722,0.221,1.337,1.707,2.185,FALSE,1,1,3000,17
"162816","qsCPUE[2]",11.228,2.347,7.348,10.95,16.481,FALSE,1,1.001,3000,17
"162916","qsCPUE[3]",4.825,0.43,4.023,4.812,5.732,FALSE,1,1,2587,17
"163016","qsCPUE[4]",3.757,0.427,2.994,3.733,4.659,FALSE,1,1,2932,17
"163116","Tau1",0.287,0.108,0.128,0.269,0.545,FALSE,1,1,3000,17
"163216","Tau2",0,0,0,0,0,FALSE,1,NA,1,17
"163316","Tau3",0.082,0.049,0.013,0.076,0.193,FALSE,1,1,3000,17
"182016","MSY[1]",21.122,21.89,0.445,13.773,76.709,FALSE,1,1,3000,17
"182116","MSY[2]",33.934,24.657,0.698,31.256,91.678,FALSE,1,1.001,3000,17
"182216","MSY[3]",32.296,27.495,0.747,26.246,97.934,FALSE,1,1.001,2054,17
"182316","MSY[4]",12.674,14.854,0.406,6.94,54.74,FALSE,1,1.001,1933,17
"182416","Bmsy[1]",4321.962,1838.072,2252.291,3829.328,9203.163,FALSE,1,1.02,499,17
"182516","Bmsy[2]",2482.689,1856.739,702.248,1901.422,7727.827,FALSE,1,1.004,686,17
"182616","Bmsy[3]",5528.099,2016.899,3172.933,5002.021,10808.51,FALSE,1,1.001,1689,17
"182716","Bmsy[4]",4641.727,1926.694,2439.126,4146.684,9711.782,FALSE,1,1.015,387,17
"182816","Fmsy[1]",0.005,0.006,0,0.003,0.022,FALSE,1,1.001,3000,17
"182916","Fmsy[2]",0.019,0.017,0,0.015,0.066,FALSE,1,1.002,1358,17
"183016","Fmsy[3]",0.006,0.006,0,0.005,0.021,FALSE,1,1.002,1113,17
"183116","Fmsy[4]",0.003,0.004,0,0.002,0.015,FALSE,1,1,3000,17
"183216","Hmsy[1]",0.005,0.006,0,0.003,0.022,FALSE,1,1.001,3000,17
"183316","Hmsy[2]",0.019,0.017,0,0.015,0.066,FALSE,1,1.002,1358,17
"183416","Hmsy[3]",0.006,0.006,0,0.005,0.021,FALSE,1,1.002,1113,17
"183516","Hmsy[4]",0.003,0.004,0,0.002,0.015,FALSE,1,1,3000,17
"183616","Stock.Status[1]",0.546,0.2,0.205,0.533,0.97,FALSE,1,1.003,1173,17
"183716","Stock.Status[2]",0.504,0.329,0.099,0.429,1.328,FALSE,1,1.002,966,17
"183816","Stock.Status[3]",0.435,0.137,0.192,0.429,0.717,FALSE,1,1.001,1217,17
"183916","Stock.Status[4]",0.638,0.222,0.249,0.625,1.093,FALSE,1,1.003,622,17
"184016","Proj1_biomass",7631.236,805.501,6205.285,7580.55,9301.714,FALSE,1,1.001,3000,17
