"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"184112","Bmsyseo",16368.966,3482.928,10739.464,15881.289,24196.226,FALSE,1,1.002,941,63
"184212","Fmsyseo",0.003,0.003,0,0.003,0.01,FALSE,1,1.001,3000,63
"184312","Fmsyseo2",0.003,0.003,0,0.003,0.01,FALSE,1,1.001,3000,63
"184412","Stock.Status.SEO",0.184,0.044,0.111,0.179,0.284,FALSE,1,1.001,2065,63
"185712","deviance",4414.151,26.901,4364.445,4413.132,4469.551,FALSE,1,1,3000,63
"170","r[1]",0.005,0.006,0,0.002,0.021,FALSE,1,1,3000,64
"251","r[2]",0.006,0.008,0,0.004,0.028,FALSE,1,1.003,3000,64
"313","r[3]",0.005,0.006,0,0.003,0.022,FALSE,1,1,3000,64
"413","r[4]",0.005,0.007,0,0.003,0.024,FALSE,1,1.002,2897,64
"513","K[1]",10263.74,4919.651,5060.967,8763.535,23422.435,FALSE,1,1.013,448,64
"613","K[2]",5931.342,4499.496,1933.391,4344.208,18085.307,FALSE,1,1.005,394,64
"713","K[3]",13974.899,5429.559,7856.846,12393.714,28155.29,FALSE,1,1.004,1284,64
"813","K[4]",10740.439,4871.985,5364.936,9341.257,23754.829,FALSE,1,1.011,253,64
"913","phi[1]",0.709,0.254,0.238,0.713,1.127,FALSE,1,1.002,1314,64
"1013","phi[2]",0.565,0.3,0.109,0.534,1.113,FALSE,1,1.005,390,64
"1117","phi[3]",0.767,0.231,0.311,0.786,1.129,FALSE,1,1.001,3000,64
"1215","phi[4]",0.717,0.252,0.257,0.723,1.123,FALSE,1,1.01,204,64
"1313","bigphi",0.74,0.211,0.308,0.752,1.103,FALSE,1,1,3000,64
"1413","R.hyp",0.015,0.028,0,0.007,0.114,FALSE,1,1.023,543,64
"1513","Kseo",40910.42,8625.492,27371.737,39785.095,60635.863,FALSE,1,1.001,2456,64
"1613","sigma",0.049,0.02,0.01,0.049,0.08,FALSE,1,1,3000,64
"1713","eta",224.84,326.358,0.671,92.403,1267.426,FALSE,1,1,3000,64
"1813","rB1",1.523,3.218,0.012,0.457,10.502,FALSE,1,1.001,3000,64
"1913","rB2",223.317,324.245,0.617,91.829,1259.482,FALSE,1,1,3000,64
"2013","pi[1]",0.251,0.096,0.121,0.228,0.49,FALSE,1,1.008,631,64
"2115","pi[2]",0.143,0.092,0.048,0.111,0.391,FALSE,1,1.008,280,64
"2213","pi[3]",0.343,0.105,0.186,0.326,0.584,FALSE,1,1.001,3000,64
"2313","pi[4]",0.263,0.097,0.124,0.243,0.498,FALSE,1,1.011,186,64
"2413","phiTau",1.743,3.394,0.498,1.16,6.166,FALSE,1,1.157,3000,64
"162713","qsCPUE[1]",2.221,0.304,1.684,2.199,2.849,FALSE,1,1.001,1577,64
"162813","qsCPUE[2]",12.701,2.405,8.619,12.526,18.062,FALSE,1,1.001,2447,64
"162913","qsCPUE[3]",4.691,0.43,3.935,4.672,5.597,FALSE,1,1,3000,64
"163013","qsCPUE[4]",3.764,0.43,2.997,3.732,4.67,FALSE,1,1.001,2035,64
"163113","Tau1",0.439,0.127,0.248,0.417,0.76,FALSE,1,1.001,1939,64
"163213","Tau2",0,0,0,0,0,FALSE,1,NA,1,64
"163313","Tau3",0.078,0.047,0.013,0.071,0.182,FALSE,1,1.001,1156,64
"182013","MSY[1]",13.895,16.569,0.351,7.345,60.646,FALSE,1,1.001,2782,64
"182113","MSY[2]",10.268,12.555,0.203,5.906,43.526,FALSE,1,1.008,998,64
"182213","MSY[3]",23.15,24.913,0.576,14.87,87.769,FALSE,1,1.001,3000,64
"182313","MSY[4]",16.407,19.133,0.415,9.103,71.362,FALSE,1,1,3000,64
"182413","Bmsy[1]",4105.496,1967.86,2024.387,3505.414,9368.974,FALSE,1,1.013,448,64
"182513","Bmsy[2]",2372.537,1799.798,773.356,1737.683,7234.123,FALSE,1,1.005,394,64
"182613","Bmsy[3]",5589.96,2171.824,3142.738,4957.486,11262.116,FALSE,1,1.004,1284,64
"182713","Bmsy[4]",4296.175,1948.794,2145.974,3736.503,9501.932,FALSE,1,1.011,253,64
"182813","Fmsy[1]",0.004,0.005,0,0.002,0.017,FALSE,1,1,3000,64
"182913","Fmsy[2]",0.005,0.007,0,0.003,0.023,FALSE,1,1.003,3000,64
"183013","Fmsy[3]",0.005,0.005,0,0.003,0.018,FALSE,1,1,3000,64
"183113","Fmsy[4]",0.004,0.006,0,0.002,0.02,FALSE,1,1.002,2897,64
"183213","Hmsy[1]",0.004,0.005,0,0.002,0.017,FALSE,1,1,3000,64
"183313","Hmsy[2]",0.005,0.007,0,0.003,0.023,FALSE,1,1.003,3000,64
"183413","Hmsy[3]",0.005,0.005,0,0.003,0.018,FALSE,1,1,3000,64
"183513","Hmsy[4]",0.004,0.006,0,0.002,0.02,FALSE,1,1.002,2897,64
"183613","Stock.Status[1]",0.594,0.231,0.209,0.584,1.069,FALSE,1,1.001,1750,64
"183713","Stock.Status[2]",0.403,0.224,0.086,0.373,0.881,FALSE,1,1.003,558,64
"183813","Stock.Status[3]",0.493,0.158,0.214,0.495,0.81,FALSE,1,1.001,1677,64
"183913","Stock.Status[4]",0.714,0.263,0.271,0.701,1.25,FALSE,1,1.009,229,64
"184013","Proj1_biomass",7759.494,755.967,6428.029,7704.315,9494.85,FALSE,1,1,3000,64
"184113","Bmsyseo",16364.168,3450.197,10948.695,15914.038,24254.345,FALSE,1,1.001,2456,64
"184213","Fmsyseo",0.004,0.004,0,0.003,0.015,FALSE,1,1,3000,64
"184313","Fmsyseo2",0.004,0.004,0,0.003,0.015,FALSE,1,1,3000,64
"184413","Stock.Status.SEO",0.5,0.111,0.309,0.492,0.737,FALSE,1,1,3000,64
"185713","deviance",4562.759,27.039,4512.03,4561.905,4616.954,FALSE,1,1,3000,64
"180","r[1]",0.004,0.005,0,0.002,0.017,FALSE,1,1.003,2438,65
"252","r[2]",0.011,0.013,0,0.007,0.046,FALSE,1,1.015,345,65
"314","r[3]",0.005,0.005,0,0.003,0.018,FALSE,1,1.005,1099,65
"414","r[4]",0.005,0.006,0,0.003,0.021,FALSE,1,1,3000,65
"514","K[1]",9700.295,4587.466,4722.241,8351.829,22375.037,FALSE,1,1.001,3000,65
"614","K[2]",6031.025,4291.964,1946.705,4599.765,18258.142,FALSE,1,1.014,240,65
"714","K[3]",14332.743,5297.239,7926.247,13029.793,28516.617,FALSE,1,1.002,1041,65
"814","K[4]",11392.452,5170.902,5646.543,9946.993,25239.392,FALSE,1,1.006,626,65
"914","phi[1]",0.732,0.254,0.246,0.747,1.131,FALSE,1,1,3000,65
"1014","phi[2]",0.551,0.292,0.097,0.517,1.107,FALSE,1,1.006,321,65
"1118","phi[3]",0.762,0.232,0.319,0.778,1.129,FALSE,1,1.005,433,65
"1216","phi[4]",0.729,0.247,0.251,0.74,1.125,FALSE,1,1.004,476,65
"1314","bigphi",0.732,0.215,0.27,0.74,1.098,FALSE,1,1.001,1598,65
"1414","R.hyp",0.017,0.028,0,0.008,0.111,FALSE,1,1.001,3000,65
"1514","Kseo",41456.514,8612.174,27280.394,40545.638,60935.736,FALSE,1,1,3000,65
"1614","sigma",0.065,0.012,0.038,0.067,0.081,FALSE,1,1,3000,65
"1714","eta",192.364,296.638,0.553,73.719,1150.516,FALSE,1,1.001,3000,65
"1814","rB1",1.313,2.401,0.011,0.459,8.435,FALSE,1,1.01,3000,65
"1914","rB2",191.051,294.965,0.514,73.025,1143.139,FALSE,1,1.001,3000,65
"2014","pi[1]",0.234,0.09,0.113,0.213,0.464,FALSE,1,1.002,1648,65
"2116","pi[2]",0.144,0.089,0.048,0.117,0.397,FALSE,1,1.015,201,65
"2214","pi[3]",0.347,0.101,0.189,0.331,0.578,FALSE,1,1.004,746,65
"2314","pi[4]",0.274,0.098,0.135,0.253,0.526,FALSE,1,1.004,572,65
"2414","phiTau",1.747,2.815,0.507,1.149,6.526,FALSE,1,1.045,3000,65
"162714","qsCPUE[1]",1.985,0.28,1.49,1.966,2.575,FALSE,1,1.002,1268,65
"162814","qsCPUE[2]",12.351,2.525,8.145,12.082,18.124,FALSE,1,1.001,2084,65
"162914","qsCPUE[3]",4.638,0.491,3.742,4.614,5.648,FALSE,1,1,3000,65
"163014","qsCPUE[4]",3.117,0.389,2.398,3.095,3.929,FALSE,1,1,2793,65
"163114","Tau1",0.496,0.14,0.284,0.475,0.848,FALSE,1,1,3000,65
"163214","Tau2",0,0,0,0,0,FALSE,1,NA,1,65
"163314","Tau3",0.271,0.055,0.162,0.269,0.379,FALSE,1,1.001,2282,65
"182014","MSY[1]",11.396,13.015,0.337,6.578,46.656,FALSE,1,1.006,1237,65
"182114","MSY[2]",18.009,18.764,0.275,12.738,68.643,FALSE,1,1.005,2070,65
"182214","MSY[3]",20.875,22.062,0.545,13.317,77.985,FALSE,1,1.008,658,65
"182314","MSY[4]",16.592,18.177,0.459,9.964,65.989,FALSE,1,1,3000,65
"182414","Bmsy[1]",3880.118,1834.986,1888.896,3340.731,8950.015,FALSE,1,1.001,3000,65
"182514","Bmsy[2]",2412.41,1716.786,778.682,1839.906,7303.257,FALSE,1,1.014,240,65
"182614","Bmsy[3]",5733.097,2118.896,3170.499,5211.917,11406.647,FALSE,1,1.002,1041,65
"182714","Bmsy[4]",4556.981,2068.361,2258.617,3978.797,10095.757,FALSE,1,1.006,626,65
"182814","Fmsy[1]",0.003,0.004,0,0.002,0.015,FALSE,1,1.003,2438,65
"182914","Fmsy[2]",0.01,0.011,0,0.006,0.039,FALSE,1,1.015,345,65
"183014","Fmsy[3]",0.004,0.004,0,0.002,0.015,FALSE,1,1.005,1099,65
"183114","Fmsy[4]",0.004,0.005,0,0.002,0.018,FALSE,1,1,3000,65
"183214","Hmsy[1]",0.003,0.004,0,0.002,0.015,FALSE,1,1.003,2438,65
"183314","Hmsy[2]",0.01,0.011,0,0.006,0.039,FALSE,1,1.015,345,65
"183414","Hmsy[3]",0.004,0.004,0,0.002,0.015,FALSE,1,1.005,1099,65
"183514","Hmsy[4]",0.004,0.005,0,0.002,0.018,FALSE,1,1,3000,65
"183614","Stock.Status[1]",0.361,0.145,0.125,0.348,0.68,FALSE,1,1,3000,65
"183714","Stock.Status[2]",0.419,0.247,0.087,0.372,1.008,FALSE,1,1.012,224,65
"183814","Stock.Status[3]",0.303,0.1,0.132,0.297,0.51,FALSE,1,1.001,3000,65
"183914","Stock.Status[4]",0.604,0.226,0.222,0.587,1.072,FALSE,1,1.001,1409,65
"184014","Proj1_biomass",5768.184,641.26,4579.965,5755.986,7102.322,FALSE,1,1,3000,65
"184114","Bmsyseo",16582.606,3444.87,10912.158,16218.255,24374.294,FALSE,1,1,3000,65
"184214","Fmsyseo",0.004,0.003,0,0.003,0.013,FALSE,1,1.004,1013,65
"184314","Fmsyseo2",0.004,0.003,0,0.003,0.013,FALSE,1,1.004,1013,65
"184414","Stock.Status.SEO",0.367,0.084,0.229,0.358,0.557,FALSE,1,1,3000,65
"185714","deviance",4525.274,27.484,4473.659,4524.571,4581.297,FALSE,1,1,3000,65
"190","r[1]",0.014,0.013,0,0.01,0.048,FALSE,1,1.002,2163,66
"253","r[2]",0.006,0.009,0,0.003,0.03,FALSE,1,1.007,1128,66
"315","r[3]",0.003,0.004,0,0.002,0.015,FALSE,1,1.001,3000,66
"415","r[4]",0.005,0.007,0,0.003,0.024,FALSE,1,1,3000,66
"515","K[1]",10248.862,4422.272,5481.263,8930.599,22518.864,FALSE,1,1.005,876,66
"615","K[2]",6474.229,3779.032,2831.972,5280.435,16933.292,FALSE,1,1.003,3000,66
"715","K[3]",16194.923,5123.72,9694.505,14937.74,29686.374,FALSE,1,1.006,1086,66
"815","K[4]",12744.985,4889.685,7136.761,11575.442,26506.813,FALSE,1,1.013,260,66
"915","phi[1]",0.713,0.251,0.252,0.721,1.119,FALSE,1,1.002,918,66
"1015","phi[2]",0.687,0.272,0.192,0.698,1.127,FALSE,1,1,3000,66
"1119","phi[3]",0.853,0.203,0.413,0.882,1.138,FALSE,1,1.001,3000,66
"1217","phi[4]",0.779,0.233,0.318,0.796,1.134,FALSE,1,1.007,303,66
"1315","bigphi",0.745,0.213,0.292,0.76,1.105,FALSE,1,1.001,1968,66
"1415","R.hyp",0.018,0.029,0,0.009,0.122,FALSE,1,1,3000,66
"1515","Kseo",45662.998,8994.849,31347.031,44560.341,66425.965,FALSE,1,1.004,657,66
"1615","sigma",0.062,0.014,0.034,0.063,0.081,FALSE,1,1.001,3000,66
"1715","eta",162.773,275.287,0.704,60.004,1082.065,FALSE,1,1,3000,66
"1815","rB1",1.248,2.553,0.01,0.433,8.66,FALSE,1,1.006,3000,66
"1915","rB2",161.525,273.535,0.636,59.516,1073.427,FALSE,1,1,3000,66
"2015","pi[1]",0.224,0.078,0.12,0.207,0.423,FALSE,1,1.005,481,66
"2117","pi[2]",0.141,0.069,0.061,0.12,0.323,FALSE,1,1.004,1216,66
"2215","pi[3]",0.356,0.084,0.217,0.346,0.544,FALSE,1,1.001,3000,66
"2315","pi[4]",0.279,0.082,0.156,0.264,0.481,FALSE,1,1.008,308,66
"2415","phiTau",1.562,1.628,0.502,1.119,5.128,FALSE,1,1.025,1929,66
"162715","qsCPUE[1]",2.298,0.282,1.783,2.276,2.879,FALSE,1,1,3000,66
"162815","qsCPUE[2]",7.323,1.442,4.921,7.159,10.567,FALSE,1,1,3000,66
"162915","qsCPUE[3]",4.085,0.385,3.408,4.064,4.933,FALSE,1,1,3000,66
"163015","qsCPUE[4]",3.29,0.343,2.667,3.268,4.008,FALSE,1,1,3000,66
"163115","Tau1",0.16,0.096,0.021,0.148,0.38,FALSE,1,1.001,2119,66
"163215","Tau2",0,0,0,0,0,FALSE,1,NA,1,66
"163315","Tau3",0.15,0.064,0.024,0.151,0.274,FALSE,1,1,3000,66
"182015","MSY[1]",40.413,32.679,0.652,35.03,115.868,FALSE,1,1,3000,66
"182115","MSY[2]",10.805,12.684,0.245,6.178,43.982,FALSE,1,1.004,1256,66
"182215","MSY[3]",16.196,19.394,0.607,8.775,70.645,FALSE,1,1.002,3000,66
"182315","MSY[4]",20.494,23.175,0.516,11.851,83.327,FALSE,1,1,3000,66
"182415","Bmsy[1]",4099.545,1768.909,2192.505,3572.24,9007.546,FALSE,1,1.005,876,66
"182515","Bmsy[2]",2589.691,1511.613,1132.789,2112.174,6773.317,FALSE,1,1.003,3000,66
"182615","Bmsy[3]",6477.969,2049.488,3877.802,5975.096,11874.55,FALSE,1,1.006,1086,66
"182715","Bmsy[4]",5097.994,1955.874,2854.704,4630.177,10602.725,FALSE,1,1.013,260,66
"182815","Fmsy[1]",0.012,0.011,0,0.009,0.04,FALSE,1,1.002,2163,66
"182915","Fmsy[2]",0.005,0.007,0,0.003,0.025,FALSE,1,1.007,1128,66
"183015","Fmsy[3]",0.003,0.004,0,0.001,0.013,FALSE,1,1.001,3000,66
"183115","Fmsy[4]",0.004,0.006,0,0.002,0.02,FALSE,1,1,3000,66
"183215","Hmsy[1]",0.012,0.011,0,0.009,0.04,FALSE,1,1.002,2163,66
"183315","Hmsy[2]",0.005,0.007,0,0.003,0.025,FALSE,1,1.007,1128,66
"183415","Hmsy[3]",0.003,0.004,0,0.001,0.013,FALSE,1,1.001,3000,66
"183515","Hmsy[4]",0.004,0.006,0,0.002,0.02,FALSE,1,1,3000,66
"183615","Stock.Status[1]",0.601,0.233,0.223,0.584,1.117,FALSE,1,1.001,1974,66
"183715","Stock.Status[2]",0.592,0.263,0.165,0.576,1.145,FALSE,1,1,3000,66
"183815","Stock.Status[3]",0.571,0.161,0.278,0.564,0.902,FALSE,1,1.001,3000,66
"183915","Stock.Status[4]",0.717,0.229,0.303,0.705,1.167,FALSE,1,1.007,289,66
"184015","Proj1_biomass",9934.786,1063.394,7992.003,9891.446,12190.916,FALSE,1,1,3000,66
"184115","Bmsyseo",18265.199,3597.94,12538.813,17824.136,26570.386,FALSE,1,1.004,657,66
"184215","Fmsyseo",0.005,0.004,0,0.004,0.015,FALSE,1,1.002,3000,66
"184315","Fmsyseo2",0.005,0.004,0,0.004,0.015,FALSE,1,1.002,3000,66
"184415","Stock.Status.SEO",0.572,0.123,0.366,0.563,0.839,FALSE,1,1.003,947,66
"185715","deviance",4581.407,26.792,4531.024,4580.494,4635.227,FALSE,1,1,3000,66
"1100","r[1]",0.019,0.016,0,0.016,0.058,FALSE,1,1,3000,67
"254","r[2]",0.011,0.012,0,0.007,0.04,FALSE,1,1.001,1822,67
"316","r[3]",0.011,0.009,0,0.009,0.031,FALSE,1,1.005,715,67
"416","r[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1.003,1596,67
"516","K[1]",10390.57,5697.196,4332.737,8567.092,25592.133,FALSE,1,1.027,139,67
"616","K[2]",6455.002,4822.313,2156.796,4833.453,20191.186,FALSE,1,1.002,1664,67
"716","K[3]",12522.075,5394.459,6726.826,10938.312,27444.5,FALSE,1,1.008,300,67
"816","K[4]",10713.744,4677.907,5358.053,9448.881,22947.676,FALSE,1,1.006,906,67
"916","phi[1]",0.576,0.283,0.145,0.538,1.108,FALSE,1,1.013,161,67
"1016","phi[2]",0.553,0.293,0.108,0.523,1.102,FALSE,1,1.001,1824,67
"1120","phi[3]",0.73,0.248,0.258,0.739,1.124,FALSE,1,1.008,241,67
"1218","phi[4]",0.762,0.246,0.287,0.782,1.135,FALSE,1,1.001,2144,67
"1316","bigphi",0.735,0.21,0.302,0.744,1.105,FALSE,1,1,3000,67
"1416","R.hyp",0.023,0.031,0.001,0.013,0.128,FALSE,1,1.002,3000,67
"1516","Kseo",40081.391,8526.715,26058.773,39076.743,59197.475,FALSE,1,1.001,1309,67
"1616","sigma",0.051,0.02,0.01,0.052,0.081,FALSE,1,1.001,1825,67
"1716","eta",142.251,251.81,0.773,54.963,971.496,FALSE,1,1.003,3000,67
"1816","rB1",1.635,3.17,0.013,0.595,10.633,FALSE,1,1.001,3000,67
"1916","rB2",140.616,249.389,0.705,54.068,960.542,FALSE,1,1.003,3000,67
"2016","pi[1]",0.257,0.115,0.105,0.231,0.536,FALSE,1,1.023,137,67
"2118","pi[2]",0.159,0.1,0.052,0.127,0.431,FALSE,1,1.004,837,67
"2216","pi[3]",0.313,0.107,0.159,0.292,0.574,FALSE,1,1.013,159,67
"2316","pi[4]",0.27,0.101,0.123,0.252,0.512,FALSE,1,1.004,1060,67
"2416","phiTau",1.768,3.335,0.496,1.169,6.135,FALSE,1,1.118,3000,67
"162716","qsCPUE[1]",2.523,0.342,1.917,2.502,3.262,FALSE,1,1,3000,67
"162816","qsCPUE[2]",9.352,1.817,6.28,9.222,13.34,FALSE,1,1,3000,67
"162916","qsCPUE[3]",5.601,0.562,4.605,5.574,6.83,FALSE,1,1.001,1911,67
"163016","qsCPUE[4]",3.249,0.429,2.488,3.231,4.156,FALSE,1,1.001,3000,67
"163116","Tau1",0.418,0.156,0.18,0.393,0.805,FALSE,1,1.002,1652,67
"163216","Tau2",0,0,0,0,0,FALSE,1,NA,1,67
"163316","Tau3",0.164,0.063,0.031,0.168,0.283,FALSE,1,1.001,1657,67
"182016","MSY[1]",55.066,40.073,0.844,50.746,144.029,FALSE,1,1.009,399,67
"182116","MSY[2]",17.491,17.45,0.299,13.114,62.307,FALSE,1,1.001,3000,67
"182216","MSY[3]",41.197,32.03,0.815,36.259,113.448,FALSE,1,1,3000,67
"182316","MSY[4]",11.128,13.111,0.383,6.052,47.684,FALSE,1,1.001,1352,67
"182416","Bmsy[1]",4156.228,2278.878,1733.095,3426.837,10236.853,FALSE,1,1.027,139,67
"182516","Bmsy[2]",2582.001,1928.925,862.719,1933.381,8076.474,FALSE,1,1.002,1664,67
"182616","Bmsy[3]",5008.83,2157.783,2690.73,4375.325,10977.8,FALSE,1,1.008,300,67
"182716","Bmsy[4]",4285.497,1871.163,2143.221,3779.552,9179.071,FALSE,1,1.006,906,67
"182816","Fmsy[1]",0.016,0.013,0,0.013,0.049,FALSE,1,1,3000,67
"182916","Fmsy[2]",0.009,0.01,0,0.006,0.033,FALSE,1,1.001,1822,67
"183016","Fmsy[3]",0.009,0.007,0,0.008,0.026,FALSE,1,1.005,715,67
"183116","Fmsy[4]",0.003,0.004,0,0.001,0.014,FALSE,1,1.003,1596,67
"183216","Hmsy[1]",0.016,0.013,0,0.013,0.049,FALSE,1,1,3000,67
"183316","Hmsy[2]",0.009,0.01,0,0.006,0.033,FALSE,1,1.001,1822,67
"183416","Hmsy[3]",0.009,0.007,0,0.008,0.026,FALSE,1,1.005,715,67
"183516","Hmsy[4]",0.003,0.004,0,0.001,0.014,FALSE,1,1.003,1596,67
"183616","Stock.Status[1]",0.43,0.217,0.127,0.401,0.941,FALSE,1,1.005,457,67
"183716","Stock.Status[2]",0.441,0.249,0.089,0.405,0.988,FALSE,1,1.002,1288,67
"183816","Stock.Status[3]",0.312,0.112,0.122,0.306,0.545,FALSE,1,1.009,224,67
"183916","Stock.Status[4]",0.592,0.215,0.231,0.582,1.044,FALSE,1,1.001,1794,67
"184016","Proj1_biomass",5735.398,643.341,4617.41,5676.468,7112.867,FALSE,1,1.002,2410,67
"184116","Bmsyseo",16032.556,3410.686,10423.509,15630.697,23678.99,FALSE,1,1.001,1309,67
"184216","Fmsyseo",0.008,0.005,0.001,0.007,0.02,FALSE,1,1.001,1624,67
"184316","Fmsyseo2",0.008,0.005,0.001,0.007,0.02,FALSE,1,1.001,1624,67
"184416","Stock.Status.SEO",0.376,0.088,0.232,0.367,0.571,FALSE,1,1,3000,67
"185716","deviance",4504.877,26.842,4454.076,4504.215,4558.275,FALSE,1,1,3000,67
"1101","r[1]",0.024,0.018,0,0.02,0.069,FALSE,1,1.014,230,68
"255","r[2]",0.011,0.013,0,0.007,0.041,FALSE,1,1.009,1795,68
"317","r[3]",0.005,0.005,0,0.003,0.018,FALSE,1,1,3000,68
"417","r[4]",0.003,0.004,0,0.001,0.013,FALSE,1,1.004,1370,68
"517","K[1]",8478.777,5396.333,3246.726,6770.85,23105.723,FALSE,1,1.039,101,68
"617","K[2]",6513.988,5297.365,1833.443,4543.512,21526.823,FALSE,1,1.004,822,68
"717","K[3]",14135.928,6028.418,7017.275,12477.335,28631.426,FALSE,1,1.021,211,68
"817","K[4]",10425.191,5140.712,5015.834,8765.609,24062.783,FALSE,1,1.024,291,68
"917","phi[1]",0.573,0.281,0.125,0.55,1.101,FALSE,1,1.015,136,68
"1017","phi[2]",0.503,0.3,0.078,0.458,1.097,FALSE,1,1.004,511,68
"1121","phi[3]",0.708,0.249,0.261,0.707,1.122,FALSE,1,1.005,438,68
"1219","phi[4]",0.723,0.253,0.245,0.738,1.128,FALSE,1,1.004,704,68
"1317","bigphi",0.726,0.211,0.282,0.737,1.089,FALSE,1,1,2396,68
"1417","R.hyp",0.025,0.035,0.001,0.013,0.151,FALSE,1,1,3000,68
"1517","Kseo",39553.883,8926.787,25231.252,38442.933,59603.738,FALSE,1,1.002,1111,68
"1617","sigma",0.059,0.016,0.023,0.062,0.081,FALSE,1,1,3000,68
"1717","eta",97.315,197.85,0.479,34.389,661.372,FALSE,1,1,3000,68
"1817","rB1",0.915,1.811,0.01,0.39,5.131,FALSE,1,1.004,3000,68
"1917","rB2",96.401,196.477,0.433,34.029,659.933,FALSE,1,1,3000,68
"2017","pi[1]",0.212,0.108,0.079,0.185,0.493,FALSE,1,1.024,112,68
"2119","pi[2]",0.163,0.113,0.044,0.123,0.464,FALSE,1,1.006,418,68
"2217","pi[3]",0.361,0.125,0.164,0.341,0.635,FALSE,1,1.019,153,68
"2317","pi[4]",0.264,0.106,0.12,0.239,0.534,FALSE,1,1.013,294,68
"2417","phiTau",1.748,2.631,0.507,1.18,6.32,FALSE,1,1.013,1613,68
"162717","qsCPUE[1]",2.865,0.441,2.097,2.823,3.807,FALSE,1,1.002,1396,68
"162817","qsCPUE[2]",11.085,2.202,7.444,10.865,16.038,FALSE,1,1.001,2485,68
"162917","qsCPUE[3]",5.149,0.494,4.238,5.135,6.149,FALSE,1,1.002,939,68
"163017","qsCPUE[4]",3.972,0.482,3.113,3.943,5.033,FALSE,1,1.001,1821,68
"163117","Tau1",0.604,0.153,0.354,0.587,0.933,FALSE,1,1.001,1568,68
"163217","Tau2",0,0,0,0,0,FALSE,1,NA,1,68
"163317","Tau3",0.143,0.067,0.021,0.144,0.275,FALSE,1,1.001,1938,68
"182017","MSY[1]",52.663,33.223,1.173,51.261,124.097,FALSE,1,1.005,1899,68
"182117","MSY[2]",17.545,19.315,0.253,12.309,68.024,FALSE,1,1.007,1127,68
"182217","MSY[3]",20.381,21.598,0.549,12.833,78.89,FALSE,1,1.002,2016,68
"182317","MSY[4]",7.939,9.554,0.321,4.261,34.323,FALSE,1,1.002,3000,68
"182417","Bmsy[1]",3391.511,2158.533,1298.69,2708.34,9242.289,FALSE,1,1.039,101,68
"182517","Bmsy[2]",2605.595,2118.946,733.377,1817.405,8610.729,FALSE,1,1.004,822,68
"182617","Bmsy[3]",5654.371,2411.367,2806.91,4990.934,11452.571,FALSE,1,1.021,211,68
"182717","Bmsy[4]",4170.076,2056.285,2006.334,3506.243,9625.113,FALSE,1,1.024,291,68
"182817","Fmsy[1]",0.02,0.015,0,0.017,0.058,FALSE,1,1.014,230,68
"182917","Fmsy[2]",0.009,0.011,0,0.006,0.035,FALSE,1,1.009,1795,68
"183017","Fmsy[3]",0.004,0.004,0,0.002,0.015,FALSE,1,1,3000,68
"183117","Fmsy[4]",0.002,0.003,0,0.001,0.011,FALSE,1,1.004,1370,68
"183217","Hmsy[1]",0.02,0.015,0,0.017,0.058,FALSE,1,1.014,230,68
"183317","Hmsy[2]",0.009,0.011,0,0.006,0.035,FALSE,1,1.009,1795,68
"183417","Hmsy[3]",0.004,0.004,0,0.002,0.015,FALSE,1,1,3000,68
"183517","Hmsy[4]",0.002,0.003,0,0.001,0.011,FALSE,1,1.004,1370,68
"183617","Stock.Status[1]",0.357,0.196,0.088,0.322,0.819,FALSE,1,1.022,113,68
"183717","Stock.Status[2]",0.302,0.201,0.051,0.26,0.775,FALSE,1,1.004,925,68
"183817","Stock.Status[3]",0.197,0.074,0.08,0.192,0.359,FALSE,1,1.005,393,68
"183917","Stock.Status[4]",0.422,0.166,0.144,0.418,0.771,FALSE,1,1.002,1367,68
"184017","Proj1_biomass",3744.611,421.442,2993.471,3728.804,4617.956,FALSE,1,1,3000,68
"184117","Bmsyseo",15821.553,3570.715,10092.501,15377.173,23841.495,FALSE,1,1.002,1111,68
"184217","Fmsyseo",0.006,0.004,0.001,0.006,0.015,FALSE,1,1,3000,68
"184317","Fmsyseo2",0.006,0.004,0.001,0.006,0.015,FALSE,1,1,3000,68
"184417","Stock.Status.SEO",0.256,0.062,0.152,0.249,0.398,FALSE,1,1.001,1487,68
"185717","deviance",4492.017,27.52,4440.253,4491.678,4547.247,FALSE,1,1.001,3000,68
"1102","r[1]",0.013,0.018,0,0.007,0.059,FALSE,1,1.003,2854,69
"256","r[2]",0.027,0.035,0,0.016,0.148,FALSE,1,1.004,1037,69
"318","r[3]",0.011,0.014,0,0.007,0.044,FALSE,1,1,3000,69
"418","r[4]",0.016,0.023,0,0.008,0.087,FALSE,1,1.001,3000,69
"518","K[1]",9262.646,4346.224,4975.811,7960.096,21274.667,FALSE,1,1.002,877,69
"618","K[2]",5216.548,3888.61,1732.722,3987.073,15899.604,FALSE,1,1.013,3000,69
"718","K[3]",15065.481,5304.789,8807.264,13556.723,28463.745,FALSE,1,1.009,382,69
"818","K[4]",10888.081,4681.667,6078.738,9497.531,23580.348,FALSE,1,1.016,607,69
"918","phi[1]",0.738,0.251,0.264,0.75,1.128,FALSE,1,1.003,721,69
"1018","phi[2]",0.548,0.286,0.104,0.517,1.099,FALSE,1,1,3000,69
