Filename,Frame,Time..HMS.,Period,Period.time..HMS.,Image.row,Image.col,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect.Number,Dive.Type,X,X.1,X.2,X.3,Family,Genus,Species,Code,Number,Stage,Activity,Check.ID,Comment.1,Event.Time.HH.MM.SS
SL_2022_NSEO_Dive_12_09-49-17.000.avi,38199,10:22:51,NA,NA,593,837,QC,EricaEbert,100,N/A,2022,12,14,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_12_09-49-17.000.avi,38610,10:23:05,NA,NA,629,862,QC,EricaEbert,100,N/A,2022,12,14,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_12_09-49-17.000.avi,44104,10:26:08,NA,NA,603,842,QC,EricaEbert,100,N/A,2022,12,14,Line,NA,NA,NA,NA,Bad,poor visibility,sp,,6,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_12_09-49-17.000.avi,44467,10:26:20,NA,NA,645,879,QC,EricaEbert,100,N/A,2022,12,14,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,7,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_12_09-49-17.000.avi,76900,10:44:21,NA,NA,622,867,QC,EricaEbert,100,N/A,2022,12,14,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,8,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_13_06-33-17.000.avi,438,6:49:02,NA,NA,637,877,QC,EricaEbert,60,N/A,2022,13,13,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_13_06-33-17.000.avi,64736,7:24:45,NA,NA,607,857,QC,EricaEbert,60,N/A,2022,13,13,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,2,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,634,7:55:55,NA,NA,634,872,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,10495,8:01:24,NA,NA,629,861,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,repositioned,BRP,BRP,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,15178,8:04:00,NA,NA,640,886,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,23119,8:08:25,NA,NA,613,847,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,going over drop-off,BDO,BDO,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,23564,8:08:39,NA,NA,612,852,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,6,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,25617,8:09:48,NA,NA,610,852,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,7,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,26690,8:10:24,NA,NA,625,859,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,8,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,32302,8:13:31,NA,NA,545,792,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,9,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,34357,8:14:39,NA,NA,650,896,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,10,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,54335,8:25:45,NA,NA,618,854,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,going over drop-off,BDO,BDO,11,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,54706,8:25:58,NA,NA,607,852,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,12,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,56067,8:26:43,NA,NA,597,847,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,14,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,56440,8:26:55,NA,NA,605,845,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,15,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,57591,8:27:34,NA,NA,603,847,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,16,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,58070,8:27:50,NA,NA,617,861,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,17,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,58835,8:28:15,NA,NA,620,862,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,18,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,60355,8:29:06,NA,NA,624,855,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,20,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_14_07-31-06.000.avi,84102,8:42:17,NA,NA,632,871,QC,EricaEbert,50,N/A,2022,14,15,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,21,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,136,9:14:48,NA,NA,595,835,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,1922,9:15:47,NA,NA,597,845,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,2700,9:16:13,NA,NA,605,847,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,71431,9:54:24,NA,NA,615,842,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,71929,9:54:41,NA,NA,598,837,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,72375,9:54:56,NA,NA,590,822,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Bad,going over drop-off,BDO,BDO,6,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,73811,9:55:43,NA,NA,613,852,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,7,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_15_09-06-32.000.avi,75015,9:56:24,NA,NA,620,855,QC,EricaEbert,50,N/A,2022,15,16,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,8,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_16_10-02-34.000.avi,122,10:27:53,NA,NA,629,871,QC,EricaEbert,100,N/A,2022,16,17,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_16_10-02-34.000.avi,28189,10:43:29,NA,NA,603,852,QC,EricaEbert,100,N/A,2022,16,17,Line,NA,NA,NA,NA,Bad,loitering in same area,BLA,BLA,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_16_10-02-34.000.avi,28421,10:43:36,NA,NA,634,877,QC,EricaEbert,100,N/A,2022,16,17,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_16_10-02-34.000.avi,61585,11:02:02,NA,NA,613,861,QC,EricaEbert,100,N/A,2022,16,17,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,4,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,256,11:44:09,NA,NA,631.93,868.91,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,2381,11:45:19,NA,NA,589.92,825.21,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,3162,11:45:45,NA,NA,616.81,857.14,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,41775,12:07:12,NA,NA,621.85,836.97,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,42071,12:07:22,NA,NA,633.61,872.27,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,42311,12:07:30,NA,NA,600,845.38,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,6,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,42819,12:07:47,NA,NA,625.21,860.5,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,7,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_17_11-28-03.000.avi,64888,12:20:03,NA,NA,625.21,858.82,QC,EricaEbert,130,N/A,2022,17,18,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,8,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_18_12-30-32.000.avi,273,13:18:26,NA,NA,623.53,857.14,QC,EricaEbert,117,N/A,2022,18,19,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_18_12-30-32.000.avi,831,13:18:45,NA,NA,598.32,843.7,QC,EricaEbert,117,N/A,2022,18,19,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_18_12-30-32.000.avi,1026,13:18:51,NA,NA,596.64,842.02,QC,EricaEbert,117,N/A,2022,18,19,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_18_12-30-32.000.avi,61678,13:52:33,NA,NA,601.68,831.93,QC,EricaEbert,117,N/A,2022,18,19,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,4,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_19_14-03-22.000.avi,421,14:27:01,NA,NA,620.17,857.14,QC,EricaEbert,110,N/A,2022,19,22,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_19_14-03-22.000.avi,61218,15:00:48,NA,NA,616.81,862.18,QC,EricaEbert,110,N/A,2022,19,22,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,2,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,317,15:40:36,NA,NA,615.13,860.5,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,6425,15:43:59,NA,NA,598.32,838.66,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,6831,15:44:13,NA,NA,623.53,867.23,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,38520,16:01:49,NA,NA,563.03,808.4,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,40040,16:02:40,NA,NA,633.61,877.31,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,45531,16:05:43,NA,NA,593.28,843.7,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Bad,loitering in same area,BLA,BLA,6,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,46106,16:06:02,NA,NA,598.32,842.02,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,7,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_20_15-28-57.000.avi,76358,16:22:50,NA,NA,594.96,845.38,QC,EricaEbert,130,N/A,2022,20,23,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,8,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,869,16:59:19,NA,NA,626.89,860.5,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,start,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,7553,17:03:02,NA,NA,576.47,826.89,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,7869,17:03:12,NA,NA,603.36,843.7,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,11166,17:05:02,NA,NA,610.08,853.78,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,loitering in same area,BLA,BLA,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,11955,17:05:28,NA,NA,630.25,875.63,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,19222,17:09:31,NA,NA,603.36,845.38,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,loitering in same area,BLA,BLA,6,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,22417,17:11:17,NA,NA,608.4,847.06,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,8,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,29605,17:15:17,NA,NA,600,845.38,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,9,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,30005,17:15:30,NA,NA,620.17,862.18,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,10,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,30773,17:15:56,NA,NA,598.32,845.38,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,loitering in same area,BLA,BLA,11,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,32076,17:16:39,NA,NA,626.89,868.91,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,13,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,34656,17:18:05,NA,NA,596.64,840.34,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,resting on bottom,BRB,BRB,14,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,39694,17:20:53,NA,NA,621.85,863.87,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,15,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,49692,17:26:26,NA,NA,589.92,828.57,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,16,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,52938,17:28:15,NA,NA,628.57,867.23,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,18,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,70488,17:38:00,NA,NA,600,842.02,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,19,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,70843,17:38:11,NA,NA,615.13,853.78,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,20,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,83420,17:45:11,NA,NA,591.6,838.66,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,21,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,83667,17:45:19,NA,NA,618.49,855.46,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,22,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_21_16-44-41.000.avi,88342,17:47:55,NA,NA,594.96,847.06,QC,EricaEbert,130,N/A,2022,21,24,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,23,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,558,8:06:46,NA,NA,625.21,862.18,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,35661,8:26:16,NA,NA,608.4,853.78,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,37069,8:27:03,NA,NA,621.85,850.42,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,51255,8:34:55,NA,NA,618.49,865.55,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Bad,loitering in same area,BLA,BLA,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,51874,8:35:16,NA,NA,630.25,870.59,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,62254,8:41:02,NA,NA,621.85,853.78,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Bad,loitering in same area,BLA,BLA,6,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,63532,8:41:45,NA,NA,631.93,863.87,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,7,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_22_07-47-18.000.avi,72948,8:46:59,NA,NA,611.76,853.78,QC,EricaEbert,50,N/A,2022,22,20,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,8,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_23_09-00-25.000.avi,311,9:24:30,NA,NA,615.13,852.1,QC,EricaEbert,60,N/A,2022,23,21,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_23_09-00-25.000.avi,45101,9:49:23,NA,NA,589.92,826.89,QC,EricaEbert,60,N/A,2022,23,21,Line,NA,NA,NA,NA,Bad,going over drop-off,BDO,BDO,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_23_09-00-25.000.avi,45533,9:49:38,NA,NA,601.68,842.02,QC,EricaEbert,60,N/A,2022,23,21,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_23_09-00-25.000.avi,48522,9:51:17,NA,NA,578.15,821.85,QC,EricaEbert,60,N/A,2022,23,21,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_23_09-00-25.000.avi,48800,9:51:27,NA,NA,581.51,828.57,QC,EricaEbert,60,N/A,2022,23,21,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_23_09-00-25.000.avi,66963,10:01:32,NA,NA,621.85,858.82,QC,EricaEbert,60,N/A,2022,23,21,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,6,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_24_10-10-50.000.avi,142,10:58:29,NA,NA,606.72,842.02,QC,EricaEbert,100,N/A,2022,24,25,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_24_10-10-50.000.avi,32495,11:16:27,NA,NA,588.24,835.29,QC,EricaEbert,100,N/A,2022,24,25,Line,NA,NA,NA,NA,Bad,lost bottom visual,BLB,BLB,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_24_10-10-50.000.avi,33198,11:16:51,NA,NA,603.36,843.7,QC,EricaEbert,100,N/A,2022,24,25,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_24_10-10-50.000.avi,69365,11:36:56,NA,NA,621.85,860.5,QC,EricaEbert,100,N/A,2022,24,25,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,4,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_25_11-47-04.000.avi,291,12:33:58,NA,NA,636.97,873.95,QC,EricaEbert,90,N/A,2022,25,26,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_25_11-47-04.000.avi,31765,12:51:27,NA,NA,556.3,803.36,QC,EricaEbert,90,N/A,2022,25,26,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_25_11-47-04.000.avi,32149,12:51:40,NA,NA,615.13,858.82,QC,EricaEbert,90,N/A,2022,25,26,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_25_11-47-04.000.avi,72468,13:14:04,NA,NA,608.4,852.1,QC,EricaEbert,90,N/A,2022,25,26,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,4,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_26_13-48-56.000.avi,2230,13:54:49,NA,NA,630.25,915.97,QC,EricaEbert,85,N/A,2022,26,27,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_26_13-48-56.000.avi,66584,14:30:34,NA,NA,628.57,867.23,QC,EricaEbert,85,N/A,2022,26,27,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,2,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_27_14-41-51.000.avi,862,15:56:58,NA,NA,618.49,858.82,QC,EricaEbert,60,N/A,2022,27,28,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_27_14-41-51.000.avi,77148,16:39:21,NA,NA,621.85,858.82,QC,EricaEbert,60,N/A,2022,27,28,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,2,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_28_07-58-11.000.avi,599,8:32:45,NA,NA,626.89,867.23,QC,EricaEbert,70,N/A,2022,28,1,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_28_07-58-11.000.avi,66382,9:09:18,NA,NA,616.81,852.1,QC,EricaEbert,70,N/A,2022,28,1,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,2,AD,Passing,NA,END,NA
SL_2022_NSEO_Dive_29_09-22-56.000.avi,2146,9:38:34,NA,NA,634,877,QC,EricaEbert,75,N/A,2022,29,29,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,1,AD,Passing,NA,START,NA
SL_2022_NSEO_Dive_29_09-22-56.000.avi,40856,10:00:04,NA,NA,627,854,QC,EricaEbert,75,N/A,2022,29,29,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,2,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_29_09-22-56.000.avi,41328,10:00:20,NA,NA,608,845,QC,EricaEbert,75,N/A,2022,29,29,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,3,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_29_09-22-56.000.avi,42149,10:00:47,NA,NA,568,897,QC,EricaEbert,75,N/A,2022,29,29,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,4,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_29_09-22-56.000.avi,42502,10:00:59,NA,NA,605,845,QC,EricaEbert,75,N/A,2022,29,29,Line,NA,NA,NA,NA,Good,Good Going Forward,GGF,GGF,5,AD,Passing,NA,,NA
SL_2022_NSEO_Dive_29_09-22-56.000.avi,43006,10:01:16,NA,NA,617,866,QC,EricaEbert,75,N/A,2022,29,29,Line,NA,NA,NA,NA,Bad,poor visibility,BPV,BPV,6,AD,Passing,NA,,NA
