"","Seconds","DIVE_NO","ROV_X","ROV_Y","Family"
"6995",60670,3,503916.8,6196415.68,"Good"
"6996",60671,3,503916.8,6196415.68,"Good"
"6997",60672,3,503916.8,6196415.68,"Good"
"6998",60673,3,503916.8,6196415.68,"Good"
"6999",60674,3,503917.23,6196412.78,"Good"
"7000",60675,3,503917.23,6196412.78,"Good"
"7001",60676,3,503917.23,6196412.78,"Good"
"7002",60677,3,503917.23,6196412.78,"Good"
"7003",60678,3,503917.23,6196412.78,"Good"
"7004",60679,3,503917.23,6196412.78,"Good"
"7005",60680,3,503917.23,6196412.78,"Good"
"7006",60681,3,503917.23,6196412.78,"Good"
"7007",60682,3,503919.78,6196410.35,"Good"
"7008",60683,3,503919.78,6196410.35,"Good"
"7009",60684,3,503919.78,6196410.35,"Good"
"7010",60685,3,503919.78,6196410.35,"Good"
"7011",60686,3,503919.78,6196410.35,"Good"
"7012",60687,3,503919.78,6196410.35,"Good"
"7013",60688,3,503919.78,6196410.35,"Good"
"7014",60689,3,503919.78,6196410.35,"Good"
"7015",60690,3,503919.78,6196410.35,"Good"
"7016",60691,3,503919.78,6196410.35,"Good"
"7017",60692,3,503920.12,6196413.54,"Good"
"7018",60693,3,503920.12,6196413.54,"Good"
"7019",60694,3,503920.12,6196413.54,"Good"
"7020",60695,3,503922.25,6196408.74,"Good"
"7021",60696,3,503922.25,6196408.74,"Good"
"7022",60697,3,503922.25,6196408.74,"Good"
"7023",60698,3,503918.49,6196412.08,"Good"
"7024",60699,3,503918.49,6196412.08,"Good"
"7025",60700,3,503918.49,6196412.08,"Good"
"7026",60701,3,503920.69,6196406.43,"Good"
"7027",60702,3,503920.69,6196406.43,"Good"
"7028",60703,3,503920.69,6196406.43,"Good"
"7029",60704,3,503920.78,6196407.82,"Good"
"7030",60705,3,503920.78,6196407.82,"Good"
"7031",60706,3,503920.78,6196407.82,"Good"
"7032",60707,3,503923.01,6196407.57,"Good"
"7033",60708,3,503923.01,6196407.57,"Good"
"7034",60709,3,503923.01,6196407.57,"Good"
"7035",60710,3,503922.65,6196405.28,"Good"
"7036",60711,3,503922.65,6196405.28,"Good"
"7037",60712,3,503922.65,6196405.28,"Good"
"7038",60713,3,503924.26,6196403.87,"Good"
"7039",60714,3,503924.26,6196403.87,"Good"
"7040",60715,3,503924.26,6196403.87,"Good"
"7041",60716,3,503923.58,6196404.44,"Good"
"7042",60717,3,503923.58,6196404.44,"Good"
"7043",60718,3,503923.58,6196404.44,"Good"
"7044",60719,3,503923.58,6196404.44,"Good"
"7045",60720,3,503925.62,6196401.63,"Good"
"7046",60721,3,503925.62,6196401.63,"Good"
"7047",60722,3,503925.62,6196401.63,"Good"
"7048",60723,3,503925.9,6196403.11,"Good"
"7049",60724,3,503925.9,6196403.11,"Good"
"7050",60725,3,503925.9,6196403.11,"Good"
"7051",60726,3,503929.02,6196399.69,"Good"
"7052",60727,3,503929.02,6196399.69,"Good"
"7053",60728,3,503929.02,6196399.69,"Good"
"7054",60729,3,503928.43,6196401.18,"Good"
"7055",60730,3,503928.43,6196401.18,"Good"
"7056",60731,3,503928.43,6196401.18,"Good"
"7057",60732,3,503931.74,6196395.64,"Good"
"7058",60733,3,503931.74,6196395.64,"Good"
"7059",60734,3,503931.74,6196395.64,"Good"
"7060",60735,3,503918.06,6196402.21,"Good"
"7061",60736,3,503918.06,6196402.21,"Good"
"7062",60737,3,503918.06,6196402.21,"Good"
"7063",60738,3,503934.44,6196394.97,"Good"
"7064",60739,3,503934.44,6196394.97,"Good"
"7065",60740,3,503934.44,6196394.97,"Good"
"7066",60741,3,503931.31,6196397.61,"Good"
"7067",60742,3,503931.31,6196397.61,"Good"
"7068",60743,3,503931.31,6196397.61,"Good"
"7069",60744,3,503934.79,6196395.03,"Good"
"7070",60745,3,503934.79,6196395.03,"Good"
"7071",60746,3,503934.79,6196395.03,"Good"
"7072",60747,3,503934.79,6196395.03,"Good"
"7073",60748,3,503934.79,6196395.03,"Good"
"7074",60749,3,503934.79,6196395.03,"Good"
"7075",60750,3,503934.79,6196395.03,"Good"
"7076",60751,3,503934.79,6196395.03,"Good"
"7077",60752,3,503935.95,6196392.36,"Good"
"7078",60753,3,503935.95,6196392.36,"Good"
"7079",60754,3,503935.95,6196392.36,"Good"
"7080",60755,3,503936.57,6196392.19,"Good"
"7081",60756,3,503936.57,6196392.19,"Good"
"7082",60757,3,503936.57,6196392.19,"Good"
"7083",60758,3,503935.26,6196391.65,"Good"
"7084",60759,3,503935.26,6196391.65,"Good"
"7085",60760,3,503935.26,6196391.65,"Good"
"7086",60761,3,503935.26,6196391.65,"Good"
"7087",60762,3,503936.93,6196390.51,"Good"
"7088",60763,3,503936.93,6196390.51,"Good"
"7089",60764,3,503936.93,6196390.51,"Good"
"7090",60765,3,503937.21,6196389.64,"Good"
"7091",60766,3,503937.21,6196389.64,"Good"
"7092",60767,3,503937.21,6196389.64,"Good"
"7093",60768,3,503938.63,6196388.49,"Good"
"7094",60769,3,503938.63,6196388.49,"Good"
"7095",60770,3,503938.63,6196388.49,"Good"
"7096",60771,3,503938.36,6196388.16,"Good"
"7097",60772,3,503938.36,6196388.16,"Good"
"7098",60773,3,503938.36,6196388.16,"Good"
"7099",60774,3,503938.48,6196386.25,"Good"
"7100",60775,3,503938.48,6196386.25,"Good"
"7101",60776,3,503938.48,6196386.25,"Good"
"7102",60777,3,503938.48,6196386.25,"Good"
"7103",60778,3,503938.48,6196386.25,"Good"
"7104",60779,3,503939.39,6196385.13,"Good"
"7105",60780,3,503939.39,6196385.13,"Good"
"7106",60781,3,503939.39,6196385.13,"Good"
"7107",60782,3,503940.34,6196384.21,"Good"
"7108",60783,3,503940.34,6196384.21,"Good"
"7109",60784,3,503940.34,6196384.21,"Good"
"7110",60785,3,503940.34,6196384.21,"Good"
"7111",60786,3,503940.34,6196384.21,"Good"
"7112",60787,3,503940.17,6196383.1,"Good"
"7113",60788,3,503940.17,6196383.1,"Good"
"7114",60789,3,503940.17,6196383.1,"Good"
"7115",60790,3,503943.19,6196381.01,"Good"
"7116",60791,3,503943.19,6196381.01,"Good"
"7117",60792,3,503943.19,6196381.01,"Good"
"7118",60793,3,503941.03,6196380.97,"Good"
"7119",60794,3,503941.03,6196380.97,"Good"
"7120",60795,3,503941.03,6196380.97,"Good"
"7121",60796,3,503941.03,6196380.97,"Good"
"7122",60797,3,503941.03,6196380.97,"Good"
"7123",60798,3,503941.03,6196380.97,"Good"
"7124",60799,3,503941.03,6196380.97,"Good"
"7125",60800,3,503941.03,6196380.97,"Good"
"7126",60801,3,503941.03,6196380.97,"Good"
"7127",60802,3,503941.03,6196380.97,"Good"
"7128",60803,3,503941.03,6196380.97,"Good"
"7129",60804,3,503941.03,6196380.97,"Good"
"7130",60805,3,503941.03,6196380.97,"Good"
"7131",60806,3,503945.97,6196377.79,"Good"
"7132",60807,3,503945.97,6196377.79,"Good"
"7133",60808,3,503945.97,6196377.79,"Good"
"7134",60809,3,503945.97,6196377.79,"Good"
"7135",60810,3,503945.97,6196377.79,"Good"
"7136",60811,3,503945.97,6196377.79,"Good"
"7137",60812,3,503945.97,6196377.79,"Good"
"7138",60813,3,503945.97,6196377.79,"Good"
"7139",60814,3,503945.97,6196377.79,"Good"
"7140",60815,3,503945.97,6196377.79,"Good"
"7141",60816,3,503952.28,6196374.15,"Good"
"7142",60817,3,503952.28,6196374.15,"Good"
"7143",60818,3,503952.28,6196374.15,"Good"
"7144",60819,3,503950.03,6196376.59,"Good"
"7145",60820,3,503950.03,6196376.59,"Good"
"7146",60821,3,503950.03,6196376.59,"Good"
"7147",60822,3,503953.44,6196373.95,"Good"
"7148",60823,3,503953.44,6196373.95,"Good"
"7149",60824,3,503953.44,6196373.95,"Good"
"7150",60825,3,503952.57,6196373.82,"Good"
"7151",60826,3,503952.57,6196373.82,"Good"
"7152",60827,3,503952.57,6196373.82,"Good"
"7153",60828,3,503952.57,6196373.82,"Good"
"7154",60829,3,503952.57,6196373.82,"Good"
"7155",60830,3,503952.57,6196373.82,"Good"
"7156",60831,3,503952.57,6196373.82,"Good"
"7157",60832,3,503952.57,6196373.82,"Good"
"7158",60833,3,503956,6196370.73,"Good"
"7159",60834,3,503956,6196370.73,"Good"
"7160",60835,3,503956,6196370.73,"Good"
"7161",60836,3,503958.11,6196369.63,"Good"
"7162",60837,3,503958.11,6196369.63,"Good"
"7163",60838,3,503958.11,6196369.63,"Good"
"7164",60839,3,503958.91,6196369.12,"Good"
"7165",60840,3,503958.91,6196369.12,"Good"
"7166",60841,3,503958.91,6196369.12,"Good"
"7167",60842,3,503959.56,6196366.86,"Good"
"7168",60843,3,503959.56,6196366.86,"Good"
"7169",60844,3,503959.56,6196366.86,"Good"
"7170",60845,3,503960.15,6196368.19,"Good"
"7171",60846,3,503960.15,6196368.19,"Good"
"7172",60847,3,503960.15,6196368.19,"Good"
"7173",60848,3,503960.15,6196368.19,"Good"
"7174",60849,3,503960.15,6196368.19,"Good"
"7175",60850,3,503960.15,6196368.19,"Good"
"7176",60851,3,503960.15,6196368.19,"Good"
"7177",60852,3,503960.15,6196368.19,"Good"
"7178",60853,3,503964.32,6196364.41,"Good"
"7179",60854,3,503964.32,6196364.41,"Good"
"7180",60855,3,503964.32,6196364.41,"Good"
"7181",60856,3,503964.71,6196364.74,"Good"
"7182",60857,3,503964.71,6196364.74,"Good"
"7183",60858,3,503964.71,6196364.74,"Good"
"7184",60859,3,503964.71,6196364.74,"Good"
"7185",60860,3,503964.71,6196364.74,"Good"
"7186",60861,3,503965.56,6196362.49,"Good"
"7187",60862,3,503965.56,6196362.49,"Good"
"7188",60863,3,503965.56,6196362.49,"Good"
"7189",60864,3,503965.56,6196362.49,"Good"
"7190",60865,3,503965.56,6196362.49,"Good"
"7191",60866,3,503965.54,6196361.9,"Good"
"7192",60867,3,503965.54,6196361.9,"Good"
"7193",60868,3,503965.54,6196361.9,"Good"
"7194",60869,3,503966.07,6196362.56,"Good"
"7195",60870,3,503966.07,6196362.56,"Good"
"7196",60871,3,503966.07,6196362.56,"Good"
"7197",60872,3,503967.19,6196361.17,"Good"
"7198",60873,3,503967.19,6196361.17,"Good"
"7199",60874,3,503967.19,6196361.17,"Good"
"7200",60875,3,503967.19,6196361.17,"Good"
"7201",60876,3,503967.45,6196361.92,"Good"
"7202",60877,3,503967.45,6196361.92,"Good"
"7203",60878,3,503967.45,6196361.92,"Good"
"7204",60879,3,503967.69,6196361.26,"Good"
"7205",60880,3,503967.69,6196361.26,"Good"
"7206",60881,3,503967.69,6196361.26,"Good"
"7207",60882,3,503969.55,6196359.95,"Good"
"7208",60883,3,503969.55,6196359.95,"Good"
"7209",60884,3,503969.55,6196359.95,"Good"
"7210",60885,3,503968.87,6196361.5,"Good"
"7211",60886,3,503968.87,6196361.5,"Good"
"7212",60887,3,503968.87,6196361.5,"Good"
"7213",60888,3,503968.87,6196361.5,"Good"
"7214",60889,3,503968.87,6196361.5,"Good"
"7215",60890,3,503968.87,6196361.5,"Good"
"7216",60891,3,503968.87,6196361.5,"Good"
"7217",60892,3,503971.97,6196359.69,"Good"
"7218",60893,3,503971.97,6196359.69,"Good"
"7219",60894,3,503971.97,6196359.69,"Good"
"7220",60895,3,503971.97,6196359.69,"Good"
"7221",60896,3,503971.97,6196359.69,"Good"
"7222",60897,3,503973.55,6196357.99,"Good"
"7223",60898,3,503973.55,6196357.99,"Good"
"7224",60899,3,503973.55,6196357.99,"Good"
"7225",60900,3,503973.55,6196357.99,"Good"
"7226",60901,3,503973.55,6196357.99,"Good"
"7227",60902,3,503974.09,6196358.04,"Good"
"7228",60903,3,503974.09,6196358.04,"Good"
"7229",60904,3,503974.09,6196358.04,"Good"
"7230",60905,3,503974.09,6196358.04,"Good"
"7231",60906,3,503974.09,6196358.04,"Good"
"7232",60907,3,503974.09,6196358.04,"Good"
"7233",60908,3,503977.43,6196357.16,"Good"
"7234",60909,3,503977.43,6196357.16,"Good"
"7235",60910,3,503977.43,6196357.16,"Good"
"7236",60911,3,503977.43,6196357.16,"Good"
"7237",60912,3,503977.43,6196357.16,"Good"
"7238",60913,3,503977.43,6196357.16,"Good"
"7239",60914,3,503977.51,6196356.72,"Good"
"7240",60915,3,503977.51,6196356.72,"Good"
"7241",60916,3,503977.51,6196356.72,"Good"
"7242",60917,3,503980.32,6196353.83,"Good"
"7243",60918,3,503980.32,6196353.83,"Good"
"7244",60919,3,503980.32,6196353.83,"Good"
"7245",60920,3,503979.34,6196356.36,"Good"
"7246",60921,3,503979.34,6196356.36,"Good"
"7247",60922,3,503979.34,6196356.36,"Good"
"7248",60923,3,503979.34,6196356.36,"Good"
"7249",60924,3,503980.68,6196352.68,"Good"
"7250",60925,3,503980.68,6196352.68,"Good"
"7251",60926,3,503980.68,6196352.68,"Good"
"7252",60927,3,503981.47,6196354.11,"Good"
"7253",60928,3,503981.47,6196354.11,"Good"
"7254",60929,3,503981.47,6196354.11,"Good"
"7255",60930,3,503981.47,6196354.11,"Good"
"7256",60931,3,503981.47,6196354.11,"Good"
"7257",60932,3,503981.47,6196354.11,"Good"
"7258",60933,3,503981.47,6196354.11,"Good"
"7259",60934,3,503981.47,6196354.11,"Good"
"7260",60935,3,503983.84,6196351.54,"Good"
"7261",60936,3,503983.84,6196351.54,"Good"
"7262",60937,3,503983.84,6196351.54,"Good"
"7263",60938,3,503983.27,6196350.99,"Good"
"7264",60939,3,503983.27,6196350.99,"Good"
"7265",60940,3,503983.27,6196350.99,"Good"
"7266",60941,3,503985.51,6196350.08,"Good"
"7267",60942,3,503985.51,6196350.08,"Good"
"7268",60943,3,503985.51,6196350.08,"Good"
"7269",60944,3,503984.12,6196348.54,"Good"
"7270",60945,3,503984.12,6196348.54,"Good"
"7271",60946,3,503984.12,6196348.54,"Good"
"7272",60947,3,503985.35,6196348.34,"Good"
"7273",60948,3,503985.35,6196348.34,"Good"
"7274",60949,3,503985.35,6196348.34,"Good"
"7275",60950,3,503985.76,6196346.24,"Good"
"7276",60951,3,503985.76,6196346.24,"Good"
"7277",60952,3,503985.76,6196346.24,"Good"
"7278",60953,3,503985.82,6196347.16,"Good"
"7279",60954,3,503985.82,6196347.16,"Good"
"7280",60955,3,503985.82,6196347.16,"Good"
"7281",60956,3,503987,6196344.7,"Good"
"7282",60957,3,503987,6196344.7,"Good"
"7283",60958,3,503987,6196344.7,"Good"
"7284",60959,3,503986.89,6196345.35,"Good"
"7285",60960,3,503986.89,6196345.35,"Good"
"7286",60961,3,503986.89,6196345.35,"Good"
"7287",60962,3,503986.89,6196345.35,"Good"
"7288",60963,3,503989.97,6196343.93,"Good"
"7289",60964,3,503989.97,6196343.93,"Good"
"7290",60965,3,503989.97,6196343.93,"Good"
"7291",60966,3,503988.7,6196343.65,"Good"
"7292",60967,3,503988.7,6196343.65,"Good"
"7293",60968,3,503988.7,6196343.65,"Good"
"7294",60969,3,503991.76,6196341.49,"Good"
"7295",60970,3,503991.76,6196341.49,"Good"
"7296",60971,3,503991.76,6196341.49,"Good"
"7297",60972,3,503991.57,6196340.78,"Good"
"7298",60973,3,503991.57,6196340.78,"Good"
"7299",60974,3,503991.57,6196340.78,"Good"
"7300",60975,3,503992.41,6196340.84,"Good"
"7301",60976,3,503992.41,6196340.84,"Good"
"7302",60977,3,503992.41,6196340.84,"Good"
"7303",60978,3,503994.51,6196338.54,"Good"
"7304",60979,3,503994.51,6196338.54,"Good"
"7305",60980,3,503994.51,6196338.54,"Good"
"7306",60981,3,503992.54,6196340.15,"Good"
"7307",60982,3,503992.54,6196340.15,"Good"
"7308",60983,3,503992.54,6196340.15,"Good"
"7309",60984,3,503996.55,6196337.12,"Good"
"7310",60985,3,503996.55,6196337.12,"Good"
"7311",60986,3,503996.55,6196337.12,"Good"
"7312",60987,3,503996.55,6196337.12,"Good"
"7313",60988,3,503996.55,6196337.12,"Good"
"7314",60989,3,503996.67,6196337.74,"Good"
"7315",60990,3,503996.67,6196337.74,"Good"
"7316",60991,3,503996.67,6196337.74,"Good"
"7317",60992,3,503996.67,6196337.74,"Good"
"7318",60993,3,503996.67,6196337.74,"Good"
"7319",60994,3,503999.23,6196334.67,"Good"
"7320",60995,3,503999.23,6196334.67,"Good"
"7321",60996,3,503999.23,6196334.67,"Good"
"7322",60997,3,503999.99,6196335.73,"Good"
"7323",60998,3,503999.99,6196335.73,"Good"
"7324",60999,3,503999.99,6196335.73,"Good"
"7325",61000,3,504001.71,6196331.84,"Good"
"7326",61001,3,504001.71,6196331.84,"Good"
"7327",61002,3,504001.71,6196331.84,"Good"
"7328",61003,3,504001.42,6196332.2,"Good"
"7329",61004,3,504001.42,6196332.2,"Good"
"7330",61005,3,504001.42,6196332.2,"Good"
"7331",61006,3,504002.71,6196329.92,"Good"
"7332",61007,3,504002.71,6196329.92,"Good"
"7333",61008,3,504002.71,6196329.92,"Good"
"7334",61009,3,504002.71,6196329.92,"Good"
"7335",61010,3,504002.71,6196329.92,"Good"
"7336",61011,3,504003.96,6196327.78,"Good"
"7337",61012,3,504003.96,6196327.78,"Good"
"7338",61013,3,504003.96,6196327.78,"Good"
"7339",61014,3,504003.42,6196326.65,"Good"
"7340",61015,3,504003.42,6196326.65,"Good"
"7341",61016,3,504003.42,6196326.65,"Good"
"7342",61017,3,504005.17,6196326.61,"Good"
"7343",61018,3,504005.17,6196326.61,"Good"
"7344",61019,3,504005.17,6196326.61,"Good"
"7345",61020,3,504005.34,6196325.65,"Good"
"7346",61021,3,504005.34,6196325.65,"Good"
"7347",61022,3,504005.34,6196325.65,"Good"
"7348",61023,3,504005.34,6196325.65,"Good"
"7349",61024,3,504007.27,6196324.21,"Good"
"7350",61025,3,504007.27,6196324.21,"Good"
"7351",61026,3,504007.27,6196324.21,"Good"
"7352",61027,3,504007.27,6196324.21,"Good"
"7353",61028,3,504007.27,6196324.21,"Good"
"7354",61029,3,504007.27,6196324.21,"Good"
"7355",61030,3,504007.27,6196324.21,"Good"
"7356",61031,3,504007.27,6196324.21,"Good"
"7357",61032,3,504008.24,6196323.34,"Good"
"7358",61033,3,504008.24,6196323.34,"Good"
"7359",61034,3,504008.24,6196323.34,"Good"
"7360",61035,3,504008.24,6196323.34,"Good"
"7361",61036,3,504008.24,6196323.34,"Good"
"7362",61037,3,504008.24,6196323.34,"Good"
"7363",61038,3,504008.24,6196323.34,"Good"
"7364",61039,3,504008.24,6196323.34,"Good"
"7365",61040,3,504008.24,6196323.34,"Good"
"7366",61041,3,504009.76,6196318.48,"Good"
"7367",61042,3,504009.76,6196318.48,"Good"
"7368",61043,3,504009.76,6196318.48,"Good"
"7369",61044,3,504009.76,6196318.48,"Good"
"7370",61045,3,504009.76,6196318.48,"Good"
"7371",61046,3,504009.51,6196318.5,"Good"
"7372",61047,3,504009.51,6196318.5,"Good"
"7373",61048,3,504009.51,6196318.5,"Good"
"7374",61049,3,504010.73,6196316.99,"Good"
"7375",61050,3,504010.73,6196316.99,"Good"
"7376",61051,3,504010.73,6196316.99,"Good"
"7377",61052,3,504009.67,6196317.65,"Good"
"7378",61053,3,504009.67,6196317.65,"Good"
"7379",61054,3,504009.67,6196317.65,"Good"
"7380",61055,3,504009.67,6196317.65,"Good"
"7381",61056,3,504012.29,6196314.64,"Good"
"7382",61057,3,504012.29,6196314.64,"Good"
"7383",61058,3,504012.29,6196314.64,"Good"
"7384",61059,3,504011.59,6196315.41,"Good"
"7385",61060,3,504011.59,6196315.41,"Good"
"7386",61061,3,504011.59,6196315.41,"Good"
"7387",61062,3,504013.8,6196312.19,"Good"
"7388",61063,3,504013.8,6196312.19,"Good"
"7389",61064,3,504013.8,6196312.19,"Good"
"7390",61065,3,504013.05,6196311.59,"Good"
"7391",61066,3,504013.05,6196311.59,"Good"
"7392",61067,3,504013.05,6196311.59,"Good"
"7393",61068,3,504014.4,6196310.72,"Good"
"7394",61069,3,504014.4,6196310.72,"Good"
"7395",61070,3,504014.4,6196310.72,"Good"
"7396",61071,3,504015.12,6196309.62,"Good"
"7397",61072,3,504015.12,6196309.62,"Good"
"7398",61073,3,504015.12,6196309.62,"Good"
"7399",61074,3,504015.94,6196309.29,"Good"
"7400",61075,3,504015.94,6196309.29,"Good"
"7401",61076,3,504015.94,6196309.29,"Good"
"7402",61077,3,504016.49,6196307.37,"Good"
"7403",61078,3,504016.49,6196307.37,"Good"
"7404",61079,3,504016.49,6196307.37,"Good"
"7405",61080,3,504016.93,6196307.69,"Good"
"7406",61081,3,504016.93,6196307.69,"Good"
"7407",61082,3,504016.93,6196307.69,"Good"
"7408",61083,3,504018.45,6196304.4,"Good"
"7409",61084,3,504018.45,6196304.4,"Good"
"7410",61085,3,504018.45,6196304.4,"Good"
"7411",61086,3,504018.45,6196304.4,"Good"
"7412",61087,3,504017.62,6196306.28,"Good"
"7413",61088,3,504017.62,6196306.28,"Good"
"7414",61089,3,504017.62,6196306.28,"Good"
"7415",61090,3,504019.73,6196302.81,"Good"
"7416",61091,3,504019.73,6196302.81,"Good"
"7417",61092,3,504019.73,6196302.81,"Good"
"7418",61093,3,504018.85,6196304.34,"Good"
"7419",61094,3,504018.85,6196304.34,"Good"
"7420",61095,3,504018.85,6196304.34,"Good"
"7421",61096,3,504021.03,6196302.11,"Good"
"7422",61097,3,504021.03,6196302.11,"Good"
"7423",61098,3,504021.03,6196302.11,"Good"
"7424",61099,3,504020.17,6196303.27,"Good"
"7425",61100,3,504020.17,6196303.27,"Good"
"7426",61101,3,504020.17,6196303.27,"Good"
"7427",61102,3,504019.26,6196298.62,"Good"
"7428",61103,3,504019.26,6196298.62,"Good"
"7429",61104,3,504019.26,6196298.62,"Good"
"7430",61105,3,504021.05,6196301.73,"Good"
"7431",61106,3,504021.05,6196301.73,"Good"
"7432",61107,3,504021.05,6196301.73,"Good"
"7433",61108,3,504023.59,6196299.36,"Good"
"7434",61109,3,504023.59,6196299.36,"Good"
"7435",61110,3,504023.59,6196299.36,"Good"
"7436",61111,3,504022.93,6196302,"Good"
"7437",61112,3,504022.93,6196302,"Good"
"7438",61113,3,504022.93,6196302,"Good"
"7439",61114,3,504023.93,6196297.87,"Good"
"7440",61115,3,504023.93,6196297.87,"Good"
"7441",61116,3,504023.93,6196297.87,"Good"
"7442",61117,3,504023.93,6196297.87,"Good"
"7443",61118,3,504023.84,6196300.99,"Good"
"7444",61119,3,504023.84,6196300.99,"Good"
"7445",61120,3,504023.84,6196300.99,"Good"
"7446",61121,3,504023.84,6196300.99,"Good"
"7447",61122,3,504023.84,6196300.99,"Good"
"7448",61123,3,504023.84,6196300.99,"Good"
"7449",61124,3,504023.84,6196300.99,"Good"
"7450",61125,3,504023.84,6196300.99,"Good"
"7451",61126,3,504027.08,6196295.95,"Good"
"7452",61127,3,504027.08,6196295.95,"Good"
"7453",61128,3,504027.08,6196295.95,"Good"
"7454",61129,3,504027.11,6196295.83,"Good"
"7455",61130,3,504027.11,6196295.83,"Good"
"7456",61131,3,504027.11,6196295.83,"Good"
"7457",61132,3,504029.41,6196294.42,"Good"
"7458",61133,3,504029.41,6196294.42,"Good"
"7459",61134,3,504029.41,6196294.42,"Good"
"7460",61135,3,504029.67,6196293.14,"Good"
"7461",61136,3,504029.67,6196293.14,"Good"
"7462",61137,3,504029.67,6196293.14,"Good"
"7463",61138,3,504030.81,6196293.24,"Good"
"7464",61139,3,504030.81,6196293.24,"Good"
"7465",61140,3,504030.81,6196293.24,"Good"
"7466",61141,3,504032.18,6196292.13,"Good"
"7467",61142,3,504032.18,6196292.13,"Good"
"7468",61143,3,504032.18,6196292.13,"Good"
"7469",61144,3,504032.18,6196292.13,"Good"
"7470",61145,3,504032.18,6196292.13,"Good"
"7471",61146,3,504033.68,6196291.05,"Good"
"7472",61147,3,504033.68,6196291.05,"Good"
"7473",61148,3,504033.68,6196291.05,"Good"
"7474",61149,3,504033.68,6196291.05,"Good"
"7475",61150,3,504033.68,6196291.05,"Good"
"7476",61151,3,504034.55,6196289.75,"Good"
"7477",61152,3,504034.55,6196289.75,"Good"
"7478",61153,3,504034.55,6196289.75,"Good"
"7479",61154,3,504035.28,6196288.6,"Good"
"7480",61155,3,504035.28,6196288.6,"Good"
"7481",61156,3,504035.28,6196288.6,"Good"
"7482",61157,3,504036.11,6196287.5,"Good"
"7483",61158,3,504036.11,6196287.5,"Good"
"7484",61159,3,504036.11,6196287.5,"Good"
"7485",61160,3,504037.3,6196287.2,"Good"
"7486",61161,3,504037.3,6196287.2,"Good"
"7487",61162,3,504037.3,6196287.2,"Good"
"7488",61163,3,504038.64,6196286.08,"Good"
"7489",61164,3,504038.64,6196286.08,"Good"
"7490",61165,3,504038.64,6196286.08,"Good"
"7491",61166,3,504038.59,6196284.23,"Good"
"7492",61167,3,504038.59,6196284.23,"Good"
"7493",61168,3,504038.59,6196284.23,"Good"
"7494",61169,3,504040.23,6196284.1,"Good"
"7495",61170,3,504040.23,6196284.1,"Good"
"7496",61171,3,504040.23,6196284.1,"Good"
"7497",61172,3,504040.23,6196284.1,"Good"
"7498",61173,3,504041.49,6196282.88,"Good"
"7499",61174,3,504041.49,6196282.88,"Good"
"7500",61175,3,504041.49,6196282.88,"Good"
"7501",61176,3,504041.55,6196281.2,"Good"
"7502",61177,3,504041.55,6196281.2,"Good"
"7503",61178,3,504041.55,6196281.2,"Good"
"7504",61179,3,504043.2,6196282.57,"Good"
"7505",61180,3,504043.2,6196282.57,"Good"
"7506",61181,3,504043.2,6196282.57,"Good"
"7507",61182,3,504044.36,6196277.43,"Good"
"7508",61183,3,504044.36,6196277.43,"Good"
"7509",61184,3,504044.36,6196277.43,"Good"
"7510",61185,3,504044.63,6196280.74,"Good"
"7511",61186,3,504044.63,6196280.74,"Good"
"7512",61187,3,504044.63,6196280.74,"Good"
"7513",61188,3,504046.46,6196277.03,"Good"
"7514",61189,3,504046.46,6196277.03,"Good"
"7515",61190,3,504046.46,6196277.03,"Good"
"7516",61191,3,504047.39,6196277.84,"Good"
"7517",61192,3,504047.39,6196277.84,"Good"
"7518",61193,3,504047.39,6196277.84,"Good"
"7519",61194,3,504048.1,6196275.74,"Good"
"7520",61195,3,504048.1,6196275.74,"Good"
"7521",61196,3,504048.1,6196275.74,"Good"
"7522",61197,3,504048.1,6196275.74,"Good"
"7523",61198,3,504048.1,6196275.74,"Good"
"7524",61199,3,504049.36,6196274.03,"Good"
"7525",61200,3,504049.36,6196274.03,"Good"
"7526",61201,3,504049.36,6196274.03,"Good"
"7527",61202,3,504049.36,6196274.03,"Good"
"7528",61203,3,504049.36,6196274.03,"Good"
"7529",61204,3,504051.26,6196272.34,"Good"
"7530",61205,3,504051.26,6196272.34,"Good"
"7531",61206,3,504051.26,6196272.34,"Good"
"7532",61207,3,504052.17,6196270.75,"Good"
"7533",61208,3,504052.17,6196270.75,"Good"
"7534",61209,3,504052.17,6196270.75,"Good"
"7535",61210,3,504053.37,6196270.99,"Good"
"7536",61211,3,504053.37,6196270.99,"Good"
"7537",61212,3,504053.37,6196270.99,"Good"
"7538",61213,3,504053.21,6196269.85,"Good"
"7539",61214,3,504053.21,6196269.85,"Good"
"7540",61215,3,504053.21,6196269.85,"Good"
"7541",61216,3,504053.21,6196269.85,"Good"
"7542",61217,3,504052.32,6196268.69,"Good"
"7543",61218,3,504052.32,6196268.69,"Good"
"7544",61219,3,504052.32,6196268.69,"Good"
"7545",61220,3,504051.6,6196268.71,"Good"
"7546",61221,3,504051.6,6196268.71,"Good"
"7547",61222,3,504051.6,6196268.71,"Good"
"7548",61223,3,504050.41,6196265.25,"Good"
"7549",61224,3,504050.41,6196265.25,"Good"
"7550",61225,3,504050.41,6196265.25,"Good"
"7551",30316,4,528042.25,6187101.65,"Good"
"7552",30317,4,528042.25,6187101.65,"Good"
"7553",30318,4,528025.4,6187106.77,"Good"
